# iteration  loss_bc  loss_res  l2_error
9.900000e+03 9.844739e+00 2.867245e+06 2.048708e+00
1.000000e+04 1.121257e+01 2.802808e+06 2.017296e+00
1.010000e+04 1.314776e+01 2.612434e+06 2.005094e+00
1.020000e+04 9.557856e+00 3.210678e+06 1.961298e+00
1.030000e+04 8.643679e+00 2.863010e+06 1.774289e+00
1.040000e+04 8.026580e+00 2.521160e+06 1.732098e+00
1.050000e+04 1.099724e+01 2.810335e+06 1.816773e+00
1.060000e+04 1.377724e+01 2.989539e+06 1.840418e+00
1.070000e+04 1.097773e+01 2.828000e+06 1.900683e+00
1.080000e+04 1.379013e+01 2.665222e+06 1.977793e+00
1.090000e+04 1.062771e+01 2.758996e+06 1.970183e+00
1.100000e+04 8.529632e+00 2.676948e+06 2.056726e+00
1.110000e+04 1.241129e+01 2.780232e+06 2.049410e+00
1.120000e+04 1.354917e+01 2.867458e+06 2.110630e+00
1.130000e+04 1.276338e+01 2.715427e+06 2.119775e+00
1.140000e+04 1.369412e+01 3.014540e+06 2.206524e+00
1.150000e+04 1.381796e+01 2.783123e+06 2.055679e+00
1.160000e+04 1.132138e+01 2.684411e+06 1.919979e+00
1.170000e+04 1.518652e+01 2.937126e+06 2.099581e+00
1.180000e+04 1.453550e+01 2.759845e+06 2.167046e+00
1.190000e+04 1.619002e+01 2.375590e+06 2.119464e+00
1.200000e+04 1.661311e+01 2.466467e+06 2.079648e+00
1.210000e+04 1.603164e+01 2.859703e+06 2.150311e+00
1.220000e+04 1.389411e+01 2.740869e+06 2.120194e+00
1.230000e+04 1.477625e+01 3.039383e+06 2.184129e+00
1.240000e+04 1.361931e+01 2.564797e+06 2.204605e+00
1.250000e+04 1.554215e+01 2.390712e+06 2.197053e+00
1.260000e+04 1.635584e+01 2.585478e+06 2.190206e+00
1.270000e+04 1.561815e+01 2.504985e+06 2.085540e+00
1.280000e+04 1.671152e+01 2.722543e+06 2.135482e+00
1.290000e+04 1.815522e+01 2.570192e+06 2.217577e+00
1.300000e+04 1.944837e+01 2.820048e+06 2.193726e+00
1.310000e+04 1.638194e+01 2.579744e+06 2.119980e+00
1.320000e+04 1.572456e+01 2.593719e+06 2.077481e+00
1.330000e+04 1.676354e+01 2.886503e+06 2.026940e+00
1.340000e+04 1.402576e+01 3.070939e+06 1.966760e+00
1.350000e+04 1.309241e+01 2.549844e+06 1.895324e+00
1.360000e+04 1.327755e+01 2.508370e+06 2.059150e+00
1.370000e+04 1.628000e+01 2.791192e+06 2.310642e+00
1.380000e+04 1.399253e+01 2.285522e+06 2.468550e+00
1.390000e+04 1.539981e+01 2.718423e+06 2.376036e+00
1.400000e+04 1.237014e+01 2.405565e+06 2.299398e+00
1.410000e+04 1.127590e+01 2.307762e+06 2.194164e+00
1.420000e+04 9.896482e+00 2.717102e+06 2.273090e+00
1.430000e+04 1.022951e+01 2.410837e+06 2.246592e+00
1.440000e+04 1.474175e+01 2.616622e+06 2.306821e+00
1.450000e+04 1.314478e+01 2.537450e+06 2.063969e+00
1.460000e+04 1.054019e+01 2.456553e+06 2.023226e+00
1.470000e+04 1.043492e+01 2.662992e+06 2.256815e+00
1.480000e+04 1.288273e+01 2.552238e+06 2.371141e+00
1.490000e+04 1.099671e+01 2.900904e+06 2.199962e+00
1.500000e+04 1.129890e+01 2.605919e+06 2.207698e+00
1.510000e+04 9.541093e+00 2.610368e+06 2.313527e+00
1.520000e+04 9.417898e+00 2.464471e+06 2.236836e+00
1.530000e+04 1.005782e+01 2.459018e+06 2.342291e+00
1.540000e+04 8.844239e+00 2.578896e+06 2.290657e+00
1.550000e+04 8.978143e+00 2.619578e+06 2.256703e+00
1.560000e+04 9.046751e+00 2.666922e+06 2.354630e+00
1.570000e+04 8.356842e+00 2.801878e+06 2.351503e+00
1.580000e+04 1.160374e+01 2.866013e+06 2.322278e+00
1.590000e+04 9.402974e+00 2.415190e+06 2.202684e+00
1.600000e+04 7.255793e+00 2.594874e+06 2.367437e+00
1.610000e+04 9.397092e+00 2.460338e+06 2.525278e+00
1.620000e+04 8.347709e+00 2.650349e+06 2.608898e+00
1.630000e+04 8.488582e+00 2.496391e+06 2.645396e+00
1.640000e+04 8.729092e+00 2.043653e+06 2.517936e+00
1.650000e+04 7.167594e+00 2.655872e+06 2.521719e+00
1.660000e+04 4.471109e+00 2.260743e+06 2.258702e+00
1.670000e+04 2.184657e+00 2.707108e+06 2.028071e+00
1.680000e+04 2.040707e+00 1.983442e+06 1.908024e+00
1.690000e+04 2.768791e+00 2.434516e+06 1.949091e+00
1.700000e+04 2.177595e+00 2.634724e+06 1.925763e+00
1.710000e+04 2.534301e+00 2.759712e+06 1.755386e+00
1.720000e+04 3.251385e+00 2.702725e+06 1.760193e+00
1.730000e+04 3.111422e+00 2.258546e+06 1.642466e+00
1.740000e+04 2.810236e+00 2.523280e+06 1.663115e+00
1.750000e+04 2.489591e+00 2.252512e+06 1.512676e+00
1.760000e+04 1.404034e+00 2.146231e+06 1.296157e+00
1.770000e+04 9.392641e-01 2.606768e+06 1.300776e+00
1.780000e+04 1.301667e+00 2.312506e+06 1.356626e+00
1.790000e+04 1.341174e+00 2.564365e+06 1.247630e+00
1.800000e+04 1.642168e+00 2.663038e+06 1.189985e+00
1.810000e+04 1.869338e+00 2.498502e+06 1.046927e+00
1.820000e+04 2.430572e+00 2.678532e+06 1.091187e+00
1.830000e+04 3.058146e+00 2.642615e+06 1.139739e+00
1.840000e+04 3.626365e+00 2.322084e+06 1.078880e+00
1.850000e+04 4.192992e+00 2.685533e+06 1.135273e+00
1.860000e+04 4.669115e+00 2.661707e+06 1.197519e+00
1.870000e+04 3.823019e+00 2.377868e+06 1.220865e+00
1.880000e+04 2.806681e+00 2.367126e+06 1.115003e+00
1.890000e+04 3.253196e+00 2.187070e+06 1.118284e+00
1.900000e+04 3.795447e+00 2.293353e+06 1.123002e+00
1.910000e+04 3.179932e+00 2.509211e+06 1.091322e+00
1.920000e+04 4.682677e+00 2.347970e+06 1.182488e+00
1.930000e+04 4.259199e+00 2.341624e+06 1.121700e+00
1.940000e+04 3.629768e+00 2.330529e+06 1.128029e+00
1.950000e+04 4.037207e+00 2.477395e+06 1.161070e+00
1.960000e+04 4.943229e+00 2.399997e+06 1.216980e+00
1.970000e+04 4.774565e+00 2.691536e+06 1.233466e+00
1.980000e+04 5.532966e+00 2.251176e+06 1.294050e+00
1.990000e+04 4.190997e+00 2.257850e+06 1.259283e+00
2.000000e+04 3.581945e+00 2.344042e+06 1.202642e+00
2.010000e+04 3.529949e+00 2.615848e+06 1.209768e+00
2.020000e+04 5.112479e+00 2.597672e+06 1.333110e+00
2.030000e+04 3.756162e+00 2.143844e+06 1.363214e+00
2.040000e+04 4.413393e+00 2.724150e+06 1.397985e+00
2.050000e+04 5.160873e+00 2.581290e+06 1.434963e+00
2.060000e+04 6.479972e+00 2.623297e+06 1.516262e+00
2.070000e+04 5.763551e+00 2.460132e+06 1.478745e+00
2.080000e+04 5.323319e+00 2.484923e+06 1.443879e+00
2.090000e+04 6.008451e+00 2.628473e+06 1.500329e+00
2.100000e+04 6.333413e+00 2.413551e+06 1.617741e+00
2.110000e+04 6.224014e+00 2.140474e+06 1.582957e+00
2.120000e+04 7.366208e+00 2.395085e+06 1.663298e+00
2.130000e+04 6.564647e+00 2.394974e+06 1.720243e+00
2.140000e+04 7.158664e+00 2.903302e+06 1.726276e+00
2.150000e+04 7.063209e+00 2.509878e+06 1.767948e+00
2.160000e+04 7.700393e+00 2.639674e+06 1.799333e+00
2.170000e+04 9.167219e+00 2.220085e+06 1.890979e+00
2.180000e+04 9.728199e+00 2.417701e+06 1.839589e+00
2.190000e+04 8.400390e+00 2.209976e+06 1.761003e+00
2.200000e+04 9.604259e+00 2.290406e+06 1.772036e+00
2.210000e+04 9.884489e+00 2.430414e+06 1.696546e+00
2.220000e+04 8.553278e+00 2.396710e+06 1.666390e+00
2.230000e+04 7.871455e+00 2.384087e+06 1.626242e+00
2.240000e+04 9.315937e+00 2.553919e+06 1.641049e+00
2.250000e+04 1.012177e+01 2.407808e+06 1.731709e+00
2.260000e+04 9.389234e+00 2.435604e+06 1.619180e+00
2.270000e+04 8.200407e+00 2.181198e+06 1.606527e+00
2.280000e+04 8.616406e+00 2.524257e+06 1.607115e+00
2.290000e+04 9.572198e+00 2.241866e+06 1.649454e+00
2.300000e+04 8.761153e+00 2.354906e+06 1.615309e+00
2.310000e+04 9.402347e+00 2.699387e+06 1.620134e+00
2.320000e+04 9.143838e+00 2.380389e+06 1.612649e+00
2.330000e+04 1.093694e+01 2.087200e+06 1.681036e+00
2.340000e+04 1.106180e+01 2.699038e+06 1.732497e+00
2.350000e+04 1.151972e+01 2.498312e+06 1.719553e+00
2.360000e+04 1.124954e+01 2.681470e+06 1.675562e+00
2.370000e+04 1.272172e+01 2.156204e+06 1.712777e+00
2.380000e+04 1.329765e+01 2.062290e+06 1.758884e+00
2.390000e+04 1.319845e+01 2.379660e+06 1.768992e+00
2.400000e+04 1.355179e+01 2.382502e+06 1.756992e+00
2.410000e+04 1.309564e+01 2.473296e+06 1.709452e+00
2.420000e+04 1.376067e+01 2.689600e+06 1.735388e+00
2.430000e+04 1.200160e+01 2.215233e+06 1.691579e+00
2.440000e+04 1.130401e+01 2.457211e+06 1.698017e+00
2.450000e+04 1.140570e+01 2.682064e+06 1.761877e+00
2.460000e+04 1.284980e+01 2.576052e+06 1.809871e+00
2.470000e+04 1.214287e+01 2.275354e+06 1.823316e+00
2.480000e+04 1.320934e+01 2.186030e+06 1.818238e+00
2.490000e+04 1.412206e+01 2.152786e+06 1.807358e+00
2.500000e+04 1.459064e+01 2.543604e+06 1.808967e+00
2.510000e+04 1.464946e+01 2.862524e+06 1.754942e+00
2.520000e+04 1.483026e+01 2.093398e+06 1.779790e+00
2.530000e+04 1.519399e+01 2.448270e+06 1.797311e+00
2.540000e+04 1.558579e+01 2.217096e+06 1.787897e+00
2.550000e+04 1.550302e+01 2.296596e+06 1.812624e+00
2.560000e+04 1.644051e+01 2.031757e+06 1.852582e+00
2.570000e+04 1.541628e+01 2.693291e+06 1.803873e+00
2.580000e+04 1.464460e+01 2.205058e+06 1.820270e+00
2.590000e+04 1.487843e+01 2.373470e+06 1.869881e+00
2.600000e+04 1.665742e+01 2.309198e+06 1.931674e+00
2.610000e+04 1.600641e+01 2.258779e+06 1.939821e+00
2.620000e+04 1.522310e+01 2.503208e+06 1.941590e+00
2.630000e+04 1.546992e+01 2.505776e+06 1.927919e+00
2.640000e+04 1.625029e+01 2.342529e+06 1.955654e+00
2.650000e+04 1.638558e+01 2.580108e+06 1.973797e+00
2.660000e+04 1.624793e+01 2.781424e+06 1.981075e+00
2.670000e+04 1.636091e+01 2.983296e+06 1.983183e+00
2.680000e+04 1.548547e+01 2.626872e+06 1.963967e+00
2.690000e+04 1.644189e+01 2.409922e+06 2.046088e+00
2.700000e+04 1.569447e+01 2.430978e+06 2.023267e+00
2.710000e+04 1.656881e+01 2.473671e+06 1.995884e+00
2.720000e+04 1.535716e+01 2.411910e+06 1.916921e+00
2.730000e+04 1.444749e+01 2.313844e+06 1.881272e+00
2.740000e+04 1.495321e+01 2.117033e+06 1.915212e+00
2.750000e+04 1.683562e+01 2.616040e+06 1.961338e+00
2.760000e+04 1.669327e+01 2.396073e+06 1.938062e+00
2.770000e+04 1.648601e+01 2.398056e+06 1.948068e+00
2.780000e+04 1.805838e+01 2.648475e+06 2.011615e+00
2.790000e+04 1.704311e+01 2.324852e+06 1.973109e+00
2.800000e+04 1.781263e+01 2.173649e+06 1.982133e+00
2.810000e+04 1.890383e+01 2.489184e+06 2.011543e+00
2.820000e+04 1.966931e+01 2.503421e+06 2.044989e+00
2.830000e+04 2.013115e+01 2.211726e+06 2.041918e+00
2.840000e+04 2.024758e+01 2.453284e+06 2.021018e+00
2.850000e+04 1.966050e+01 2.274973e+06 2.040037e+00
2.860000e+04 2.028415e+01 2.224821e+06 2.072007e+00
2.870000e+04 2.132801e+01 2.357138e+06 2.103261e+00
2.880000e+04 2.183706e+01 2.237670e+06 2.133007e+00
2.890000e+04 2.096699e+01 2.488762e+06 2.124547e+00
2.900000e+04 2.213976e+01 2.447470e+06 2.106574e+00
2.910000e+04 2.219439e+01 2.324426e+06 2.115037e+00
2.920000e+04 2.124488e+01 2.256570e+06 2.049199e+00
2.930000e+04 2.107481e+01 2.281952e+06 2.058946e+00
2.940000e+04 2.151266e+01 2.418487e+06 2.046882e+00
2.950000e+04 2.129122e+01 2.746156e+06 2.051478e+00
2.960000e+04 2.137446e+01 2.202742e+06 2.071858e+00
2.970000e+04 2.172656e+01 2.682538e+06 2.091399e+00
2.980000e+04 2.180497e+01 2.204757e+06 2.090724e+00
2.990000e+04 2.225858e+01 2.112968e+06 2.100525e+00
3.000000e+04 2.263939e+01 2.281900e+06 2.100294e+00
3.010000e+04 2.219154e+01 2.224572e+06 2.067804e+00
3.020000e+04 2.174697e+01 1.894723e+06 2.082746e+00
3.030000e+04 2.237007e+01 2.081707e+06 2.078986e+00
3.040000e+04 2.326491e+01 1.580620e+06 2.100015e+00
3.050000e+04 2.333061e+01 2.450416e+06 2.107899e+00
3.060000e+04 2.331527e+01 2.156442e+06 2.106473e+00
3.070000e+04 2.308024e+01 2.460621e+06 2.101157e+00
3.080000e+04 2.306364e+01 2.638528e+06 2.116012e+00
3.090000e+04 2.281825e+01 2.341768e+06 2.113006e+00
3.100000e+04 2.313117e+01 2.309376e+06 2.130670e+00
3.110000e+04 2.246926e+01 2.198672e+06 2.136009e+00
3.120000e+04 2.225642e+01 2.699844e+06 2.123954e+00
3.130000e+04 2.275959e+01 2.290492e+06 2.155077e+00
3.140000e+04 2.295383e+01 2.369414e+06 2.173307e+00
3.150000e+04 2.369251e+01 2.727100e+06 2.181149e+00
3.160000e+04 2.366701e+01 2.527834e+06 2.168547e+00
3.170000e+04 2.439710e+01 2.453000e+06 2.170807e+00
3.180000e+04 2.387494e+01 2.572473e+06 2.147903e+00
3.190000e+04 2.405703e+01 1.966482e+06 2.146588e+00
3.200000e+04 2.322089e+01 1.970764e+06 2.132323e+00
3.210000e+04 2.349513e+01 2.107356e+06 2.147152e+00
3.220000e+04 2.371370e+01 2.149650e+06 2.161259e+00
3.230000e+04 2.372706e+01 2.202470e+06 2.151015e+00
3.240000e+04 2.347911e+01 2.339533e+06 2.157082e+00
3.250000e+04 2.320506e+01 2.121498e+06 2.140746e+00
3.260000e+04 2.391926e+01 1.977046e+06 2.194851e+00
3.270000e+04 2.420051e+01 2.284470e+06 2.209539e+00
3.280000e+04 2.424002e+01 2.392928e+06 2.202833e+00
3.290000e+04 2.368802e+01 2.640328e+06 2.184858e+00
3.300000e+04 2.409806e+01 2.219137e+06 2.198147e+00
3.310000e+04 2.505706e+01 2.296057e+06 2.218696e+00
3.320000e+04 2.505638e+01 2.499790e+06 2.218888e+00
3.330000e+04 2.454499e+01 2.623727e+06 2.191764e+00
3.340000e+04 2.503392e+01 2.366515e+06 2.188753e+00
3.350000e+04 2.510102e+01 2.823916e+06 2.185139e+00
3.360000e+04 2.426562e+01 2.006997e+06 2.165131e+00
3.370000e+04 2.350843e+01 2.253176e+06 2.173055e+00
3.380000e+04 2.412751e+01 2.307087e+06 2.190148e+00
3.390000e+04 2.417246e+01 2.267621e+06 2.180126e+00
3.400000e+04 2.419448e+01 2.525032e+06 2.168670e+00
3.410000e+04 2.447177e+01 2.291074e+06 2.163156e+00
3.420000e+04 2.395203e+01 2.309260e+06 2.152854e+00
3.430000e+04 2.398340e+01 2.352812e+06 2.159574e+00
3.440000e+04 2.427533e+01 2.035879e+06 2.178164e+00
3.450000e+04 2.448106e+01 2.217704e+06 2.166598e+00
3.460000e+04 2.427901e+01 2.439656e+06 2.165533e+00
3.470000e+04 2.430537e+01 2.609332e+06 2.154364e+00
3.480000e+04 2.451733e+01 2.586860e+06 2.144857e+00
3.490000e+04 2.506746e+01 2.015601e+06 2.173624e+00
3.500000e+04 2.466714e+01 2.404343e+06 2.164886e+00
3.510000e+04 2.451734e+01 2.381210e+06 2.171869e+00
3.520000e+04 2.539452e+01 2.027475e+06 2.208077e+00
3.530000e+04 2.560220e+01 2.142007e+06 2.223948e+00
3.540000e+04 2.605132e+01 2.343660e+06 2.230135e+00
3.550000e+04 2.694471e+01 2.138608e+06 2.271046e+00
3.560000e+04 2.637882e+01 2.112483e+06 2.248214e+00
3.570000e+04 2.624708e+01 2.604599e+06 2.241816e+00
3.580000e+04 2.626562e+01 2.205832e+06 2.244256e+00
3.590000e+04 2.630256e+01 2.481213e+06 2.237237e+00
3.600000e+04 2.620930e+01 2.472257e+06 2.244209e+00
3.610000e+04 2.659460e+01 2.217742e+06 2.242360e+00
3.620000e+04 2.691554e+01 2.397538e+06 2.240619e+00
3.630000e+04 2.703694e+01 1.980173e+06 2.235137e+00
3.640000e+04 2.696001e+01 2.136640e+06 2.215932e+00
3.650000e+04 2.720256e+01 2.210887e+06 2.221153e+00
3.660000e+04 2.693417e+01 2.477279e+06 2.224874e+00
3.670000e+04 2.741122e+01 2.113709e+06 2.237918e+00
3.680000e+04 2.775352e+01 2.288630e+06 2.245135e+00
3.690000e+04 2.777921e+01 1.901659e+06 2.243793e+00
3.700000e+04 2.729786e+01 2.315298e+06 2.226286e+00
3.710000e+04 2.736102e+01 2.184078e+06 2.234769e+00
3.720000e+04 2.779763e+01 2.789718e+06 2.245978e+00
3.730000e+04 2.827462e+01 2.517715e+06 2.258074e+00
3.740000e+04 2.799990e+01 2.230997e+06 2.246757e+00
3.750000e+04 2.780629e+01 2.345632e+06 2.238480e+00
3.760000e+04 2.730219e+01 2.219300e+06 2.237985e+00
3.770000e+04 2.710825e+01 2.552575e+06 2.232499e+00
3.780000e+04 2.648619e+01 2.566694e+06 2.211207e+00
3.790000e+04 2.666151e+01 2.405598e+06 2.215579e+00
3.800000e+04 2.679405e+01 2.443859e+06 2.212702e+00
3.810000e+04 2.662504e+01 2.201368e+06 2.213616e+00
3.820000e+04 2.618693e+01 2.830386e+06 2.221269e+00
3.830000e+04 2.667128e+01 2.058639e+06 2.232801e+00
3.840000e+04 2.669455e+01 2.490046e+06 2.226828e+00
3.850000e+04 2.661497e+01 2.207904e+06 2.231641e+00
3.860000e+04 2.666580e+01 2.188302e+06 2.220886e+00
3.870000e+04 2.687609e+01 2.708688e+06 2.224882e+00
3.880000e+04 2.718006e+01 2.178250e+06 2.231530e+00
3.890000e+04 2.711487e+01 2.359927e+06 2.220704e+00
3.900000e+04 2.728331e+01 2.398449e+06 2.227165e+00
3.910000e+04 2.678816e+01 2.073106e+06 2.202339e+00
3.920000e+04 2.664376e+01 2.353194e+06 2.206603e+00
3.930000e+04 2.659519e+01 2.653544e+06 2.202937e+00
3.940000e+04 2.687413e+01 2.619592e+06 2.209745e+00
3.950000e+04 2.684818e+01 2.497850e+06 2.216458e+00
3.960000e+04 2.723751e+01 2.692765e+06 2.218859e+00
3.970000e+04 2.738037e+01 2.372175e+06 2.214587e+00
3.980000e+04 2.669454e+01 2.155514e+06 2.198066e+00
3.990000e+04 2.643015e+01 2.251466e+06 2.196404e+00
