# iter	loss_total	loss_res	loss_ics	loss_bcs	l2_u	lambda_ics	lambda_bcs
1.81000000e+04	2.85028040e-01	2.13264078e-01	7.73555716e-04	3.92991606e-05	1.43764885e-02	7.63920059e+01	2.26814804e+02
1.82000000e+04	2.25507781e-01	1.83081448e-01	6.83914986e-04	1.83563970e-05	1.50705446e-02	5.35064163e+01	2.09660004e+02
1.83000000e+04	2.23437220e-01	1.67575389e-01	7.82378658e-04	2.28330500e-05	1.45343859e-02	5.83554993e+01	2.39610962e+02
1.84000000e+04	2.43580967e-01	1.99709564e-01	6.84783794e-04	1.79222261e-05	1.67786665e-02	5.26816139e+01	2.56512177e+02
1.85000000e+04	1.60071179e-01	1.26064807e-01	7.12999201e-04	2.15694054e-05	1.68061778e-02	4.27028160e+01	2.00978561e+02
1.86000000e+04	1.61616728e-01	1.26513854e-01	5.83042100e-04	1.89330094e-05	1.46504799e-02	7.38676987e+01	2.89415405e+02
1.87000000e+04	1.53462887e-01	1.13873951e-01	5.85561560e-04	2.03499694e-05	1.83037948e-02	5.59616318e+01	2.60591949e+02
1.88000000e+04	2.54061937e-01	2.02842429e-01	5.86061331e-04	2.22569470e-05	1.51993446e-02	7.44916458e+01	2.44185181e+02
1.89000000e+04	3.28714699e-01	2.75981069e-01	5.23550203e-04	2.66484749e-05	1.38700269e-02	8.38666992e+01	2.98124084e+02
1.90000000e+04	1.57921389e-01	1.21337071e-01	5.20368398e-04	3.97829790e-05	1.23473471e-02	5.18660393e+01	2.12643875e+02
1.91000000e+04	2.05222845e-01	1.32941097e-01	7.52762775e-04	4.11483234e-05	1.44916819e-02	7.50131683e+01	2.59547333e+02
1.92000000e+04	3.80108774e-01	3.40831995e-01	5.23403229e-04	4.43733807e-05	1.85069740e-02	5.85788383e+01	2.69520355e+02
1.93000000e+04	1.61619633e-01	1.18759520e-01	5.57673688e-04	3.76612370e-05	1.10905394e-02	5.59033699e+01	2.43089172e+02
1.94000000e+04	1.32512301e-01	1.01846009e-01	5.23789902e-04	2.05470624e-05	1.46456128e-02	4.89199371e+01	2.61117096e+02
1.95000000e+04	2.51956433e-01	1.92585215e-01	7.69716164e-04	3.13986966e-05	1.23680606e-02	6.98746185e+01	3.11424408e+02
1.96000000e+04	2.03262419e-01	1.62409723e-01	7.06740131e-04	3.34631986e-05	1.62933413e-02	4.61564903e+01	2.29318176e+02
1.97000000e+04	1.70658380e-01	1.22460291e-01	4.55519126e-04	1.54838908e-05	1.20606413e-02	9.11947632e+01	3.02170502e+02
1.98000000e+04	2.13493884e-01	1.69564560e-01	6.00425759e-04	3.26969421e-05	1.07278107e-02	5.80939827e+01	2.14629395e+02
1.99000000e+04	1.74809664e-01	1.36016771e-01	5.70209406e-04	2.70730725e-05	1.82452034e-02	5.42335777e+01	2.38958282e+02
2.00000000e+04	3.09592843e-01	2.68779218e-01	7.74007232e-04	3.47859932e-05	1.07421232e-02	3.97401848e+01	2.26389526e+02
2.01000000e+04	3.51928055e-01	2.85297841e-01	7.70617276e-04	3.16294245e-05	1.03374338e-02	7.05833969e+01	2.98753143e+02
2.02000000e+04	2.40505084e-01	1.75858870e-01	9.92235029e-04	3.14088611e-05	1.38478344e-02	5.54242439e+01	2.31838943e+02
2.03000000e+04	1.61594197e-01	1.28626287e-01	6.29416027e-04	1.61774879e-05	1.08770644e-02	4.25627975e+01	2.62435669e+02
2.04000000e+04	1.85978800e-01	1.41256586e-01	5.64855989e-04	3.54445219e-05	1.13624176e-02	6.56771164e+01	2.60310028e+02
2.05000000e+04	6.41582370e-01	4.94482040e-01	1.71901076e-03	4.44472644e-05	1.18796993e-02	7.18431396e+01	3.35572510e+02
2.06000000e+04	1.48386940e-01	1.19466543e-01	4.42862074e-04	3.41890154e-05	1.48127116e-02	4.23221054e+01	2.43247559e+02
2.07000000e+04	2.35621065e-01	1.74127534e-01	7.39603653e-04	4.08028682e-05	1.23875169e-02	6.29484711e+01	2.51920059e+02
2.08000000e+04	4.86619771e-01	4.52136755e-01	4.37348295e-04	3.38579121e-05	1.31698847e-02	5.68749084e+01	2.28358231e+02
2.09000000e+04	4.03479785e-01	2.90336877e-01	1.26194523e-03	3.64132211e-05	1.19479317e-02	7.62204361e+01	2.66950806e+02
2.10000000e+04	2.96498865e-01	1.69219479e-01	2.19217362e-03	2.36438827e-05	1.34285046e-02	5.03068161e+01	3.22241516e+02
2.11000000e+04	1.98680058e-01	1.59180328e-01	7.05441344e-04	2.24673295e-05	1.31225009e-02	4.86991119e+01	3.12181427e+02
2.12000000e+04	1.90713838e-01	1.50288120e-01	7.75012712e-04	4.24921964e-05	9.20381304e-03	3.50081635e+01	2.27644669e+02
2.13000000e+04	2.84450501e-01	2.57732630e-01	4.97315428e-04	3.58275029e-05	1.01004336e-02	3.66748123e+01	2.29770157e+02
2.14000000e+04	2.51179725e-01	2.10573196e-01	7.77539157e-04	2.63514394e-05	1.17186680e-02	3.97809067e+01	3.61128723e+02
2.15000000e+04	2.97584146e-01	2.44144037e-01	8.83625413e-04	3.10581236e-05	1.46044921e-02	4.82905579e+01	2.65897430e+02
2.16000000e+04	2.97920704e-01	2.57890642e-01	6.54589501e-04	3.33198950e-05	1.25902612e-02	4.67968330e+01	2.13075027e+02
2.17000000e+04	2.29962483e-01	1.75834477e-01	6.35295757e-04	3.23088534e-05	1.35500012e-02	6.37125092e+01	2.89706055e+02
2.18000000e+04	1.87541842e-01	1.52407497e-01	8.04948213e-04	2.10583748e-05	1.71239004e-02	3.68536415e+01	2.25011642e+02
2.19000000e+04	1.28652766e-01	9.58688334e-02	5.27093478e-04	2.67135565e-05	1.23641090e-02	5.07489891e+01	2.40521454e+02
2.20000000e+04	2.99178869e-01	2.31188431e-01	1.36778422e-03	2.86620925e-05	1.32540893e-02	4.43166084e+01	2.64981567e+02
2.21000000e+04	2.18269080e-01	1.87939882e-01	7.42542674e-04	1.59274532e-05	1.09937647e-02	3.25216103e+01	2.60577911e+02
2.22000000e+04	2.20102325e-01	1.67879999e-01	5.93486358e-04	1.77083639e-05	1.30251152e-02	7.29399948e+01	3.36312408e+02
2.23000000e+04	1.45487383e-01	1.14118278e-01	6.65863219e-04	2.36859159e-05	1.37927514e-02	3.51964684e+01	2.44149902e+02
2.24000000e+04	1.27832040e-01	1.03009164e-01	4.86736273e-04	2.70498986e-05	1.71751548e-02	4.75218010e+01	2.59866852e+02
2.25000000e+04	2.25706309e-01	1.78312272e-01	9.50775458e-04	1.76499689e-05	1.28367459e-02	4.24952545e+01	2.59314575e+02
2.26000000e+04	2.58843780e-01	2.18120128e-01	8.58666666e-04	4.35002075e-05	1.29262190e-02	4.48871040e+01	3.67070831e+02
2.27000000e+04	3.41696441e-01	3.02336842e-01	8.50429700e-04	1.94389904e-05	1.26298787e-02	3.92574081e+01	2.35982086e+02
2.28000000e+04	2.10790545e-01	1.86419606e-01	5.56419138e-04	1.72032705e-05	1.21465400e-02	3.54277763e+01	2.50986877e+02
2.29000000e+04	1.65657163e-01	1.30286232e-01	8.52633617e-04	2.98847572e-05	1.38728004e-02	3.71778946e+01	2.46244125e+02
2.30000000e+04	2.91632652e-01	2.47598693e-01	1.00681430e-03	2.28927893e-05	1.01645552e-02	3.74743729e+01	2.29623032e+02
2.31000000e+04	2.45173529e-01	1.59965873e-01	1.96778565e-03	2.91524357e-05	1.10998331e-02	3.68623657e+01	2.27826508e+02
2.32000000e+04	3.04689199e-01	2.65323520e-01	9.21410858e-04	1.78366918e-05	1.38836456e-02	3.83181992e+01	2.57829346e+02
2.33000000e+04	2.89514273e-01	2.25936085e-01	7.65270786e-04	4.17307165e-05	1.68964751e-02	6.09388199e+01	3.13737457e+02
2.34000000e+04	2.75030077e-01	1.93953037e-01	2.01162277e-03	2.25897238e-05	9.50588938e-03	3.60798225e+01	2.60083862e+02
2.35000000e+04	4.10161853e-01	2.94163823e-01	3.55848973e-03	2.81999983e-05	1.15315719e-02	1.29503983e+02	3.41544434e+02
2.36000000e+04	3.69297802e-01	3.37796777e-01	4.19953838e-04	1.07851974e-05	1.28478976e-02	6.94354630e+01	3.13018097e+02
2.37000000e+04	3.88203353e-01	3.44841599e-01	7.27264967e-04	1.37384286e-05	9.22819134e-03	5.08690338e+01	2.52112534e+02
2.38000000e+04	9.50296372e-02	6.53081387e-02	4.86205041e-04	2.04138305e-05	1.03871860e-02	5.30652618e+01	2.45923111e+02
2.39000000e+04	2.15535611e-01	1.72842160e-01	1.06398691e-03	1.78222072e-05	1.60320029e-02	3.42266273e+01	2.44082199e+02
2.40000000e+04	1.74301460e-01	1.23635575e-01	1.09705550e-03	3.36628982e-05	1.17835607e-02	3.79446564e+01	2.40162918e+02
2.41000000e+04	3.86581093e-01	3.45725626e-01	4.99144779e-04	2.12943014e-05	1.30152935e-02	6.47030869e+01	3.08823517e+02
2.42000000e+04	2.04521060e-01	1.72858924e-01	4.80759831e-04	3.74486117e-05	1.18433563e-02	4.37364693e+01	2.80272461e+02
2.43000000e+04	1.61228836e-01	1.26912907e-01	4.78002185e-04	1.79359122e-05	1.12899169e-02	6.03792496e+01	3.20691254e+02
2.44000000e+04	1.58389956e-01	1.32226840e-01	5.97245817e-04	1.60491600e-05	9.88490228e-03	4.28685150e+01	2.42386322e+02
2.45000000e+04	1.17544346e-01	8.82210582e-02	7.54160283e-04	1.44447058e-05	1.40694967e-02	3.16471157e+01	2.60334503e+02
2.46000000e+04	1.63901776e-01	1.31565571e-01	6.95150346e-04	3.77611359e-05	1.07119642e-02	3.31716919e+01	2.32806808e+02
2.47000000e+04	1.68006450e-01	1.44523621e-01	5.65601455e-04	2.28133213e-05	9.41773690e-03	3.01024895e+01	2.48109116e+02
2.48000000e+04	1.37381792e-01	1.06848791e-01	8.55389400e-04	2.05800334e-05	9.33019165e-03	3.08519115e+01	2.45109482e+02
2.49000000e+04	3.56917948e-01	2.94741988e-01	1.11515354e-03	2.31712547e-05	1.06536457e-02	4.56045113e+01	3.12070526e+02
2.50000000e+04	1.47722065e-01	1.25144035e-01	5.68880932e-04	2.07167432e-05	9.50655714e-03	2.73730297e+01	2.82564178e+02
2.51000000e+04	1.60871714e-01	1.28741264e-01	1.03630580e-03	2.15482578e-05	1.03087397e-02	2.61364441e+01	2.13713135e+02
2.52000000e+04	1.57187849e-01	1.16003461e-01	7.51538086e-04	1.71678021e-05	1.16636902e-02	4.74998589e+01	2.96111481e+02
2.53000000e+04	3.13788891e-01	1.31646633e-01	1.87999033e-03	2.12079467e-05	9.77387186e-03	8.32653122e+01	3.87947113e+02
2.54000000e+04	1.43708989e-01	1.04112789e-01	5.84886002e-04	2.45803931e-05	1.28617659e-02	4.87996407e+01	3.19416656e+02
2.55000000e+04	1.47506297e-01	1.20878205e-01	6.37061603e-04	2.32894527e-05	8.01331364e-03	3.30547028e+01	2.17815903e+02
2.56000000e+04	1.32316470e-01	1.04912661e-01	3.84982792e-04	2.82414694e-05	9.83259175e-03	4.99098625e+01	2.45387436e+02
2.57000000e+04	1.30610257e-01	9.05532092e-02	5.89266827e-04	1.84247165e-05	1.17134945e-02	5.67701759e+01	1.93289215e+02
2.58000000e+04	2.58847594e-01	2.38908410e-01	3.94162082e-04	1.28425399e-05	1.11971358e-02	3.93450699e+01	2.34280487e+02
2.59000000e+04	1.04929805e-01	8.60174298e-02	6.14172895e-04	1.70418552e-05	1.03041260e-02	2.37761173e+01	2.12444916e+02
2.60000000e+04	1.33492500e-01	1.02154337e-01	5.98115148e-04	1.44115547e-05	1.14211431e-02	4.79358521e+01	2.20741440e+02
2.61000000e+04	1.41965851e-01	1.09384127e-01	4.07747633e-04	2.21485680e-05	9.49915405e-03	6.50975342e+01	2.41422577e+02
2.62000000e+04	1.91659734e-01	1.52499288e-01	4.52855427e-04	3.02754834e-05	1.08343074e-02	5.84531937e+01	3.17942719e+02
2.63000000e+04	1.62901655e-01	1.34035051e-01	4.27989435e-04	3.67635366e-05	1.68175455e-02	4.60368347e+01	2.99242493e+02
2.64000000e+04	1.40776157e-01	1.13187157e-01	3.50561633e-04	3.20604631e-05	1.10155391e-02	4.95416603e+01	2.76588379e+02
2.65000000e+04	1.27446890e-01	8.87556225e-02	8.10513040e-04	1.17623104e-05	1.11131798e-02	4.03817444e+01	2.53529846e+02
2.66000000e+04	1.98520094e-01	1.73504129e-01	5.04161231e-04	1.36879671e-05	1.15214773e-02	4.14805222e+01	2.80728119e+02
2.67000000e+04	1.54803544e-01	1.24087676e-01	7.43207347e-04	1.91659637e-05	1.08349249e-02	3.38842964e+01	2.33924271e+02
2.68000000e+04	1.14549309e-01	8.48150551e-02	6.65723463e-04	1.85499048e-05	1.00411354e-02	3.54955978e+01	2.32577118e+02
2.69000000e+04	9.26113203e-02	6.91173375e-02	5.38186287e-04	1.42876615e-05	1.06492313e-02	3.60012474e+01	1.97796524e+02
2.70000000e+04	2.56149560e-01	2.35477179e-01	4.71278123e-04	1.25228289e-05	1.41073875e-02	3.95023460e+01	2.51388000e+02
2.71000000e+04	1.55050263e-01	1.04924828e-01	1.07298791e-03	1.02981394e-05	9.71984025e-03	4.34193802e+01	2.37113220e+02
2.72000000e+04	3.58300835e-01	3.08459997e-01	6.24156732e-04	2.02346437e-05	1.15520386e-02	7.49157333e+01	3.64782166e+02
2.73000000e+04	9.51392129e-02	6.51878417e-02	5.76387043e-04	1.16541096e-05	1.10358167e-02	4.33119125e+01	2.43443451e+02
2.74000000e+04	1.46071687e-01	1.26524284e-01	3.58414109e-04	2.38373905e-05	1.07879341e-02	3.64513741e+01	2.52539001e+02
2.75000000e+04	1.43460602e-01	1.18647516e-01	5.45361429e-04	3.03988891e-05	8.64690170e-03	3.55293427e+01	1.99285690e+02
2.76000000e+04	1.12138726e-01	9.31059644e-02	4.62226453e-04	1.72052751e-05	9.26400907e-03	3.27775917e+01	2.35457062e+02
2.77000000e+04	7.18233287e-02	5.44179454e-02	4.43265220e-04	1.48166664e-05	9.51927900e-03	3.21070900e+01	2.35880966e+02
2.78000000e+04	1.45278439e-01	1.22550562e-01	5.01548755e-04	2.38348293e-05	1.16476519e-02	3.37253380e+01	2.12453964e+02
2.79000000e+04	1.50188684e-01	9.74183008e-02	1.11133081e-03	2.31258036e-05	1.35835269e-02	4.61778946e+01	3.21843048e+02
2.80000000e+04	1.22235544e-01	9.09847319e-02	5.65609487e-04	2.15500586e-05	1.15868505e-02	4.01745491e+01	2.76543579e+02
2.81000000e+04	2.59892911e-01	2.00885758e-01	1.09904329e-03	1.91563668e-05	8.57923273e-03	4.61131058e+01	2.48870102e+02
2.82000000e+04	1.53883725e-01	1.22894362e-01	5.80727065e-04	2.37995082e-05	9.09471884e-03	4.02807312e+01	2.11016464e+02
2.83000000e+04	1.07748166e-01	8.72292072e-02	3.62541003e-04	1.73013250e-05	1.07831955e-02	5.22030716e+01	2.35683594e+02
2.84000000e+04	1.53905660e-01	1.10509917e-01	7.66869984e-04	1.27342500e-05	1.10828597e-02	4.79796295e+01	2.63130310e+02
2.85000000e+04	1.12172693e-01	8.26207176e-02	5.82119334e-04	2.37004097e-05	1.05681000e-02	3.81307755e+01	2.36937927e+02
2.86000000e+04	1.37813255e-01	8.40405673e-02	9.37334727e-04	1.12711214e-05	1.06244907e-02	4.91316566e+01	2.68874237e+02
2.87000000e+04	2.42981404e-01	1.25088871e-01	1.58171868e-03	2.11433144e-05	8.85933265e-03	6.65420380e+01	3.53047638e+02
2.88000000e+04	8.72924477e-02	6.92394301e-02	3.67771223e-04	1.68514271e-05	1.29528278e-02	3.63664131e+01	2.46236252e+02
2.89000000e+04	1.00236051e-01	7.47955516e-02	4.68803279e-04	1.93085762e-05	1.13950633e-02	4.27259254e+01	2.05589691e+02
2.90000000e+04	9.06758085e-02	6.71443492e-02	5.05810429e-04	1.18984699e-05	1.02130082e-02	3.65114517e+01	2.92355957e+02
2.91000000e+04	1.02299772e-01	7.82181919e-02	5.70001779e-04	7.63764638e-06	1.22447088e-02	3.67676125e+01	2.69616425e+02
2.92000000e+04	1.43337831e-01	9.21717212e-02	9.28680238e-04	2.72882935e-05	8.93867761e-03	4.44907227e+01	3.19424561e+02
2.93000000e+04	2.53616869e-01	2.32993096e-01	4.49989835e-04	2.53684702e-05	1.31124221e-02	3.57171822e+01	2.69700470e+02
2.94000000e+04	2.13078588e-01	1.86873123e-01	6.95412571e-04	1.70193998e-05	1.04410453e-02	2.95725594e+01	2.38420883e+02
2.95000000e+04	2.33954713e-01	2.09622204e-01	4.13766567e-04	2.13648200e-05	1.26865590e-02	4.27457733e+01	2.98045288e+02
2.96000000e+04	1.26901805e-01	1.04950927e-01	5.92649332e-04	1.30608241e-05	8.22851527e-03	2.96994953e+01	2.65850464e+02
2.97000000e+04	1.25114098e-01	1.11947790e-01	4.62746975e-04	1.25460101e-05	9.81280021e-03	2.11840725e+01	2.34851791e+02
2.98000000e+04	1.43623024e-01	1.21775970e-01	4.70877392e-04	2.49109889e-05	9.28816479e-03	3.46881943e+01	2.64942413e+02
2.99000000e+04	8.72859657e-02	7.13523775e-02	3.92869260e-04	2.30042897e-05	8.48341733e-03	2.85299778e+01	2.06717941e+02
3.00000000e+04	1.49348274e-01	1.25237703e-01	8.86239694e-04	1.51175173e-05	9.09132417e-03	2.26824303e+01	1.70014343e+02
3.01000000e+04	7.27271140e-02	5.70124611e-02	4.23393270e-04	1.79628296e-05	1.02146193e-02	2.75172272e+01	1.99415970e+02
3.02000000e+04	1.11803420e-01	8.90145451e-02	5.64074144e-04	1.42604040e-05	1.07209636e-02	3.60784492e+01	2.65293427e+02
3.03000000e+04	1.33147940e-01	1.14017487e-01	3.61349754e-04	7.20345406e-06	1.20624499e-02	4.80207672e+01	2.26502792e+02
3.04000000e+04	1.02294728e-01	7.95930624e-02	3.85922409e-04	1.31469842e-05	9.77314916e-03	4.68959274e+01	2.37697815e+02
3.05000000e+04	1.03666849e-01	8.37985650e-02	3.26270238e-04	8.73210774e-06	1.12601072e-02	5.38680267e+01	2.88278168e+02
3.06000000e+04	1.30791187e-01	1.00946188e-01	5.91133372e-04	1.18667213e-05	1.04032643e-02	4.26557579e+01	2.36163574e+02
3.07000000e+04	1.05287798e-01	8.66427571e-02	4.39530151e-04	7.56493864e-06	1.09076211e-02	3.64268379e+01	2.64866577e+02
3.08000000e+04	1.04987621e-01	8.54699761e-02	4.46917868e-04	2.17827619e-05	8.95929988e-03	3.09437618e+01	2.43434174e+02
3.09000000e+04	8.70118141e-02	6.21041656e-02	5.00684429e-04	1.19241849e-05	9.58621223e-03	4.06114998e+01	2.25402771e+02
3.10000000e+04	1.17992789e-01	8.61208513e-02	8.77113896e-04	1.53628389e-05	9.69356857e-03	3.07664528e+01	2.07781250e+02
3.11000000e+04	1.47489950e-01	1.15914270e-01	6.16865349e-04	1.19455817e-05	1.19557157e-02	4.15037804e+01	2.96527100e+02
3.12000000e+04	1.01415776e-01	8.32856596e-02	4.83958749e-04	1.05674480e-05	1.20293163e-02	3.07582169e+01	2.40035751e+02
3.13000000e+04	7.52430186e-02	5.66900000e-02	4.10986249e-04	1.18223215e-05	9.97888669e-03	3.64995651e+01	2.48845490e+02
3.14000000e+04	1.76527709e-01	1.55452356e-01	4.22676996e-04	1.46006987e-05	9.62135103e-03	4.00846519e+01	2.42269806e+02
3.15000000e+04	2.00255692e-01	1.82911634e-01	4.62528231e-04	1.34227830e-05	9.00748838e-03	6.33289833e+01	2.11936630e+02
3.16000000e+04	1.47878662e-01	1.27869099e-01	5.17579843e-04	1.49787629e-05	8.58570263e-03	3.44040070e+01	2.25713318e+02
3.17000000e+04	1.58140942e-01	1.36614785e-01	4.68347396e-04	1.22754218e-05	9.87825729e-03	3.63581772e+01	2.55837921e+02
3.18000000e+04	1.54820785e-01	1.34185567e-01	4.86710313e-04	1.30190920e-05	8.37680139e-03	3.27473030e+01	2.53247116e+02
3.19000000e+04	8.38593021e-02	5.85592240e-02	3.99501907e-04	1.20699351e-05	1.12845739e-02	5.14324341e+01	2.03291916e+02
3.20000000e+04	8.73612165e-02	6.92337900e-02	3.28710506e-04	8.05251693e-06	1.12149492e-02	4.49387589e+01	3.22461334e+02
3.21000000e+04	1.05742864e-01	8.88551027e-02	3.52116942e-04	1.63994082e-05	9.33094043e-03	3.22276955e+01	2.48202942e+02
3.22000000e+04	1.17077790e-01	9.79493260e-02	5.44238021e-04	1.46641742e-05	1.14371041e-02	3.76268616e+01	2.11269958e+02
3.23000000e+04	1.21371351e-01	9.08611417e-02	6.45150663e-04	1.69239502e-05	1.23654874e-02	3.75078278e+01	2.27529861e+02
3.24000000e+04	1.17002897e-01	8.62162337e-02	7.05737271e-04	1.99780388e-05	1.35613289e-02	3.43063698e+01	2.47777222e+02
3.25000000e+04	7.26961493e-02	5.59838861e-02	3.77946621e-04	1.32261666e-05	8.20410158e-03	3.48928680e+01	1.93822815e+02
3.26000000e+04	6.76010847e-02	4.97434363e-02	3.39570979e-04	9.33554020e-06	1.01707242e-02	4.28020592e+01	1.97376999e+02
3.27000000e+04	9.98153090e-02	8.49945694e-02	3.20810621e-04	1.41423907e-05	1.40379788e-02	3.40378418e+01	2.20011353e+02
3.28000000e+04	1.11806214e-01	9.43783671e-02	3.96853109e-04	1.22986767e-05	1.19476421e-02	3.33699722e+01	2.58915955e+02
3.29000000e+04	1.59144059e-01	1.29172236e-01	4.05294879e-04	2.61278910e-05	1.26525396e-02	5.15046997e+01	2.89706818e+02
3.30000000e+04	1.19425558e-01	7.99301490e-02	5.73679514e-04	1.24281505e-05	1.14226816e-02	5.89526978e+01	2.51411636e+02
3.31000000e+04	1.26956284e-01	1.01605356e-01	4.83251119e-04	1.14587510e-05	8.98831710e-03	4.78740044e+01	2.05531265e+02
3.32000000e+04	6.23068996e-02	4.49237041e-02	4.17459931e-04	1.68601946e-05	9.73232929e-03	3.13364296e+01	2.28831833e+02
3.33000000e+04	1.66412294e-01	1.09230697e-01	8.72252975e-04	8.58079511e-06	1.05769346e-02	5.73357468e+01	2.89745300e+02
3.34000000e+04	9.54725072e-02	7.65396133e-02	3.92856804e-04	1.08680979e-05	1.19291767e-02	4.09192314e+01	2.44191483e+02
3.35000000e+04	1.15353316e-01	9.87883806e-02	3.69432790e-04	1.67810558e-05	8.02025199e-03	3.52993011e+01	2.05019974e+02
3.36000000e+04	1.94563001e-01	1.76405624e-01	4.95468092e-04	1.47088640e-05	1.24430861e-02	2.88781376e+01	2.10545868e+02
3.37000000e+04	1.05328411e-01	7.57069737e-02	3.97276512e-04	1.39024078e-05	1.10449651e-02	6.15406227e+01	2.93110291e+02
3.38000000e+04	1.17533147e-01	9.04870033e-02	6.48561923e-04	1.20350924e-05	9.91725177e-03	4.33204460e+01	2.17300461e+02
3.39000000e+04	8.92458782e-02	7.12220520e-02	3.22002248e-04	1.38952300e-05	1.00864796e-02	4.22372589e+01	2.21572281e+02
3.40000000e+04	9.02440920e-02	7.32619390e-02	4.40899486e-04	7.89628029e-06	9.98388138e-03	3.21199074e+01	2.56249451e+02
3.41000000e+04	8.22121799e-02	5.82592189e-02	3.54294170e-04	8.29441797e-06	1.04384162e-02	5.64111900e+01	2.91099243e+02
3.42000000e+04	1.24839909e-01	1.08471349e-01	3.44888394e-04	1.32577952e-05	1.19307665e-02	3.43368988e+01	2.92616547e+02
3.43000000e+04	9.65297818e-02	6.73777238e-02	7.10045861e-04	1.01480809e-05	1.05638774e-02	3.50341721e+01	2.34778625e+02
3.44000000e+04	8.29607174e-02	5.79147637e-02	3.44388653e-04	2.38232351e-05	7.75417732e-03	6.39846497e+01	2.21701248e+02
3.45000000e+04	8.89086798e-02	6.19840771e-02	5.50838537e-04	9.94738912e-06	9.14343912e-03	4.22213020e+01	1.95898926e+02
3.46000000e+04	6.31218255e-02	4.82029840e-02	2.65437586e-04	1.39513450e-05	8.90432019e-03	3.99212112e+01	2.39500870e+02
3.47000000e+04	9.17707384e-02	7.45722204e-02	4.24222992e-04	1.04520841e-05	1.07072219e-02	3.18456268e+01	2.66819305e+02
3.48000000e+04	7.96187744e-02	5.79243451e-02	3.64409701e-04	1.01866990e-05	1.04406849e-02	4.88922615e+01	2.16795837e+02
3.49000000e+04	8.28435123e-02	6.36912584e-02	3.72909795e-04	1.48351737e-05	1.07963849e-02	3.91138115e+01	2.50569824e+02
3.50000000e+04	9.20331627e-02	7.12403581e-02	5.82063454e-04	1.55562811e-05	9.32306703e-03	3.87610588e+01	2.10494339e+02
3.51000000e+04	9.15653110e-02	7.73112997e-02	2.33629049e-04	1.74909801e-05	9.06366482e-03	4.09553528e+01	2.38240097e+02
3.52000000e+04	9.41714272e-02	7.42621049e-02	4.50197404e-04	1.02089070e-05	1.11779878e-02	3.66691360e+01	2.16272629e+02
3.53000000e+04	1.10096514e-01	8.57064798e-02	4.32989153e-04	1.39887834e-05	1.00875255e-02	4.35136986e+01	3.01087311e+02
3.54000000e+04	1.06005460e-01	8.81267488e-02	3.47737106e-04	9.98032374e-06	1.23845190e-02	4.17846680e+01	2.85811371e+02
3.55000000e+04	8.66677463e-02	7.40680546e-02	2.42356051e-04	1.33915119e-05	1.10785970e-02	3.66152611e+01	2.27181061e+02
3.56000000e+04	7.98282474e-02	6.62179589e-02	3.22649052e-04	9.64123683e-06	1.21176783e-02	3.32249718e+01	2.04543549e+02
3.57000000e+04	7.61440024e-02	6.35571927e-02	2.71979225e-04	9.99081112e-06	1.01878280e-02	3.67638512e+01	2.62996429e+02
3.58000000e+04	1.08930677e-01	9.07489955e-02	2.81490473e-04	7.12897327e-06	1.08590098e-02	5.63038292e+01	2.50300644e+02
3.59000000e+04	6.89943284e-02	5.57016954e-02	2.50022538e-04	9.70174824e-06	8.87720194e-03	4.36581688e+01	2.55111969e+02
3.60000000e+04	8.72739181e-02	6.92429990e-02	3.77861405e-04	1.79947856e-05	8.18848889e-03	3.66473770e+01	2.00491119e+02
3.61000000e+04	1.16788723e-01	9.91364419e-02	3.71947681e-04	1.25261158e-05	1.10142045e-02	3.71783676e+01	2.42021576e+02
3.62000000e+04	1.14793822e-01	9.52361077e-02	3.89159395e-04	1.17062082e-05	1.01585332e-02	3.83582497e+01	2.76600647e+02
3.63000000e+04	8.68807882e-02	7.38252625e-02	2.85699469e-04	9.80825098e-06	1.06003657e-02	3.82314529e+01	2.93917053e+02
3.64000000e+04	1.08991086e-01	9.10508186e-02	2.87673087e-04	8.19244269e-06	1.10143097e-02	4.93660545e+01	2.84300812e+02
3.65000000e+04	1.20429747e-01	1.05524182e-01	2.74897291e-04	1.36787512e-05	9.55785532e-03	5.68296127e+01	2.23963882e+02
3.66000000e+04	7.80079439e-02	6.54401928e-02	2.85226793e-04	1.02361455e-05	1.11158546e-02	3.64422722e+01	2.00238586e+02
3.67000000e+04	1.62526131e-01	1.50182918e-01	3.69584712e-04	8.40848224e-06	1.12909824e-02	2.77308025e+01	2.09470825e+02
3.68000000e+04	9.08620805e-02	6.58856332e-02	3.08625429e-04	1.01572250e-05	9.14130080e-03	6.60739899e+01	2.25682266e+02
3.69000000e+04	1.06759191e-01	9.10270065e-02	3.19947168e-04	9.29428461e-06	9.89115611e-03	3.97444954e+01	1.88794861e+02
3.70000000e+04	1.13964230e-01	8.80847275e-02	6.42804313e-04	9.93159847e-06	8.81966017e-03	3.50679626e+01	2.64623474e+02
3.71000000e+04	1.54989660e-01	1.33647427e-01	4.21166653e-04	1.51159857e-05	9.04510263e-03	4.01530380e+01	2.65098419e+02
3.72000000e+04	5.99878468e-02	4.80552502e-02	2.97188468e-04	1.07658034e-05	9.34517570e-03	3.67938080e+01	2.19812500e+02
3.73000000e+04	1.00908116e-01	8.68598372e-02	3.94947449e-04	9.60121724e-06	1.10264104e-02	4.07448196e+01	2.31929596e+02
