# iter	loss_total	loss_res	loss_ics	loss_bcs	l2_u	lambda_ics	lambda_bcs
1.06000000e+04	6.63162053e-01	5.73975146e-01	4.36964706e-02	4.54904214e-02	2.38028020e-01	1.00000000e+00	1.00000000e+00
1.07000000e+04	1.55710721e+00	1.46851540e+00	4.92750928e-02	3.93167138e-02	2.38676697e-01	1.00000000e+00	1.00000000e+00
1.08000000e+04	1.40719712e+00	1.30722070e+00	5.03952503e-02	4.95811328e-02	2.31037915e-01	1.00000000e+00	1.00000000e+00
1.09000000e+04	1.55573881e+00	1.44340634e+00	5.96760362e-02	5.26564606e-02	2.29487926e-01	1.00000000e+00	1.00000000e+00
1.10000000e+04	1.20802319e+00	1.12331915e+00	4.58157063e-02	3.88883688e-02	2.38204643e-01	1.00000000e+00	1.00000000e+00
1.11000000e+04	1.54984450e+00	1.46463680e+00	3.45673412e-02	5.06403074e-02	2.38136798e-01	1.00000000e+00	1.00000000e+00
1.12000000e+04	5.71789384e-01	4.74571317e-01	3.57320644e-02	6.14860170e-02	2.33132645e-01	1.00000000e+00	1.00000000e+00
1.13000000e+04	1.28896308e+00	1.19204617e+00	5.31022139e-02	4.38146889e-02	2.37766102e-01	1.00000000e+00	1.00000000e+00
1.14000000e+04	4.08402109e+00	3.94543695e+00	9.55474749e-02	4.30364572e-02	2.35104054e-01	1.00000000e+00	1.00000000e+00
1.15000000e+04	6.51572406e-01	5.34733176e-01	6.77538291e-02	4.90853898e-02	2.38020167e-01	1.00000000e+00	1.00000000e+00
1.16000000e+04	1.11366534e+00	1.01864839e+00	4.35106307e-02	5.15063070e-02	2.37428799e-01	1.00000000e+00	1.00000000e+00
1.17000000e+04	1.03781807e+00	9.66189981e-01	3.22603360e-02	3.93677317e-02	2.33417928e-01	1.00000000e+00	1.00000000e+00
1.18000000e+04	9.58509147e-01	8.76448810e-01	3.70144434e-02	4.50459383e-02	2.29601666e-01	1.00000000e+00	1.00000000e+00
1.19000000e+04	6.34764969e-01	5.62019885e-01	3.17932628e-02	4.09518592e-02	2.29765818e-01	1.00000000e+00	1.00000000e+00
1.20000000e+04	1.56046581e+00	1.47142863e+00	3.60137112e-02	5.30234128e-02	2.30158210e-01	1.00000000e+00	1.00000000e+00
1.21000000e+04	7.71921515e-01	6.76494002e-01	5.31289205e-02	4.22986448e-02	2.31832474e-01	1.00000000e+00	1.00000000e+00
1.22000000e+04	1.01236463e+00	9.36396480e-01	3.40409838e-02	4.19272035e-02	2.31580704e-01	1.00000000e+00	1.00000000e+00
1.23000000e+04	2.83160830e+00	2.75956249e+00	3.33757773e-02	3.86700742e-02	2.44796380e-01	1.00000000e+00	1.00000000e+00
1.24000000e+04	5.04598498e-01	4.23480511e-01	3.87147516e-02	4.24032509e-02	2.27825224e-01	1.00000000e+00	1.00000000e+00
1.25000000e+04	1.14015353e+00	1.07541287e+00	2.97276117e-02	3.50130796e-02	2.26929948e-01	1.00000000e+00	1.00000000e+00
1.26000000e+04	9.29850698e-01	8.61947656e-01	2.96956245e-02	3.82074416e-02	2.25247487e-01	1.00000000e+00	1.00000000e+00
1.27000000e+04	5.30055404e-01	4.51390475e-01	2.58134473e-02	5.28514646e-02	2.27035627e-01	1.00000000e+00	1.00000000e+00
1.28000000e+04	8.44521761e-01	7.53637016e-01	4.25164402e-02	4.83683385e-02	2.30303869e-01	1.00000000e+00	1.00000000e+00
1.29000000e+04	6.74626708e-01	5.92237949e-01	3.91788483e-02	4.32099365e-02	2.27537662e-01	1.00000000e+00	1.00000000e+00
1.30000000e+04	1.15184999e+00	1.07168102e+00	3.64627391e-02	4.37061712e-02	2.27293015e-01	1.00000000e+00	1.00000000e+00
1.31000000e+04	2.63168073e+00	2.39233994e+00	1.95724785e-01	4.36159484e-02	2.31896028e-01	1.00000000e+00	1.00000000e+00
1.32000000e+04	8.89194131e-01	8.02155375e-01	5.71205392e-02	2.99181957e-02	2.26770371e-01	1.00000000e+00	1.00000000e+00
1.33000000e+04	7.54705727e-01	6.79048061e-01	2.58251000e-02	4.98325825e-02	2.28475884e-01	1.00000000e+00	1.00000000e+00
1.34000000e+04	3.04330420e+00	2.92692566e+00	7.36791715e-02	4.26993370e-02	2.20968574e-01	1.00000000e+00	1.00000000e+00
1.35000000e+04	6.69781685e-01	5.94657660e-01	3.96967456e-02	3.54272500e-02	2.26463571e-01	1.00000000e+00	1.00000000e+00
1.36000000e+04	8.97864223e-01	8.32120776e-01	2.44307928e-02	4.13126275e-02	2.28221834e-01	1.00000000e+00	1.00000000e+00
1.37000000e+04	5.72693706e-01	4.92116332e-01	3.98503505e-02	4.07270454e-02	2.28180155e-01	1.00000000e+00	1.00000000e+00
1.38000000e+04	1.07286990e+00	9.94169593e-01	3.89188714e-02	3.97814848e-02	2.23842651e-01	1.00000000e+00	1.00000000e+00
1.39000000e+04	1.07850397e+00	1.02514672e+00	1.76680777e-02	3.56890969e-02	2.24080890e-01	1.00000000e+00	1.00000000e+00
1.40000000e+04	8.57693672e-01	7.90008426e-01	2.48543359e-02	4.28308956e-02	2.27381229e-01	1.00000000e+00	1.00000000e+00
1.41000000e+04	1.18775678e+00	1.12549162e+00	2.52378359e-02	3.70273739e-02	2.19626114e-01	1.00000000e+00	1.00000000e+00
1.42000000e+04	1.33355558e+00	1.22190189e+00	7.33007789e-02	3.83528322e-02	2.21791670e-01	1.00000000e+00	1.00000000e+00
1.43000000e+04	1.29158616e+00	1.20845473e+00	4.68151905e-02	3.63162756e-02	2.14077175e-01	1.00000000e+00	1.00000000e+00
1.44000000e+04	8.84685040e-01	8.23639035e-01	1.98465977e-02	4.11993600e-02	2.16035634e-01	1.00000000e+00	1.00000000e+00
1.45000000e+04	1.13331592e+00	1.07029891e+00	2.09740791e-02	4.20429297e-02	2.18568459e-01	1.00000000e+00	1.00000000e+00
1.46000000e+04	1.50321436e+00	1.44519114e+00	2.44079530e-02	3.36151868e-02	2.24884316e-01	1.00000000e+00	1.00000000e+00
1.47000000e+04	7.72001266e-01	7.02204704e-01	2.44340952e-02	4.53624465e-02	2.23223522e-01	1.00000000e+00	1.00000000e+00
1.48000000e+04	6.52224720e-01	5.80262184e-01	3.25810947e-02	3.93814333e-02	2.24865377e-01	1.00000000e+00	1.00000000e+00
1.49000000e+04	6.38499081e-01	5.80538571e-01	2.89027914e-02	2.90577188e-02	2.22434476e-01	1.00000000e+00	1.00000000e+00
1.50000000e+04	5.18495858e-01	4.56738412e-01	2.57945489e-02	3.59629318e-02	2.18516186e-01	1.00000000e+00	1.00000000e+00
1.51000000e+04	3.91733557e-01	3.22080851e-01	3.26734707e-02	3.69792357e-02	2.18312502e-01	1.00000000e+00	1.00000000e+00
1.52000000e+04	6.95182502e-01	6.17940187e-01	3.95613573e-02	3.76809947e-02	2.20524177e-01	1.00000000e+00	1.00000000e+00
1.53000000e+04	6.19119346e-01	5.56576252e-01	2.09612902e-02	4.15817909e-02	2.24656880e-01	1.00000000e+00	1.00000000e+00
1.54000000e+04	6.51835799e-01	5.82295597e-01	3.12993638e-02	3.82408276e-02	2.20996112e-01	1.00000000e+00	1.00000000e+00
1.55000000e+04	7.29154885e-01	6.71060324e-01	2.36356799e-02	3.44588868e-02	2.21381143e-01	1.00000000e+00	1.00000000e+00
1.56000000e+04	1.00780368e+00	9.55395937e-01	2.20103431e-02	3.03974599e-02	2.14439958e-01	1.00000000e+00	1.00000000e+00
1.57000000e+04	1.11844277e+00	1.03530264e+00	4.77207452e-02	3.54193784e-02	2.20949605e-01	1.00000000e+00	1.00000000e+00
1.58000000e+04	1.30387187e+00	1.24979854e+00	1.63199604e-02	3.77533846e-02	2.25264013e-01	1.00000000e+00	1.00000000e+00
1.59000000e+04	9.11340237e-01	8.53446007e-01	1.80484951e-02	3.98457088e-02	2.22814918e-01	1.00000000e+00	1.00000000e+00
1.60000000e+04	4.08883870e-01	3.51659417e-01	2.88884174e-02	2.83360630e-02	2.20020637e-01	1.00000000e+00	1.00000000e+00
1.61000000e+04	1.62881601e+00	1.56332910e+00	2.72317063e-02	3.82552072e-02	2.23457426e-01	1.00000000e+00	1.00000000e+00
1.62000000e+04	9.67117906e-01	9.03966546e-01	2.94827931e-02	3.36685665e-02	2.20863000e-01	1.00000000e+00	1.00000000e+00
1.63000000e+04	8.57737660e-01	7.86667347e-01	2.38822028e-02	4.71880808e-02	2.16396719e-01	1.00000000e+00	1.00000000e+00
1.64000000e+04	8.66635919e-01	8.19054663e-01	1.85251683e-02	2.90561002e-02	2.13725984e-01	1.00000000e+00	1.00000000e+00
1.65000000e+04	4.39677238e-01	3.84067535e-01	2.37420984e-02	3.18676010e-02	2.20424905e-01	1.00000000e+00	1.00000000e+00
1.66000000e+04	3.86043906e-01	3.32824975e-01	1.74338333e-02	3.57851014e-02	2.16570988e-01	1.00000000e+00	1.00000000e+00
1.67000000e+04	5.59930384e-01	4.98059869e-01	2.76515651e-02	3.42189595e-02	2.18347460e-01	1.00000000e+00	1.00000000e+00
1.68000000e+04	1.37545288e+00	1.32156396e+00	1.51749989e-02	3.87139805e-02	2.14442089e-01	1.00000000e+00	1.00000000e+00
1.69000000e+04	8.82764161e-01	8.23430538e-01	2.75849085e-02	3.17487195e-02	2.10861728e-01	1.00000000e+00	1.00000000e+00
1.70000000e+04	1.29965901e+00	1.21771431e+00	5.01018353e-02	3.18427794e-02	2.15425864e-01	1.00000000e+00	1.00000000e+00
1.71000000e+04	5.10489464e-01	4.59016681e-01	2.35497933e-02	2.79230103e-02	2.14696705e-01	1.00000000e+00	1.00000000e+00
1.72000000e+04	6.01203203e-01	5.40983915e-01	2.90502869e-02	3.11690215e-02	2.14741737e-01	1.00000000e+00	1.00000000e+00
1.73000000e+04	1.06927204e+00	1.01204300e+00	1.84346177e-02	3.87943760e-02	2.15040460e-01	1.00000000e+00	1.00000000e+00
1.74000000e+04	8.36529016e-01	7.67699540e-01	3.63323092e-02	3.24971639e-02	2.15548307e-01	1.00000000e+00	1.00000000e+00
1.75000000e+04	3.42343330e-01	2.85992831e-01	2.78271772e-02	2.85233241e-02	2.16033801e-01	1.00000000e+00	1.00000000e+00
1.76000000e+04	7.98754871e-01	7.55069017e-01	1.83215458e-02	2.53642984e-02	2.19175383e-01	1.00000000e+00	1.00000000e+00
1.77000000e+04	7.03091145e-01	6.05162382e-01	6.63926750e-02	3.15361023e-02	2.12486431e-01	1.00000000e+00	1.00000000e+00
1.78000000e+04	6.40520275e-01	5.89636624e-01	2.89264955e-02	2.19571628e-02	2.11481705e-01	1.00000000e+00	1.00000000e+00
1.79000000e+04	7.54584491e-01	6.97890460e-01	2.79493146e-02	2.87446845e-02	2.11892530e-01	1.00000000e+00	1.00000000e+00
1.80000000e+04	5.22590041e-01	4.72488463e-01	1.73678771e-02	3.27337012e-02	2.11562261e-01	1.00000000e+00	1.00000000e+00
1.81000000e+04	4.80946541e-01	4.27243590e-01	1.67049263e-02	3.69980484e-02	2.08431184e-01	1.00000000e+00	1.00000000e+00
1.82000000e+04	5.90339780e-01	5.42726874e-01	1.64107922e-02	3.12021151e-02	2.14193717e-01	1.00000000e+00	1.00000000e+00
1.83000000e+04	5.93816102e-01	5.32346427e-01	2.97429375e-02	3.17267403e-02	2.13979572e-01	1.00000000e+00	1.00000000e+00
1.84000000e+04	7.87493706e-01	7.35698223e-01	2.00906470e-02	3.17048132e-02	2.12096915e-01	1.00000000e+00	1.00000000e+00
1.85000000e+04	5.81143975e-01	5.40561497e-01	1.34644192e-02	2.71180905e-02	2.16002539e-01	1.00000000e+00	1.00000000e+00
1.86000000e+04	7.34132409e-01	6.76538825e-01	2.38773935e-02	3.37162055e-02	2.08959311e-01	1.00000000e+00	1.00000000e+00
1.87000000e+04	4.41537470e-01	3.86108518e-01	2.19622739e-02	3.34666558e-02	2.08087608e-01	1.00000000e+00	1.00000000e+00
1.88000000e+04	7.47774243e-01	7.02133000e-01	1.38673522e-02	3.17738615e-02	2.10286736e-01	1.00000000e+00	1.00000000e+00
1.89000000e+04	5.14047503e-01	4.61778581e-01	1.67070664e-02	3.55618559e-02	2.12060258e-01	1.00000000e+00	1.00000000e+00
1.90000000e+04	3.63594353e-01	3.15334380e-01	1.80085860e-02	3.02513875e-02	2.11564168e-01	1.00000000e+00	1.00000000e+00
1.91000000e+04	6.38658822e-01	5.92877269e-01	1.49069624e-02	3.08745988e-02	2.17309490e-01	1.00000000e+00	1.00000000e+00
1.92000000e+04	1.09481990e+00	1.05100036e+00	1.48092695e-02	2.90103164e-02	2.14574933e-01	1.00000000e+00	1.00000000e+00
