# iteration  loss_u  loss_ut  loss_res  l2_error  lam_u  lam_ut  lam_r
7.700000e+03 1.023703e-02 1.804924e-01 1.874060e+02 8.850076e-01 1.189282e+05 5.208472e+01 1.019584e+00
7.800000e+03 1.195738e-02 4.766224e-01 2.653355e+02 8.844455e-01 1.042010e+05 4.833407e+01 1.021136e+00
7.900000e+03 9.655485e-03 2.054643e-01 4.334133e+02 8.848028e-01 2.137996e+05 1.100848e+02 1.009172e+00
8.000000e+03 1.069885e-02 1.053401e-01 2.761799e+02 8.843276e-01 1.400883e+05 6.950456e+01 1.014605e+00
8.100000e+03 1.089024e-02 1.548530e-01 2.173960e+02 8.840082e-01 1.137914e+05 5.563130e+01 1.018314e+00
8.200000e+03 1.253111e-02 2.495135e-01 1.499439e+02 8.827774e-01 7.325783e+04 3.866725e+01 1.026563e+00
8.300000e+03 1.105691e-02 2.616424e-01 2.762944e+02 8.816706e-01 1.488116e+05 7.267605e+01 1.013959e+00
8.400000e+03 9.767132e-03 1.845233e-01 1.114779e+02 8.819006e-01 7.322131e+04 3.445338e+01 1.029907e+00
8.500000e+03 8.753534e-03 1.426067e-01 3.208485e+02 8.807437e-01 1.514799e+05 7.815730e+01 1.012967e+00
8.600000e+03 1.087337e-02 1.549765e-01 2.223273e+02 8.805321e-01 1.229891e+05 5.491452e+01 1.018556e+00
8.700000e+03 1.095495e-02 1.714403e-01 2.448549e+02 8.800329e-01 1.447824e+05 7.999110e+01 1.012667e+00
8.800000e+03 1.210585e-02 1.111925e-01 5.029803e+01 8.795505e-01 4.128611e+04 1.962177e+01 1.053727e+00
8.900000e+03 1.068356e-02 2.647534e-01 1.448694e+02 8.794367e-01 1.117257e+05 5.626371e+01 1.018104e+00
9.000000e+03 1.030536e-02 3.515764e-01 4.511539e+02 8.782286e-01 1.729537e+05 9.206351e+01 1.010987e+00
9.100000e+03 1.114460e-02 3.378814e-01 3.339414e+02 8.769919e-01 1.553821e+05 8.917798e+01 1.011347e+00
9.200000e+03 1.000342e-02 1.661912e-01 2.074533e+02 8.767010e-01 1.019131e+05 5.165382e+01 1.019752e+00
9.300000e+03 1.232275e-02 2.748301e-01 1.572982e+02 8.761988e-01 9.728189e+04 5.136378e+01 1.019866e+00
9.400000e+03 1.092366e-02 1.029081e-01 2.611346e+02 8.753816e-01 1.101572e+05 5.222966e+01 1.019529e+00
9.500000e+03 1.123037e-02 1.253793e-01 1.916218e+02 8.745596e-01 1.121403e+05 5.674104e+01 1.017949e+00
9.600000e+03 1.330678e-02 1.411014e-01 2.458652e+02 8.743638e-01 1.242270e+05 6.362647e+01 1.015976e+00
9.700000e+03 1.146872e-02 3.300401e-01 2.153931e+02 8.728341e-01 1.405920e+05 7.337842e+01 1.013824e+00
9.800000e+03 1.064437e-02 1.546183e-01 1.621545e+02 8.723806e-01 1.167223e+05 6.025035e+01 1.016886e+00
9.900000e+03 1.033740e-02 2.395570e-01 3.322357e+02 8.719973e-01 1.456387e+05 8.194425e+01 1.012361e+00
1.000000e+04 9.608655e-03 1.389576e-01 2.775110e+02 8.696506e-01 1.608844e+05 8.109545e+01 1.012491e+00
1.010000e+04 8.881634e-03 6.829565e-01 4.819692e+02 8.694137e-01 1.636398e+05 8.099944e+01 1.012506e+00
1.020000e+04 9.985376e-03 1.609841e-01 3.192809e+02 8.684106e-01 1.351339e+05 6.762492e+01 1.015017e+00
1.030000e+04 1.053275e-02 1.683751e-01 1.371919e+02 8.678402e-01 1.009381e+05 4.817338e+01 1.021209e+00
1.040000e+04 8.738680e-03 5.571360e-01 2.752023e+02 8.671265e-01 1.594715e+05 7.532250e+01 1.013461e+00
1.050000e+04 1.064510e-02 1.087921e-01 1.607303e+02 8.659471e-01 8.811698e+04 4.184534e+01 1.024495e+00
1.060000e+04 1.058840e-02 1.582246e-01 2.496754e+02 8.654610e-01 1.361909e+05 6.910594e+01 1.014691e+00
1.070000e+04 1.012495e-02 1.793474e-01 2.143466e+02 8.647903e-01 1.448005e+05 7.314456e+01 1.013868e+00
1.080000e+04 1.106102e-02 9.082350e-02 1.318610e+02 8.636164e-01 9.398769e+04 5.307929e+01 1.019213e+00
1.090000e+04 9.375999e-03 7.468899e-01 2.110088e+02 8.624032e-01 1.382632e+05 7.302585e+01 1.013891e+00
1.100000e+04 9.810755e-03 1.668405e-01 1.603227e+02 8.621966e-01 9.879599e+04 5.535348e+01 1.018409e+00
1.110000e+04 1.088092e-02 9.836125e-02 1.432304e+02 8.617626e-01 8.633894e+04 4.741602e+01 1.021556e+00
1.120000e+04 9.587540e-03 2.845086e-01 2.178074e+02 8.612116e-01 1.279358e+05 6.441024e+01 1.015778e+00
1.130000e+04 8.864623e-03 1.238076e-01 3.440245e+02 8.605294e-01 1.753824e+05 9.679000e+01 1.010445e+00
1.140000e+04 8.843826e-03 9.382951e-02 1.478197e+02 8.594403e-01 1.099390e+05 6.557415e+01 1.015495e+00
1.150000e+04 9.050161e-03 6.302457e-02 2.145849e+02 8.588336e-01 1.505341e+05 7.238622e+01 1.014015e+00
1.160000e+04 9.064039e-03 1.286838e-01 3.234235e+02 8.580716e-01 1.779244e+05 9.006096e+01 1.011234e+00
1.170000e+04 1.065212e-02 1.058038e-01 1.325579e+02 8.575794e-01 1.007524e+05 5.048878e+01 1.020217e+00
1.180000e+04 8.092651e-03 1.063523e-01 3.286254e+02 8.568793e-01 1.815507e+05 9.610776e+01 1.010520e+00
