# iteration  loss_u  loss_ut  loss_res  l2_error  lam_u  lam_ut  lam_r
2.900000e+03 7.943391e-01 6.229514e-02 1.072213e+02 1.038299e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.000000e+03 7.425869e-01 8.245198e-02 6.976743e+01 1.037747e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.100000e+03 8.233103e-01 5.750861e-02 2.806579e+01 1.037896e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.200000e+03 8.140308e-01 5.675514e-02 4.423967e+01 1.037867e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.300000e+03 8.049713e-01 3.542639e-02 5.834178e+01 1.037365e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.400000e+03 8.239346e-01 3.909704e-02 6.958673e+01 1.038626e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.500000e+03 8.108461e-01 3.856451e-02 9.928946e+01 1.035397e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.600000e+03 8.168766e-01 3.586193e-02 3.066524e+01 1.038197e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.700000e+03 7.651147e-01 2.847832e-02 3.321103e+01 1.038908e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.800000e+03 8.504926e-01 3.498238e-02 4.996259e+01 1.038439e+00 1.000000e+00 1.000000e+00 1.000000e+00
3.900000e+03 8.110896e-01 4.656059e-02 4.018365e+01 1.036702e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.000000e+03 7.377019e-01 4.430988e-02 8.591490e+01 1.034555e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.100000e+03 9.115075e-01 2.245188e-02 3.316134e+01 1.037711e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.200000e+03 8.964065e-01 4.927378e-02 5.206403e+01 1.036963e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.300000e+03 7.764437e-01 1.940244e-02 9.875262e+01 1.037939e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.400000e+03 8.877404e-01 1.866517e-02 6.775912e+01 1.035642e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.500000e+03 7.371192e-01 4.052448e-02 4.743584e+01 1.038186e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.600000e+03 8.815949e-01 2.729747e-02 3.771515e+01 1.037886e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.700000e+03 8.843336e-01 2.151150e-02 3.491344e+01 1.038647e+00 1.000000e+00 1.000000e+00 1.000000e+00
4.800000e+03 8.744538e-01 1.918587e-02 2.348225e+01 1.040255e+00 1.000000e+00 1.000000e+00 1.000000e+00
