# iteration  l2_Plain_fixed  l2_Plain_adapt  l2_MFF_fixed  l2_MFF_adapt  l2_ST_MFF_fixed  l2_ST_MFF_adapt
2.410000e+04 1.014162e+00 8.258750e-01 1.039179e+00 1.009964e+00 1.026920e+00 1.026162e-02
2.420000e+04 1.015222e+00 8.255831e-01 1.039652e+00 1.009858e+00 1.026871e+00 8.790993e-03
2.430000e+04 1.014072e+00 8.248558e-01 1.039153e+00 1.009721e+00 1.024704e+00 8.080976e-03
2.440000e+04 1.013756e+00 8.249193e-01 1.040012e+00 1.009682e+00 1.026877e+00 8.125453e-03
2.450000e+04 1.013784e+00 8.248270e-01 1.040746e+00 1.009723e+00 1.025829e+00 8.175275e-03
2.460000e+04 1.013367e+00 8.244603e-01 1.039298e+00 1.009346e+00 1.025783e+00 7.869018e-03
2.470000e+04 1.013106e+00 8.243966e-01 1.040606e+00 1.009312e+00 1.026403e+00 7.881372e-03
2.480000e+04 1.013044e+00 8.240382e-01 1.040892e+00 1.008967e+00 1.026656e+00 8.127877e-03
2.490000e+04 1.012659e+00 8.240092e-01 1.039069e+00 1.008934e+00 1.026720e+00 8.064849e-03
2.500000e+04 1.013362e+00 8.237652e-01 1.038605e+00 1.008905e+00 1.026507e+00 7.629506e-03
2.510000e+04 1.012665e+00 8.234100e-01 1.040256e+00 1.008721e+00 1.026635e+00 7.198290e-03
2.520000e+04 1.012620e+00 8.231746e-01 1.040362e+00 1.008615e+00 1.025816e+00 7.307033e-03
2.530000e+04 1.012759e+00 8.229003e-01 1.038320e+00 1.008472e+00 1.027695e+00 7.775868e-03
2.540000e+04 1.012573e+00 8.228205e-01 1.040275e+00 1.008320e+00 1.026209e+00 6.864793e-03
2.550000e+04 1.013342e+00 8.227385e-01 1.040887e+00 1.008220e+00 1.026449e+00 6.645288e-03
2.560000e+04 1.012590e+00 8.225478e-01 1.039194e+00 1.008013e+00 1.026961e+00 7.218581e-03
2.570000e+04 1.012615e+00 8.226448e-01 1.041775e+00 1.007871e+00 1.027856e+00 6.866267e-03
2.580000e+04 1.011867e+00 8.219443e-01 1.039880e+00 1.007865e+00 1.026165e+00 6.552365e-03
2.590000e+04 1.012962e+00 8.212601e-01 1.040399e+00 1.007792e+00 1.026597e+00 6.643702e-03
2.600000e+04 1.011987e+00 8.216265e-01 1.039186e+00 1.007691e+00 1.027300e+00 6.631582e-03
2.610000e+04 1.012297e+00 8.213628e-01 1.039876e+00 1.007550e+00 1.025631e+00 6.515797e-03
2.620000e+04 1.012451e+00 8.210299e-01 1.039138e+00 1.007371e+00 1.027787e+00 6.557571e-03
2.630000e+04 1.012160e+00 8.213460e-01 1.040128e+00 1.007253e+00 1.026424e+00 5.915032e-03
2.640000e+04 1.014666e+00 8.207346e-01 1.040452e+00 1.007167e+00 1.025299e+00 6.060425e-03
2.650000e+04 1.011916e+00 8.202466e-01 1.039508e+00 1.006941e+00 1.026062e+00 5.827667e-03
2.660000e+04 1.011063e+00 8.202194e-01 1.039062e+00 1.006889e+00 1.026235e+00 6.820894e-03
2.670000e+04 1.011240e+00 8.198918e-01 1.039619e+00 1.006673e+00 1.025639e+00 6.041852e-03
2.680000e+04 1.011981e+00 8.195505e-01 1.039650e+00 1.006669e+00 1.026291e+00 5.934015e-03
2.690000e+04 1.013042e+00 8.195505e-01 1.040221e+00 1.006576e+00 1.026142e+00 5.661949e-03
2.700000e+04 1.010899e+00 8.193167e-01 1.039485e+00 1.006438e+00 1.026077e+00 5.226009e-03
2.710000e+04 1.011231e+00 8.192408e-01 1.039470e+00 1.006363e+00 1.027093e+00 6.168148e-03
2.720000e+04 1.011508e+00 8.193727e-01 1.038960e+00 1.006168e+00 1.026347e+00 5.827324e-03
2.730000e+04 1.011403e+00 8.187889e-01 1.038559e+00 1.006034e+00 1.026453e+00 5.253714e-03
2.740000e+04 1.011611e+00 8.187476e-01 1.039488e+00 1.005986e+00 1.027118e+00 5.345742e-03
2.750000e+04 1.010808e+00 8.185514e-01 1.039063e+00 1.005951e+00 1.027205e+00 5.004383e-03
2.760000e+04 1.011590e+00 8.184978e-01 1.041038e+00 1.005815e+00 1.026378e+00 5.656927e-03
2.770000e+04 1.010714e+00 8.181477e-01 1.039451e+00 1.005809e+00 1.025985e+00 5.210422e-03
2.780000e+04 1.011011e+00 8.178741e-01 1.039022e+00 1.005656e+00 1.025846e+00 5.198146e-03
2.790000e+04 1.010998e+00 8.177576e-01 1.039248e+00 1.005405e+00 1.027169e+00 5.218791e-03
2.800000e+04 1.012006e+00 8.177800e-01 1.039182e+00 1.005342e+00 1.026666e+00 5.084370e-03
2.810000e+04 1.010891e+00 8.176698e-01 1.038919e+00 1.005241e+00 1.026888e+00 4.793852e-03
2.820000e+04 1.011025e+00 8.173774e-01 1.040959e+00 1.005195e+00 1.026810e+00 5.049030e-03
2.830000e+04 1.010853e+00 8.171020e-01 1.040389e+00 1.005008e+00 1.027012e+00 4.830836e-03
2.840000e+04 1.010545e+00 8.168769e-01 1.040039e+00 1.004919e+00 1.025936e+00 4.877335e-03
2.850000e+04 1.011069e+00 8.172006e-01 1.039603e+00 1.004910e+00 1.027488e+00 4.580538e-03
2.860000e+04 1.011454e+00 8.169205e-01 1.040488e+00 1.004746e+00 1.027307e+00 4.830290e-03
2.870000e+04 1.010479e+00 8.166214e-01 1.040075e+00 1.004720e+00 1.026283e+00 4.950519e-03
2.880000e+04 1.010779e+00 8.165244e-01 1.039040e+00 1.004584e+00 1.025757e+00 4.722853e-03
2.890000e+04 1.010748e+00 8.165870e-01 1.040287e+00 1.004584e+00 1.026408e+00 4.640942e-03
2.900000e+04 1.010269e+00 8.162672e-01 1.039621e+00 1.004394e+00 1.026321e+00 4.676163e-03
2.910000e+04 1.011221e+00 8.161860e-01 1.039343e+00 1.004323e+00 1.026272e+00 4.725833e-03
2.920000e+04 1.010464e+00 8.159349e-01 1.038576e+00 1.004292e+00 1.026462e+00 4.304164e-03
2.930000e+04 1.009733e+00 8.156214e-01 1.040399e+00 1.004168e+00 1.026997e+00 4.354787e-03
2.940000e+04 1.010460e+00 8.157388e-01 1.040038e+00 1.003987e+00 1.026103e+00 4.194780e-03
2.950000e+04 1.010393e+00 8.156171e-01 1.040359e+00 1.003899e+00 1.027222e+00 4.605378e-03
2.960000e+04 1.010433e+00 8.157761e-01 1.040816e+00 1.003820e+00 1.026857e+00 4.591272e-03
2.970000e+04 1.010201e+00 8.154276e-01 1.039436e+00 1.003784e+00 1.026605e+00 4.402199e-03
2.980000e+04 1.009424e+00 8.149657e-01 1.040078e+00 1.003684e+00 1.025626e+00 4.105074e-03
2.990000e+04 1.009170e+00 8.151274e-01 1.038711e+00 1.003631e+00 1.026489e+00 4.050248e-03
3.000000e+04 1.009202e+00 8.148553e-01 1.039674e+00 1.003557e+00 1.025988e+00 4.226876e-03
3.010000e+04 1.011196e+00 8.146611e-01 1.040944e+00 1.003495e+00 1.026215e+00 3.978716e-03
3.020000e+04 1.009035e+00 8.145817e-01 1.038615e+00 1.003457e+00 1.025896e+00 5.047840e-03
3.030000e+04 1.009630e+00 8.143894e-01 1.039678e+00 1.003374e+00 1.025958e+00 3.948833e-03
3.040000e+04 1.009360e+00 8.145730e-01 1.039293e+00 1.003315e+00 1.025817e+00 4.002200e-03
3.050000e+04 1.010670e+00 8.144819e-01 1.039429e+00 1.003164e+00 1.026554e+00 4.325894e-03
3.060000e+04 1.009771e+00 8.144875e-01 1.040258e+00 1.003116e+00 1.026309e+00 3.940166e-03
3.070000e+04 1.009809e+00 8.142250e-01 1.039483e+00 1.003006e+00 1.026347e+00 4.035359e-03
3.080000e+04 1.009283e+00 8.140671e-01 1.039687e+00 1.002854e+00 1.026352e+00 3.821317e-03
3.090000e+04 1.009058e+00 8.140284e-01 1.040003e+00 1.002719e+00 1.025862e+00 3.902761e-03
3.100000e+04 1.008691e+00 8.140488e-01 1.039480e+00 1.002777e+00 1.025755e+00 4.557866e-03
3.110000e+04 1.009446e+00 8.137810e-01 1.039948e+00 1.002707e+00 1.026904e+00 3.604721e-03
3.120000e+04 1.009907e+00 8.137069e-01 1.038916e+00 1.002429e+00 1.026000e+00 3.500941e-03
3.130000e+04 1.009037e+00 8.137196e-01 1.039593e+00 1.002399e+00 1.025855e+00 3.309148e-03
3.140000e+04 1.010011e+00 8.134446e-01 1.039407e+00 1.002474e+00 1.025761e+00 3.539231e-03
3.150000e+04 1.009163e+00 8.134458e-01 1.039505e+00 1.002342e+00 1.026157e+00 3.431292e-03
3.160000e+04 1.008971e+00 8.134326e-01 1.039309e+00 1.002271e+00 1.025968e+00 3.355124e-03
3.170000e+04 1.008614e+00 8.132775e-01 1.039414e+00 1.002162e+00 1.026271e+00 3.134309e-03
3.180000e+04 1.008873e+00 8.131410e-01 1.039435e+00 1.002043e+00 1.026147e+00 3.725434e-03
3.190000e+04 1.008590e+00 8.131044e-01 1.039381e+00 1.002079e+00 1.025802e+00 3.329938e-03
3.200000e+04 1.009049e+00 8.130718e-01 1.039388e+00 1.001966e+00 1.026160e+00 3.517925e-03
3.210000e+04 1.008662e+00 8.128043e-01 1.040567e+00 1.001881e+00 1.025638e+00 3.635935e-03
3.220000e+04 1.008220e+00 8.128720e-01 1.039036e+00 1.001911e+00 1.025408e+00 3.371700e-03
3.230000e+04 1.008494e+00 8.129476e-01 1.040530e+00 1.001753e+00 1.026286e+00 3.215065e-03
3.240000e+04 1.008188e+00 8.128112e-01 1.039823e+00 1.001609e+00 1.025274e+00 3.433166e-03
3.250000e+04 1.007702e+00 8.127425e-01 1.038630e+00 1.001546e+00 1.025716e+00 2.960607e-03
3.260000e+04 1.008002e+00 8.126576e-01 1.039284e+00 1.001565e+00 1.025519e+00 2.811524e-03
3.270000e+04 1.008709e+00 8.124939e-01 1.039392e+00 1.001493e+00 1.026001e+00 3.033614e-03
3.280000e+04 1.008358e+00 8.125547e-01 1.039582e+00 1.001282e+00 1.025305e+00 3.252916e-03
3.290000e+04 1.007574e+00 8.122309e-01 1.038958e+00 1.001331e+00 1.025386e+00 3.560134e-03
3.300000e+04 1.008208e+00 8.121627e-01 1.039155e+00 1.001203e+00 1.025722e+00 3.150327e-03
3.310000e+04 1.008742e+00 8.119197e-01 1.040282e+00 1.001170e+00 1.025275e+00 2.803377e-03
3.320000e+04 1.007873e+00 8.119378e-01 1.039484e+00 1.001096e+00 1.025110e+00 2.777121e-03
3.330000e+04 1.007346e+00 8.117626e-01 1.039839e+00 1.001119e+00 1.024934e+00 2.962176e-03
3.340000e+04 1.008138e+00 8.117883e-01 1.039552e+00 1.000987e+00 1.025657e+00 2.742451e-03
3.350000e+04 1.007691e+00 8.117911e-01 1.039477e+00 1.000868e+00 1.025298e+00 2.945222e-03
3.360000e+04 1.007441e+00 8.117167e-01 1.039927e+00 1.000769e+00 1.025511e+00 3.066284e-03
3.370000e+04 1.007999e+00 8.116046e-01 1.039674e+00 1.000730e+00 1.025073e+00 2.817000e-03
3.380000e+04 1.007722e+00 8.116302e-01 1.039447e+00 1.000561e+00 1.025584e+00 3.054505e-03
3.390000e+04 1.007432e+00 8.114312e-01 1.039469e+00 1.000615e+00 1.024938e+00 2.924641e-03
3.400000e+04 1.007363e+00 8.114929e-01 1.039521e+00 1.000530e+00 1.024955e+00 2.850539e-03
3.410000e+04 1.006992e+00 8.114238e-01 1.038819e+00 1.000467e+00 1.024682e+00 2.651381e-03
3.420000e+04 1.007177e+00 8.113001e-01 1.040168e+00 1.000340e+00 1.024918e+00 2.801886e-03
3.430000e+04 1.007239e+00 8.112657e-01 1.039126e+00 1.000342e+00 1.025275e+00 2.777594e-03
3.440000e+04 1.007085e+00 8.110405e-01 1.039992e+00 1.000317e+00 1.025163e+00 2.508687e-03
3.450000e+04 1.007307e+00 8.109988e-01 1.039583e+00 1.000235e+00 1.025083e+00 2.633010e-03
3.460000e+04 1.007346e+00 8.109330e-01 1.038841e+00 1.000137e+00 1.024560e+00 2.427811e-03
3.470000e+04 1.007426e+00 8.107776e-01 1.039852e+00 1.000186e+00 1.024752e+00 2.491622e-03
3.480000e+04 1.007851e+00 8.109612e-01 1.039999e+00 1.000084e+00 1.025809e+00 2.513361e-03
3.490000e+04 1.006980e+00 8.109416e-01 1.040082e+00 9.999991e-01 1.024970e+00 2.412901e-03
3.500000e+04 1.007622e+00 8.106858e-01 1.040943e+00 9.999589e-01 1.025323e+00 2.539656e-03
3.510000e+04 1.007306e+00 8.110154e-01 1.039946e+00 9.999337e-01 1.025832e+00 2.519773e-03
3.520000e+04 1.006520e+00 8.107007e-01 1.039919e+00 9.997674e-01 1.024595e+00 2.475309e-03
3.530000e+04 1.007091e+00 8.107351e-01 1.040249e+00 9.997687e-01 1.024504e+00 2.474587e-03
3.540000e+04 1.007245e+00 8.106487e-01 1.039412e+00 9.996978e-01 1.025383e+00 2.722660e-03
3.550000e+04 1.006717e+00 8.104421e-01 1.040236e+00 9.996589e-01 1.024858e+00 2.658339e-03
3.560000e+04 1.006695e+00 8.104009e-01 1.039106e+00 9.996033e-01 1.024973e+00 2.480793e-03
3.570000e+04 1.006642e+00 8.103336e-01 1.039944e+00 9.995661e-01 1.025107e+00 2.616489e-03
3.580000e+04 1.007169e+00 8.101767e-01 1.039256e+00 9.994737e-01 1.024948e+00 2.596477e-03
3.590000e+04 1.007588e+00 8.101554e-01 1.039370e+00 9.994359e-01 1.024463e+00 2.481880e-03
3.600000e+04 1.006613e+00 8.099920e-01 1.039135e+00 9.994118e-01 1.024536e+00 2.515849e-03
3.610000e+04 1.007218e+00 8.103024e-01 1.038981e+00 9.993262e-01 1.024497e+00 2.318631e-03
3.620000e+04 1.006141e+00 8.099337e-01 1.038882e+00 9.993103e-01 1.024186e+00 2.236136e-03
3.630000e+04 1.006481e+00 8.098489e-01 1.039345e+00 9.992111e-01 1.024208e+00 2.538878e-03
3.640000e+04 1.006445e+00 8.099309e-01 1.039328e+00 9.991653e-01 1.024991e+00 2.560124e-03
3.650000e+04 1.006088e+00 8.098781e-01 1.039470e+00 9.990900e-01 1.024312e+00 2.654669e-03
3.660000e+04 1.006214e+00 8.098041e-01 1.039491e+00 9.990878e-01 1.024154e+00 2.479524e-03
3.670000e+04 1.005794e+00 8.097968e-01 1.039264e+00 9.989901e-01 1.024019e+00 2.466893e-03
3.680000e+04 1.006125e+00 8.098680e-01 1.039309e+00 9.989944e-01 1.024506e+00 2.448163e-03
3.690000e+04 1.005635e+00 8.096573e-01 1.038389e+00 9.989292e-01 1.024076e+00 2.613488e-03
3.700000e+04 1.005447e+00 8.097253e-01 1.038640e+00 9.988950e-01 1.023737e+00 2.225166e-03
3.710000e+04 1.006008e+00 8.096656e-01 1.038872e+00 9.988827e-01 1.024394e+00 2.390948e-03
3.720000e+04 1.005822e+00 8.096305e-01 1.039729e+00 9.987997e-01 1.024205e+00 2.435460e-03
3.730000e+04 1.006084e+00 8.095254e-01 1.039212e+00 9.987431e-01 1.024036e+00 2.197038e-03
3.740000e+04 1.006257e+00 8.096118e-01 1.040100e+00 9.986917e-01 1.024824e+00 2.288686e-03
3.750000e+04 1.005989e+00 8.095574e-01 1.039682e+00 9.985938e-01 1.024320e+00 2.003970e-03
3.760000e+04 1.006315e+00 8.094514e-01 1.039360e+00 9.985994e-01 1.024121e+00 2.199035e-03
3.770000e+04 1.005740e+00 8.094436e-01 1.039376e+00 9.985213e-01 1.023981e+00 2.162389e-03
3.780000e+04 1.005775e+00 8.093352e-01 1.039432e+00 9.985013e-01 1.024314e+00 2.163569e-03
3.790000e+04 1.006128e+00 8.092017e-01 1.038641e+00 9.984907e-01 1.024290e+00 2.184702e-03
3.800000e+04 1.005341e+00 8.090625e-01 1.039035e+00 9.983927e-01 1.023983e+00 2.211820e-03
3.810000e+04 1.005370e+00 8.091689e-01 1.039514e+00 9.983327e-01 1.023955e+00 2.192488e-03
3.820000e+04 1.005719e+00 8.090208e-01 1.039321e+00 9.982860e-01 1.024097e+00 2.217242e-03
3.830000e+04 1.004901e+00 8.090969e-01 1.038812e+00 9.982454e-01 1.023339e+00 2.086160e-03
3.840000e+04 1.005677e+00 8.090971e-01 1.039110e+00 9.982260e-01 1.024107e+00 2.093141e-03
3.850000e+04 1.005496e+00 8.090677e-01 1.038872e+00 9.982192e-01 1.024000e+00 2.023041e-03
3.860000e+04 1.005213e+00 8.092100e-01 1.039134e+00 9.981811e-01 1.023581e+00 2.137155e-03
3.870000e+04 1.005519e+00 8.090776e-01 1.039795e+00 9.981082e-01 1.024105e+00 2.190565e-03
3.880000e+04 1.005607e+00 8.092065e-01 1.039479e+00 9.980489e-01 1.023735e+00 1.970230e-03
3.890000e+04 1.005361e+00 8.089342e-01 1.039200e+00 9.979962e-01 1.023825e+00 2.251346e-03
3.900000e+04 1.005112e+00 8.088920e-01 1.039329e+00 9.979485e-01 1.023978e+00 2.176599e-03
3.910000e+04 1.004732e+00 8.089925e-01 1.039112e+00 9.979397e-01 1.023473e+00 1.861428e-03
3.920000e+04 1.005253e+00 8.089141e-01 1.039198e+00 9.978817e-01 1.024070e+00 2.178165e-03
3.930000e+04 1.005468e+00 8.090407e-01 1.039557e+00 9.978451e-01 1.024103e+00 2.061513e-03
3.940000e+04 1.005846e+00 8.090085e-01 1.039486e+00 9.978283e-01 1.024212e+00 1.956386e-03
3.950000e+04 1.004700e+00 8.087503e-01 1.039187e+00 9.977224e-01 1.023325e+00 2.032644e-03
3.960000e+04 1.004921e+00 8.086785e-01 1.038800e+00 9.977563e-01 1.023386e+00 1.974135e-03
3.970000e+04 1.005116e+00 8.087065e-01 1.038993e+00 9.976899e-01 1.023579e+00 1.969241e-03
3.980000e+04 1.005243e+00 8.087769e-01 1.039847e+00 9.976483e-01 1.024148e+00 1.954794e-03
3.990000e+04 1.005290e+00 8.087006e-01 1.038912e+00 9.975594e-01 1.023815e+00 1.725459e-03
