# iter	time	total_loss	pde_loss	bc_loss	mse	rl2
1.15000000e+04	3.71690884e+01	3.77740036e-03	1.78060657e-03	1.99679373e-04	4.23168205e-02	8.76811147e-01
1.20000000e+04	3.79970558e+01	1.41279493e-02	5.09654963e-03	9.03139997e-04	4.14844900e-02	8.76876354e-01
1.25000000e+04	3.88164976e+01	6.11310266e-03	3.06994631e-03	3.04315647e-04	3.95634137e-02	8.72537076e-01
1.30000000e+04	3.96264186e+01	5.20727737e-03	2.83030653e-03	2.37697081e-04	4.01479378e-02	8.68942559e-01
1.35000000e+04	4.04340849e+01	3.77491047e-03	2.77106231e-03	1.00384816e-04	4.00435552e-02	8.87457788e-01
1.40000000e+04	4.12487977e+01	1.29393274e-02	2.80946307e-03	1.01298641e-03	4.02499326e-02	9.27860379e-01
1.45000000e+04	4.20736864e+01	1.60899654e-03	1.14580255e-03	4.63193974e-05	3.99342142e-02	8.95723879e-01
1.50000000e+04	4.28772209e+01	2.34063156e-03	6.23662025e-04	1.71696942e-04	4.16535959e-02	8.69571686e-01
1.55000000e+04	4.36669250e+01	3.85768525e-03	3.08290054e-03	7.74784858e-05	4.12849151e-02	8.80180240e-01
1.60000000e+04	4.44728513e+01	6.74922904e-03	1.45975081e-03	5.28947799e-04	4.31563891e-02	8.99554133e-01
1.65000000e+04	4.52887895e+01	2.85013812e-03	1.81293616e-03	1.03720187e-04	4.18328568e-02	8.71416152e-01
1.70000000e+04	4.61906435e+01	3.62232840e-03	1.65412948e-03	1.96819892e-04	4.22178507e-02	8.99842501e-01
1.75000000e+04	4.70168056e+01	3.67316650e-03	1.95003755e-03	1.72312881e-04	4.13150601e-02	8.79573464e-01
1.80000000e+04	4.78445232e+01	9.01523139e-03	1.08402246e-03	7.93120882e-04	4.19866517e-02	8.64969671e-01
1.85000000e+04	4.86662946e+01	2.93288426e-03	1.37295679e-03	1.55992748e-04	4.16839384e-02	8.98664355e-01
1.90000000e+04	4.94749775e+01	2.02678191e-03	5.93066914e-04	1.43371493e-04	4.13182899e-02	8.92208397e-01
1.95000000e+04	5.02800505e+01	3.38592916e-03	4.39615600e-04	2.94631347e-04	4.07008305e-02	8.78104866e-01
2.00000000e+04	5.10868821e+01	4.45632776e-03	2.94111227e-03	1.51521555e-04	4.14003432e-02	8.87646496e-01
2.05000000e+04	5.18974719e+01	1.83732528e-03	1.51277613e-03	3.24549110e-05	4.02092189e-02	8.93536389e-01
2.10000000e+04	5.27260199e+01	2.73647066e-03	1.03676203e-03	1.69970866e-04	4.04996760e-02	8.94337416e-01
2.15000000e+04	5.35622468e+01	2.10301299e-03	1.69056479e-03	4.12448171e-05	4.03226726e-02	8.82937968e-01
2.20000000e+04	5.43678641e+01	2.30854191e-03	5.88535098e-04	1.72000684e-04	4.10787761e-02	8.82893384e-01
2.25000000e+04	5.52091210e+01	2.22817715e-03	9.06467263e-04	1.32171001e-04	4.07630801e-02	9.07461464e-01
2.30000000e+04	5.60465355e+01	3.21216742e-03	7.93529733e-04	2.41863774e-04	4.15125974e-02	8.91331971e-01
2.35000000e+04	5.68942983e+01	3.61649953e-02	3.25154215e-02	3.64957232e-04	3.99429873e-02	8.69937956e-01
2.40000000e+04	5.77373755e+01	2.54942989e-03	1.15514547e-03	1.39428448e-04	4.00406383e-02	8.68977726e-01
2.45000000e+04	5.85682156e+01	2.29433714e-03	2.78134219e-04	2.01620293e-04	4.12239470e-02	8.60104918e-01
2.50000000e+04	5.94075916e+01	4.92743589e-03	5.16033557e-04	4.41140204e-04	3.91454808e-02	8.78150821e-01
2.55000000e+04	6.02593560e+01	9.40665661e-04	3.17316037e-04	6.23349624e-05	4.19675298e-02	8.91315758e-01
2.60000000e+04	6.11041124e+01	5.29320445e-04	2.70856021e-04	2.58464424e-05	4.11198065e-02	8.81164193e-01
2.65000000e+04	6.19087193e+01	6.31850818e-03	3.00492579e-03	3.31358227e-04	4.04229462e-02	8.81503999e-01
2.70000000e+04	6.27477090e+01	2.16620811e-03	1.97534566e-03	1.90862556e-05	4.16194461e-02	9.03851211e-01
2.75000000e+04	6.35808406e+01	6.40962971e-04	4.88451216e-04	1.52511748e-05	4.12541665e-02	8.94250512e-01
2.80000000e+04	6.43947692e+01	7.71743245e-04	5.70108998e-04	2.01634248e-05	4.03772742e-02	8.66824687e-01
2.85000000e+04	6.52388904e+01	4.41639160e-04	3.41763865e-04	9.98753058e-06	4.05404679e-02	9.03717220e-01
2.90000000e+04	6.60459678e+01	3.25178669e-04	1.86996767e-04	1.38181913e-05	4.23231982e-02	8.94672334e-01
2.95000000e+04	6.68841746e+01	1.22945546e-03	1.82132091e-04	1.04732339e-04	4.14280593e-02	8.95398438e-01
3.00000000e+04	6.77330730e+01	1.92140532e-03	1.08837814e-03	8.33027152e-05	4.08061557e-02	9.01760221e-01
3.05000000e+04	6.86027887e+01	1.98728143e-04	1.19847078e-04	7.88810667e-06	4.19688784e-02	8.75921011e-01
3.10000000e+04	6.94107704e+01	6.10979449e-04	4.58248076e-04	1.52731391e-05	4.04187180e-02	8.99554551e-01
3.15000000e+04	7.02472489e+01	3.63827101e-04	2.54527840e-04	1.09299272e-05	4.15465832e-02	8.74610960e-01
3.20000000e+04	7.10195041e+01	3.66666558e-04	2.06014811e-04	1.60651743e-05	4.09821495e-02	9.18829858e-01
3.25000000e+04	7.18595421e+01	2.44849914e-04	1.77000722e-04	6.78491961e-06	4.31867912e-02	8.94065499e-01
3.30000000e+04	7.26931829e+01	2.15666572e-04	8.60358778e-05	1.29630698e-05	4.02829945e-02	8.76669526e-01
3.35000000e+04	7.35100543e+01	2.08024611e-03	9.45904932e-04	1.13434107e-04	4.16735485e-02	8.66740167e-01
3.40000000e+04	7.43210301e+01	2.84094526e-03	4.04945837e-04	2.43599934e-04	3.87743264e-02	8.55450511e-01
3.45000000e+04	7.51214833e+01	1.29898696e-03	1.91097715e-04	1.10788926e-04	4.18588258e-02	9.08495843e-01
3.50000000e+04	7.59443235e+01	3.56645975e-03	3.80727579e-04	3.18573206e-04	4.31852750e-02	8.62895489e-01
3.55000000e+04	7.67665830e+01	9.09389346e-04	2.57756823e-04	6.51632581e-05	4.14683297e-02	8.60363424e-01
3.60000000e+04	7.75813553e+01	8.73161829e-04	2.74402904e-04	5.98758925e-05	4.28814776e-02	8.76205146e-01
3.65000000e+04	7.84070461e+01	5.89825679e-04	1.88514954e-04	4.01310754e-05	4.00859602e-02	8.69705677e-01
3.70000000e+04	7.92286532e+01	2.78291875e-04	2.03534379e-04	7.47574904e-06	4.07469012e-02	9.09480274e-01
3.75000000e+04	8.00152187e+01	2.74659309e-04	1.54143607e-04	1.20515688e-05	4.07567620e-02	8.79488647e-01
3.80000000e+04	8.08486714e+01	1.85165889e-04	1.05181207e-04	7.99846839e-06	4.22716513e-02	8.92441034e-01
3.85000000e+04	8.16873715e+01	2.27893412e-04	1.13115864e-04	1.14777549e-05	3.97909842e-02	8.77581000e-01
3.90000000e+04	8.25098755e+01	9.24468623e-04	1.33737369e-04	7.90731283e-05	3.88692580e-02	8.65954816e-01
3.95000000e+04	8.33374321e+01	3.87924054e-04	3.15914891e-04	7.20091703e-06	4.16876748e-02	8.88163388e-01
4.00000000e+04	8.41359267e+01	1.48115389e-04	8.61515073e-05	6.19638922e-06	4.10902724e-02	8.72231543e-01
4.05000000e+04	8.49540482e+01	1.78063201e-04	8.70482545e-05	9.10149538e-06	4.01304178e-02	9.26774561e-01
4.10000000e+04	8.57781928e+01	2.29955971e-04	1.48102466e-04	8.18535136e-06	3.93187515e-02	8.61757398e-01
4.15000000e+04	8.65906079e+01	2.09457314e-04	7.80081318e-05	1.31449187e-05	4.22573984e-02	8.97937596e-01
4.20000000e+04	8.74085820e+01	1.48965308e-04	8.11903228e-05	6.77749904e-06	4.08498608e-02	8.92606854e-01
4.25000000e+04	8.82023358e+01	9.58912540e-04	1.33903668e-04	8.25008901e-05	4.07918394e-02	8.90335739e-01
4.30000000e+04	8.90513241e+01	1.63301098e-04	8.58862259e-05	7.74148793e-06	4.12861370e-02	8.46009970e-01
4.35000000e+04	8.98879397e+01	1.63991106e-04	7.49574319e-05	8.90336742e-06	4.08135690e-02	8.89530957e-01
4.40000000e+04	9.07052083e+01	1.99728296e-04	1.38039104e-04	6.16892021e-06	4.15005982e-02	9.00767326e-01
4.45000000e+04	9.15144510e+01	1.49877087e-04	7.20442695e-05	7.78328194e-06	4.09917384e-02	8.67746055e-01
4.50000000e+04	9.23467607e+01	1.38557822e-04	7.12879410e-05	6.72698843e-06	4.21709530e-02	8.88022244e-01
4.55000000e+04	9.31522338e+01	1.51797460e-04	8.32274527e-05	6.85699979e-06	4.47655432e-02	8.94009471e-01
4.60000000e+04	9.39764957e+01	1.72212342e-04	9.88037064e-05	7.34086279e-06	4.27532345e-02	8.75655293e-01
4.65000000e+04	9.48126903e+01	8.98898754e-04	8.31607758e-05	8.15738022e-05	4.26248722e-02	9.15921867e-01
4.70000000e+04	9.56106577e+01	1.38652991e-04	6.86056810e-05	7.00473129e-06	4.23020869e-02	9.02095556e-01
4.75000000e+04	9.64341290e+01	1.33410038e-04	7.80911869e-05	5.53188465e-06	4.10814695e-02	8.90213609e-01
4.80000000e+04	9.72440464e+01	1.76991380e-04	1.16599258e-04	6.03921262e-06	4.28619497e-02	8.86308849e-01
4.85000000e+04	9.80518794e+01	1.89157465e-04	7.12792389e-05	1.17878226e-05	4.20386679e-02	9.25263166e-01
4.90000000e+04	9.88619649e+01	1.42406847e-04	7.94767911e-05	6.29300621e-06	4.22392637e-02	8.89393628e-01
4.95000000e+04	9.96373911e+01	1.31343841e-04	6.94014816e-05	6.19423508e-06	4.20482270e-02	9.07577693e-01
5.00000000e+04	1.00435907e+02	1.26756146e-04	7.35161957e-05	5.32399463e-06	4.38415483e-02	8.69916379e-01
