# iteration  loss_res  loss_bcs  loss_ut  l2_error  lambda_u  lambda_ut  lambda_r
4.310000e+04 1.388499e-02 6.421480e-06 1.230829e-04 5.201087e-03 6.599352e+03 3.259352e+01 1.031813e+00
4.320000e+04 1.230067e-02 6.710819e-06 1.055324e-04 5.293937e-03 6.723940e+03 3.199881e+01 1.032418e+00
4.330000e+04 1.494394e-02 5.854218e-06 3.977548e-05 5.239461e-03 6.066235e+03 3.198505e+01 1.032449e+00
4.340000e+04 1.201165e-02 6.085487e-06 7.742046e-05 5.312711e-03 5.975645e+03 2.968263e+01 1.035044e+00
4.350000e+04 1.293344e-02 4.398034e-06 5.485362e-05 5.340498e-03 6.079527e+03 2.944993e+01 1.035326e+00
4.360000e+04 1.457802e-02 6.796704e-06 3.396492e-05 5.155274e-03 6.046926e+03 3.267951e+01 1.031742e+00
4.370000e+04 1.222932e-02 4.914369e-06 6.244429e-05 5.356142e-03 5.696240e+03 3.011704e+01 1.034532e+00
4.380000e+04 1.055778e-02 6.378949e-06 6.568622e-05 5.197617e-03 6.172005e+03 3.068347e+01 1.033862e+00
4.390000e+04 1.261104e-02 5.136190e-06 5.640684e-05 5.349092e-03 5.774084e+03 2.890900e+01 1.036017e+00
4.400000e+04 1.258728e-02 6.779479e-06 3.746937e-05 5.331408e-03 6.382699e+03 3.148035e+01 1.032975e+00
4.410000e+04 1.379975e-02 6.817441e-06 5.124633e-05 5.279964e-03 6.294224e+03 3.016176e+01 1.034461e+00
4.420000e+04 1.165462e-02 4.612373e-06 6.592875e-05 5.238626e-03 5.995351e+03 3.156860e+01 1.032891e+00
4.430000e+04 1.400750e-02 6.524390e-06 7.189520e-05 5.055524e-03 6.180558e+03 3.169901e+01 1.032747e+00
4.440000e+04 1.388603e-02 6.758716e-06 9.242340e-05 5.224006e-03 6.547800e+03 3.202558e+01 1.032394e+00
4.450000e+04 1.247081e-02 4.440165e-06 4.564471e-05 5.244192e-03 6.086637e+03 3.152140e+01 1.032939e+00
4.460000e+04 1.065278e-02 6.190604e-06 6.192861e-05 5.220473e-03 6.436897e+03 3.294997e+01 1.031464e+00
4.470000e+04 1.254340e-02 7.119323e-06 4.870841e-05 5.212815e-03 6.173219e+03 2.999457e+01 1.034663e+00
4.480000e+04 1.612795e-02 6.160582e-06 1.358207e-04 5.170331e-03 6.225390e+03 3.022182e+01 1.034393e+00
4.490000e+04 1.511917e-02 5.796648e-06 1.084906e-04 5.320722e-03 6.265782e+03 2.946475e+01 1.035302e+00
4.500000e+04 1.043134e-02 5.132618e-06 8.559703e-05 5.332667e-03 6.541062e+03 3.397704e+01 1.030486e+00
4.510000e+04 1.230127e-02 5.291763e-06 3.205236e-05 5.197266e-03 6.242336e+03 3.051202e+01 1.034056e+00
4.520000e+04 1.104974e-02 6.418759e-06 9.688969e-05 5.166612e-03 6.311500e+03 3.063176e+01 1.033917e+00
4.530000e+04 1.327840e-02 6.819462e-06 9.643580e-05 5.207177e-03 6.661491e+03 3.234845e+01 1.032059e+00
4.540000e+04 1.404918e-02 5.994579e-06 4.748267e-05 5.152577e-03 6.289758e+03 2.873815e+01 1.036222e+00
4.550000e+04 1.279573e-02 5.821795e-06 5.109801e-05 5.286263e-03 5.843948e+03 2.916811e+01 1.035685e+00
4.560000e+04 1.198105e-02 6.310062e-06 5.182649e-05 5.274036e-03 6.026061e+03 2.820226e+01 1.036940e+00
4.570000e+04 1.184159e-02 4.458955e-06 5.145735e-05 5.159295e-03 6.615812e+03 3.314248e+01 1.031272e+00
4.580000e+04 1.261334e-02 5.810119e-06 4.142590e-05 5.218155e-03 6.096961e+03 3.053488e+01 1.034034e+00
4.590000e+04 1.062824e-02 6.322030e-06 5.346380e-05 5.124892e-03 5.776275e+03 2.874111e+01 1.036234e+00
4.600000e+04 1.222797e-02 5.155145e-06 5.840799e-05 5.050776e-03 6.394428e+03 3.231052e+01 1.032105e+00
4.610000e+04 1.022210e-02 4.809493e-06 4.751494e-05 5.111531e-03 6.127950e+03 3.192972e+01 1.032505e+00
4.620000e+04 1.093437e-02 9.016881e-06 4.186056e-05 5.127487e-03 6.096261e+03 3.193554e+01 1.032500e+00
4.630000e+04 1.094855e-02 4.390292e-06 7.075295e-05 5.162016e-03 5.952480e+03 3.219514e+01 1.032235e+00
4.640000e+04 1.231334e-02 5.447969e-06 4.894704e-05 5.147375e-03 6.198170e+03 3.116796e+01 1.033320e+00
4.650000e+04 1.194306e-02 4.581790e-06 5.885750e-05 5.059013e-03 6.251884e+03 3.187654e+01 1.032557e+00
4.660000e+04 9.654952e-03 6.067280e-06 3.118525e-05 5.164044e-03 6.339001e+03 3.134607e+01 1.033121e+00
4.670000e+04 1.318102e-02 5.133101e-06 4.414333e-05 5.159064e-03 6.647785e+03 3.449081e+01 1.030019e+00
4.680000e+04 1.259072e-02 5.353126e-06 7.400613e-05 5.108836e-03 6.097913e+03 3.148242e+01 1.032981e+00
4.690000e+04 1.334147e-02 5.524772e-06 6.557116e-05 5.127957e-03 6.145659e+03 2.800197e+01 1.037209e+00
4.700000e+04 1.297180e-02 4.524312e-06 5.450769e-05 5.130233e-03 6.413393e+03 3.109882e+01 1.033390e+00
4.710000e+04 1.411891e-02 6.123646e-06 4.190519e-05 5.006656e-03 6.030957e+03 2.984373e+01 1.034847e+00
4.720000e+04 1.105741e-02 4.557262e-06 4.383774e-05 5.055131e-03 5.702649e+03 2.791956e+01 1.037336e+00
4.730000e+04 8.654198e-03 5.404760e-06 3.417744e-05 5.079315e-03 6.198936e+03 3.198974e+01 1.032441e+00
4.740000e+04 1.010653e-02 5.525228e-06 8.933918e-05 5.154030e-03 5.813058e+03 2.917151e+01 1.035681e+00
4.750000e+04 1.176209e-02 6.061677e-06 5.647221e-05 5.195910e-03 6.291077e+03 3.319160e+01 1.031233e+00
4.760000e+04 1.504884e-02 6.477813e-06 6.744934e-05 5.131409e-03 5.922755e+03 3.179410e+01 1.032654e+00
4.770000e+04 1.161925e-02 7.100108e-06 3.700769e-05 5.091338e-03 6.157385e+03 3.020192e+01 1.034418e+00
4.780000e+04 1.254039e-02 5.824389e-06 5.826382e-05 5.029499e-03 6.247503e+03 3.362030e+01 1.030826e+00
4.790000e+04 1.102867e-02 5.089960e-06 5.384142e-05 5.177546e-03 6.230933e+03 3.175930e+01 1.032682e+00
4.800000e+04 1.018090e-02 5.179327e-06 6.819217e-05 5.067243e-03 6.206746e+03 2.995336e+01 1.034711e+00
4.810000e+04 1.094483e-02 5.097819e-06 4.239674e-05 5.083875e-03 5.986293e+03 2.900681e+01 1.035885e+00
4.820000e+04 1.008123e-02 6.919185e-06 4.554554e-05 5.066239e-03 6.143030e+03 3.189500e+01 1.032541e+00
4.830000e+04 1.078146e-02 5.287880e-06 3.966844e-05 5.052419e-03 6.334252e+03 3.322913e+01 1.031196e+00
4.840000e+04 1.213092e-02 6.053882e-06 4.833336e-05 5.030854e-03 6.092628e+03 3.164810e+01 1.032803e+00
4.850000e+04 1.071901e-02 9.245680e-06 4.679263e-05 5.090847e-03 6.080769e+03 2.961331e+01 1.035125e+00
4.860000e+04 1.158966e-02 6.833802e-06 3.398673e-05 5.157492e-03 6.031584e+03 2.964345e+01 1.035090e+00
4.870000e+04 1.205996e-02 6.993570e-06 4.850721e-05 5.126921e-03 5.958405e+03 3.029154e+01 1.034319e+00
4.880000e+04 1.322294e-02 4.702526e-06 3.366361e-05 5.099079e-03 5.916544e+03 2.832947e+01 1.036772e+00
4.890000e+04 1.063003e-02 6.740466e-06 4.282408e-05 5.242559e-03 6.263642e+03 3.022298e+01 1.034390e+00
4.900000e+04 1.155763e-02 5.191060e-06 3.969240e-05 5.140310e-03 6.064498e+03 3.126893e+01 1.033213e+00
4.910000e+04 1.027244e-02 5.474898e-06 5.952239e-05 5.032807e-03 6.667610e+03 3.568612e+01 1.028989e+00
4.920000e+04 1.202434e-02 4.770157e-06 3.128575e-05 5.139426e-03 6.150514e+03 3.137541e+01 1.033095e+00
4.930000e+04 1.289033e-02 6.164357e-06 6.864526e-05 5.045227e-03 6.448036e+03 3.384977e+01 1.030606e+00
4.940000e+04 1.015777e-02 6.833426e-06 3.878072e-05 5.195185e-03 6.097395e+03 3.028031e+01 1.034328e+00
4.950000e+04 1.085871e-02 6.951580e-06 4.411758e-05 5.056198e-03 6.023540e+03 3.028232e+01 1.034328e+00
4.960000e+04 1.231789e-02 6.419528e-06 6.136028e-05 4.961493e-03 6.181532e+03 3.060054e+01 1.033956e+00
4.970000e+04 1.065918e-02 5.041168e-06 2.592152e-05 5.083435e-03 6.194298e+03 3.101414e+01 1.033490e+00
4.980000e+04 1.348813e-02 5.718284e-06 5.037756e-05 5.066319e-03 6.257220e+03 3.096462e+01 1.033543e+00
4.990000e+04 1.168661e-02 4.229846e-06 3.843718e-05 5.002550e-03 6.644252e+03 3.340130e+01 1.031023e+00
5.000000e+04 8.181761e-03 4.837698e-06 4.462480e-05 5.004375e-03 6.078942e+03 3.053754e+01 1.034031e+00
5.010000e+04 9.421951e-03 4.854197e-06 3.039505e-05 5.076972e-03 6.081776e+03 3.249313e+01 1.031928e+00
5.020000e+04 1.116746e-02 5.399761e-06 5.932988e-05 4.940304e-03 6.314317e+03 3.028011e+01 1.034322e+00
5.030000e+04 1.129722e-02 4.865282e-06 4.662547e-05 5.131410e-03 6.005426e+03 3.253467e+01 1.031888e+00
5.040000e+04 1.053208e-02 5.217658e-06 5.409093e-05 4.965104e-03 6.149640e+03 3.180637e+01 1.032634e+00
5.050000e+04 1.176562e-02 4.404254e-06 2.910559e-05 5.053820e-03 5.936080e+03 3.002671e+01 1.034631e+00
5.060000e+04 1.065610e-02 5.151179e-06 5.214152e-05 5.114941e-03 6.096644e+03 2.999186e+01 1.034668e+00
5.070000e+04 1.078024e-02 4.512412e-06 4.264828e-05 5.069248e-03 6.029820e+03 3.047871e+01 1.034100e+00
5.080000e+04 1.143066e-02 4.340332e-06 4.319620e-05 4.949950e-03 5.955172e+03 3.110361e+01 1.033398e+00
5.090000e+04 1.063812e-02 5.470974e-06 4.781059e-05 4.975659e-03 5.947262e+03 3.045979e+01 1.034124e+00
5.100000e+04 1.008868e-02 5.208831e-06 3.635753e-05 5.049921e-03 6.451129e+03 2.980377e+01 1.034884e+00
5.110000e+04 1.137668e-02 5.315614e-06 4.123988e-05 5.005361e-03 6.256827e+03 3.368288e+01 1.030767e+00
5.120000e+04 1.159826e-02 4.635415e-06 4.633126e-05 5.109124e-03 6.290510e+03 3.139254e+01 1.033072e+00
5.130000e+04 1.189263e-02 5.267257e-06 4.838664e-05 4.968488e-03 6.111464e+03 3.002224e+01 1.034631e+00
5.140000e+04 1.295863e-02 5.872794e-06 2.862232e-05 4.924810e-03 6.260063e+03 3.355148e+01 1.030890e+00
5.150000e+04 1.061314e-02 5.468761e-06 3.339662e-05 5.083495e-03 6.112382e+03 3.106086e+01 1.033441e+00
5.160000e+04 9.054322e-03 5.294001e-06 6.985268e-05 5.011896e-03 6.316478e+03 3.601240e+01 1.028729e+00
5.170000e+04 7.948334e-03 6.428664e-06 6.541335e-05 4.982590e-03 6.575479e+03 3.380851e+01 1.030641e+00
5.180000e+04 9.287364e-03 8.379034e-06 2.897008e-05 5.068987e-03 6.351085e+03 3.232648e+01 1.032090e+00
5.190000e+04 1.274327e-02 5.531782e-06 4.808948e-05 5.083359e-03 6.138435e+03 3.049629e+01 1.034077e+00
5.200000e+04 1.155289e-02 5.255607e-06 7.737995e-05 4.985327e-03 6.266108e+03 2.982217e+01 1.034866e+00
5.210000e+04 9.542121e-03 4.800212e-06 3.600693e-05 5.046620e-03 6.386351e+03 3.254050e+01 1.031872e+00
5.220000e+04 1.001809e-02 5.608156e-06 2.666953e-05 4.976848e-03 6.232741e+03 3.120270e+01 1.033281e+00
5.230000e+04 1.192778e-02 5.149822e-06 3.898924e-05 4.976930e-03 5.935858e+03 2.819858e+01 1.036948e+00
5.240000e+04 9.807724e-03 4.375772e-06 4.515227e-05 5.025249e-03 6.312482e+03 3.310318e+01 1.031318e+00
5.250000e+04 1.091661e-02 3.950079e-06 3.255150e-05 4.966261e-03 6.073426e+03 3.071553e+01 1.033828e+00
5.260000e+04 9.774007e-03 4.231902e-06 3.354980e-05 4.980012e-03 6.066273e+03 3.118389e+01 1.033306e+00
5.270000e+04 1.165030e-02 6.254794e-06 5.469302e-05 5.007355e-03 6.127966e+03 3.198281e+01 1.032450e+00
5.280000e+04 1.036876e-02 4.358313e-06 4.027550e-05 4.975114e-03 6.577503e+03 3.494457e+01 1.029621e+00
5.290000e+04 1.078178e-02 4.135421e-06 3.200833e-05 4.940986e-03 6.130169e+03 3.097528e+01 1.033535e+00
5.300000e+04 1.143744e-02 6.435323e-06 4.001389e-05 4.996847e-03 6.617265e+03 3.271077e+01 1.031696e+00
5.310000e+04 1.000600e-02 5.352825e-06 3.073550e-05 4.986833e-03 6.271648e+03 3.191537e+01 1.032516e+00
5.320000e+04 1.183367e-02 5.995186e-06 3.600364e-05 4.958191e-03 6.318795e+03 3.341944e+01 1.031014e+00
5.330000e+04 9.141169e-03 5.060506e-06 4.507973e-05 5.019072e-03 5.971644e+03 3.019126e+01 1.034436e+00
5.340000e+04 1.004851e-02 5.081045e-06 5.294938e-05 4.998194e-03 6.154471e+03 3.363487e+01 1.030815e+00
5.350000e+04 8.924212e-03 6.145283e-06 3.406208e-05 5.008535e-03 6.102876e+03 3.286036e+01 1.031561e+00
5.360000e+04 1.028531e-02 4.344178e-06 4.653151e-05 4.930234e-03 5.865673e+03 2.911040e+01 1.035757e+00
5.370000e+04 1.123198e-02 6.712624e-06 3.272751e-05 4.957903e-03 6.196646e+03 3.282565e+01 1.031593e+00
5.380000e+04 1.305949e-02 3.897271e-06 5.736267e-05 4.990510e-03 6.138523e+03 3.160234e+01 1.032851e+00
5.390000e+04 1.135828e-02 5.464751e-06 3.406347e-05 4.988337e-03 5.816431e+03 2.932113e+01 1.035494e+00
5.400000e+04 1.120933e-02 4.661246e-06 3.416959e-05 5.002043e-03 6.270847e+03 3.007468e+01 1.034565e+00
5.410000e+04 1.183795e-02 4.732386e-06 4.665513e-05 4.976295e-03 6.043828e+03 3.037469e+01 1.034220e+00
5.420000e+04 8.921841e-03 4.971184e-06 3.574772e-05 5.014224e-03 6.254252e+03 2.892539e+01 1.035981e+00
5.430000e+04 9.616464e-03 5.318744e-06 5.201473e-05 5.036522e-03 5.984323e+03 3.032021e+01 1.034285e+00
5.440000e+04 1.235599e-02 5.144665e-06 3.468434e-05 4.900975e-03 6.494112e+03 3.126864e+01 1.033202e+00
5.450000e+04 1.095838e-02 5.529271e-06 3.097235e-05 4.951225e-03 6.257557e+03 3.323956e+01 1.031188e+00
5.460000e+04 8.941924e-03 5.614230e-06 5.569185e-05 4.909554e-03 6.314337e+03 3.203269e+01 1.032393e+00
5.470000e+04 1.225437e-02 5.465282e-06 3.406701e-05 4.984511e-03 6.331348e+03 3.153185e+01 1.032921e+00
5.480000e+04 1.053929e-02 4.716363e-06 3.296462e-05 4.909344e-03 6.333136e+03 3.056532e+01 1.033992e+00
5.490000e+04 1.069715e-02 4.598433e-06 4.260672e-05 4.947779e-03 5.894402e+03 3.038149e+01 1.034217e+00
5.500000e+04 1.012021e-02 4.856638e-06 4.266782e-05 4.977105e-03 6.135617e+03 3.321833e+01 1.031212e+00
5.510000e+04 9.795404e-03 4.954687e-06 4.140716e-05 5.036203e-03 6.081465e+03 3.077614e+01 1.033760e+00
5.520000e+04 1.139927e-02 4.405153e-06 4.467084e-05 4.972876e-03 6.609994e+03 3.265227e+01 1.031754e+00
5.530000e+04 1.137980e-02 4.969578e-06 3.338762e-05 4.964903e-03 6.432140e+03 3.302855e+01 1.031388e+00
5.540000e+04 1.082887e-02 4.497604e-06 3.016479e-05 4.974221e-03 6.175430e+03 2.999306e+01 1.034664e+00
5.550000e+04 9.510601e-03 4.700873e-06 4.282359e-05 4.960449e-03 5.888999e+03 3.108507e+01 1.033420e+00
5.560000e+04 9.246169e-03 4.716743e-06 4.941594e-05 5.059599e-03 6.038313e+03 2.901764e+01 1.035869e+00
5.570000e+04 1.107740e-02 4.567908e-06 5.164269e-05 4.965606e-03 6.144787e+03 2.919152e+01 1.035646e+00
5.580000e+04 8.078172e-03 4.552154e-06 3.241557e-05 4.898899e-03 6.394348e+03 3.213112e+01 1.032289e+00
5.590000e+04 1.000994e-02 4.680095e-06 3.939573e-05 4.925941e-03 6.418472e+03 3.294114e+01 1.031473e+00
5.600000e+04 1.080890e-02 5.021233e-06 4.027033e-05 4.923132e-03 5.977470e+03 3.326017e+01 1.031176e+00
5.610000e+04 8.919435e-03 4.704952e-06 2.923778e-05 4.915206e-03 5.671475e+03 3.009339e+01 1.034561e+00
5.620000e+04 8.819854e-03 4.137362e-06 3.823813e-05 4.932329e-03 6.253246e+03 3.250846e+01 1.031908e+00
5.630000e+04 1.002081e-02 4.072967e-06 2.950567e-05 4.898006e-03 6.103483e+03 3.257973e+01 1.031840e+00
5.640000e+04 1.003705e-02 5.622584e-06 3.742675e-05 4.888163e-03 6.236867e+03 2.969378e+01 1.035022e+00
5.650000e+04 1.104500e-02 5.481515e-06 3.053898e-05 4.921163e-03 6.045408e+03 3.293418e+01 1.031490e+00
5.660000e+04 9.125539e-03 4.825086e-06 3.697333e-05 4.910677e-03 5.827566e+03 3.053550e+01 1.034041e+00
5.670000e+04 8.691085e-03 6.326508e-06 3.003078e-05 4.898453e-03 5.939192e+03 3.144242e+01 1.033029e+00
5.680000e+04 1.054298e-02 4.265954e-06 2.495297e-05 4.913255e-03 6.302854e+03 3.111943e+01 1.033371e+00
5.690000e+04 8.646775e-03 5.071055e-06 2.771823e-05 4.955335e-03 6.208493e+03 3.307960e+01 1.031344e+00
5.700000e+04 1.284151e-02 3.816886e-06 3.368530e-05 4.993335e-03 5.709898e+03 2.971627e+01 1.035011e+00
5.710000e+04 1.331176e-02 4.486797e-06 3.522703e-05 4.914728e-03 5.881267e+03 3.086053e+01 1.033671e+00
5.720000e+04 8.632147e-03 5.511015e-06 4.777998e-05 4.923690e-03 5.795200e+03 2.795568e+01 1.037284e+00
5.730000e+04 1.203624e-02 3.875774e-06 5.782722e-05 4.961821e-03 6.302119e+03 3.200677e+01 1.032420e+00
5.740000e+04 8.776167e-03 4.678124e-06 2.854997e-05 4.997648e-03 6.073672e+03 3.208939e+01 1.032341e+00
5.750000e+04 9.559304e-03 5.190374e-06 4.237447e-05 4.952235e-03 6.227561e+03 3.365854e+01 1.030790e+00
5.760000e+04 1.303968e-02 4.417077e-06 4.422957e-05 5.003393e-03 6.025714e+03 2.984755e+01 1.034843e+00
5.770000e+04 9.809210e-03 5.236778e-06 3.080908e-05 4.925917e-03 5.829462e+03 3.041784e+01 1.034176e+00
5.780000e+04 1.107718e-02 4.148262e-06 3.429947e-05 4.988470e-03 6.319223e+03 3.320761e+01 1.031217e+00
5.790000e+04 1.006249e-02 4.861515e-06 3.505940e-05 4.980074e-03 5.958915e+03 2.983384e+01 1.034861e+00
5.800000e+04 1.087563e-02 4.351391e-06 2.557369e-05 4.898283e-03 6.572880e+03 3.189099e+01 1.032534e+00
5.810000e+04 9.261491e-03 4.878821e-06 3.293849e-05 5.092364e-03 5.994149e+03 3.004905e+01 1.034603e+00
5.820000e+04 1.019924e-02 5.141567e-06 3.118697e-05 5.032633e-03 6.302705e+03 2.998719e+01 1.034668e+00
5.830000e+04 1.012428e-02 5.406997e-06 2.895789e-05 4.917092e-03 6.383333e+03 3.212105e+01 1.032300e+00
5.840000e+04 1.085379e-02 5.202290e-06 3.423914e-05 4.902914e-03 6.057114e+03 3.026964e+01 1.034342e+00
5.850000e+04 9.711924e-03 4.064205e-06 5.963204e-05 4.912686e-03 6.160909e+03 3.210940e+01 1.032318e+00
5.860000e+04 1.074962e-02 4.534313e-06 2.930744e-05 4.961730e-03 6.259259e+03 3.166983e+01 1.032776e+00
5.870000e+04 9.639034e-03 4.211200e-06 3.058916e-05 4.950043e-03 6.125813e+03 3.098958e+01 1.033519e+00
5.880000e+04 9.998690e-03 4.560884e-06 3.942912e-05 4.973576e-03 5.825218e+03 2.986445e+01 1.034828e+00
5.890000e+04 1.102314e-02 5.904225e-06 2.422826e-05 4.886275e-03 6.026552e+03 3.143818e+01 1.033031e+00
5.900000e+04 8.560455e-03 5.147296e-06 3.710752e-05 4.957433e-03 5.959178e+03 2.910895e+01 1.035756e+00
5.910000e+04 9.327607e-03 4.609677e-06 3.759312e-05 4.985092e-03 6.088727e+03 3.077584e+01 1.033760e+00
5.920000e+04 9.884470e-03 5.953418e-06 3.516232e-05 4.892649e-03 6.049381e+03 2.954264e+01 1.035212e+00
5.930000e+04 1.072677e-02 5.807229e-06 3.259123e-05 4.961481e-03 5.913940e+03 2.950386e+01 1.035264e+00
5.940000e+04 9.619837e-03 4.688969e-06 2.162040e-05 4.914303e-03 6.101373e+03 3.116450e+01 1.033327e+00
5.950000e+04 1.007132e-02 4.606319e-06 2.460383e-05 4.978115e-03 6.081908e+03 3.166190e+01 1.032789e+00
5.960000e+04 1.063257e-02 4.879550e-06 4.152165e-05 4.973077e-03 5.857032e+03 2.880948e+01 1.036142e+00
5.970000e+04 7.798281e-03 5.632697e-06 3.259018e-05 4.990071e-03 6.118508e+03 3.220123e+01 1.032224e+00
5.980000e+04 1.107546e-02 6.422106e-06 2.717154e-05 4.841957e-03 6.327437e+03 3.066142e+01 1.033883e+00
5.990000e+04 9.239205e-03 4.550233e-06 2.949805e-05 4.880139e-03 6.012234e+03 3.025263e+01 1.034363e+00
6.000000e+04 1.175510e-02 4.626768e-06 3.369992e-05 4.903090e-03 6.184076e+03 3.272412e+01 1.031694e+00
6.010000e+04 7.752481e-03 4.678740e-06 2.918431e-05 4.918849e-03 6.097057e+03 2.929336e+01 1.035520e+00
6.020000e+04 9.160153e-03 4.740979e-06 3.469989e-05 4.968178e-03 6.144081e+03 3.125924e+01 1.033221e+00
6.030000e+04 1.076304e-02 4.172813e-06 3.265601e-05 4.867730e-03 5.956535e+03 2.817870e+01 1.036974e+00
6.040000e+04 9.175103e-03 3.833351e-06 3.488360e-05 4.937917e-03 5.908198e+03 3.087647e+01 1.033652e+00
6.050000e+04 8.903200e-03 5.097628e-06 2.526280e-05 4.863331e-03 6.433789e+03 3.228049e+01 1.032134e+00
6.060000e+04 1.032569e-02 5.639914e-06 3.040897e-05 4.906945e-03 6.231637e+03 3.069488e+01 1.033847e+00
6.070000e+04 9.425756e-03 4.074751e-06 2.882809e-05 4.882574e-03 5.877213e+03 2.727441e+01 1.038243e+00
6.080000e+04 1.055430e-02 4.507579e-06 3.225324e-05 4.924731e-03 6.239691e+03 3.304161e+01 1.031380e+00
6.090000e+04 9.552479e-03 4.061544e-06 2.953919e-05 4.910371e-03 5.963521e+03 2.925362e+01 1.035574e+00
6.100000e+04 8.715200e-03 5.060267e-06 3.939443e-05 4.894786e-03 5.969577e+03 2.979438e+01 1.034908e+00
6.110000e+04 1.007442e-02 5.745068e-06 3.457423e-05 4.930493e-03 6.259404e+03 3.196716e+01 1.032463e+00
6.120000e+04 9.735546e-03 4.734946e-06 3.109036e-05 4.883232e-03 6.371292e+03 3.239267e+01 1.032022e+00
6.130000e+04 1.243497e-02 4.675985e-06 3.051809e-05 4.836594e-03 5.894569e+03 3.233321e+01 1.032096e+00
6.140000e+04 1.000550e-02 4.424006e-06 2.248273e-05 4.861813e-03 6.168311e+03 3.194466e+01 1.032489e+00
6.150000e+04 9.493939e-03 4.790575e-06 2.785378e-05 4.889610e-03 5.681460e+03 2.876084e+01 1.036211e+00
6.160000e+04 8.881257e-03 5.187955e-06 2.606050e-05 4.932480e-03 6.287791e+03 3.271898e+01 1.031696e+00
6.170000e+04 9.748036e-03 4.989129e-06 4.410239e-05 4.857832e-03 6.385498e+03 3.132434e+01 1.033144e+00
6.180000e+04 1.069194e-02 5.185925e-06 4.570637e-05 4.885400e-03 6.474155e+03 3.401725e+01 1.030451e+00
6.190000e+04 1.126984e-02 3.972016e-06 3.212575e-05 4.872720e-03 6.296117e+03 3.176145e+01 1.032678e+00
6.200000e+04 1.000268e-02 4.102247e-06 3.379001e-05 4.903535e-03 6.148518e+03 3.136379e+01 1.033108e+00
6.210000e+04 8.105967e-03 4.892363e-06 2.497702e-05 4.834982e-03 6.314053e+03 3.217702e+01 1.032244e+00
6.220000e+04 1.063296e-02 4.583655e-06 2.597090e-05 4.900541e-03 5.824970e+03 2.767208e+01 1.037677e+00
6.230000e+04 1.206208e-02 5.054598e-06 3.068142e-05 4.863739e-03 5.890274e+03 3.063470e+01 1.033926e+00
6.240000e+04 9.495459e-03 5.738626e-06 2.999048e-05 4.926463e-03 5.830859e+03 2.912002e+01 1.035746e+00
6.250000e+04 8.092874e-03 6.251581e-06 2.657652e-05 4.856042e-03 6.015015e+03 3.139118e+01 1.033082e+00
6.260000e+04 7.770939e-03 4.501435e-06 2.400986e-05 4.880272e-03 6.458537e+03 3.173232e+01 1.032704e+00
6.270000e+04 9.697030e-03 4.204730e-06 3.229486e-05 4.842834e-03 6.276313e+03 3.143179e+01 1.033030e+00
6.280000e+04 8.836373e-03 4.185020e-06 3.197719e-05 4.872495e-03 6.203885e+03 3.249807e+01 1.031920e+00
6.290000e+04 1.222305e-02 4.277611e-06 3.166607e-05 4.883763e-03 6.240939e+03 3.325449e+01 1.031174e+00
6.300000e+04 9.875821e-03 4.372342e-06 3.054588e-05 4.893911e-03 6.393520e+03 3.232792e+01 1.032087e+00
6.310000e+04 8.861787e-03 4.631872e-06 2.922618e-05 4.873786e-03 5.962536e+03 2.955783e+01 1.035196e+00
6.320000e+04 1.052638e-02 4.567172e-06 3.764541e-05 4.840317e-03 5.740429e+03 2.955601e+01 1.035205e+00
6.330000e+04 1.011739e-02 4.348115e-06 2.661837e-05 4.887967e-03 6.315816e+03 3.099113e+01 1.033512e+00
6.340000e+04 9.549566e-03 4.948052e-06 2.455502e-05 4.865600e-03 6.542780e+03 3.235644e+01 1.032054e+00
6.350000e+04 9.500226e-03 4.430095e-06 3.940982e-05 4.870394e-03 6.312020e+03 3.098682e+01 1.033517e+00
6.360000e+04 8.690003e-03 5.050058e-06 3.000012e-05 4.911126e-03 6.026731e+03 2.789778e+01 1.037356e+00
6.370000e+04 8.275684e-03 3.920979e-06 2.266298e-05 4.886738e-03 6.059005e+03 2.828704e+01 1.036825e+00
6.380000e+04 9.205620e-03 4.584433e-06 3.763014e-05 4.904322e-03 5.939667e+03 2.872779e+01 1.036246e+00
6.390000e+04 8.614860e-03 5.506575e-06 3.421665e-05 4.897880e-03 5.898248e+03 2.925299e+01 1.035576e+00
6.400000e+04 1.127474e-02 4.108321e-06 3.233562e-05 4.855490e-03 6.197151e+03 3.038850e+01 1.034199e+00
6.410000e+04 8.123877e-03 4.297458e-06 2.552559e-05 4.871978e-03 5.725036e+03 2.973971e+01 1.034982e+00
6.420000e+04 8.210556e-03 4.273913e-06 2.936015e-05 4.856524e-03 6.005299e+03 3.007759e+01 1.034569e+00
6.430000e+04 1.083572e-02 4.932363e-06 2.237453e-05 4.894954e-03 6.005825e+03 3.107891e+01 1.033424e+00
6.440000e+04 9.480006e-03 4.192404e-06 4.237871e-05 4.909384e-03 5.992311e+03 3.036440e+01 1.034233e+00
6.450000e+04 1.054550e-02 5.345936e-06 2.699463e-05 4.858519e-03 6.087968e+03 2.960326e+01 1.035137e+00
6.460000e+04 9.944488e-03 5.138920e-06 4.057561e-05 4.926840e-03 5.991287e+03 3.167890e+01 1.032774e+00
6.470000e+04 8.396163e-03 5.487311e-06 3.281805e-05 4.863132e-03 6.106842e+03 3.227249e+01 1.032151e+00
6.480000e+04 8.481720e-03 4.716596e-06 3.705943e-05 4.888951e-03 5.820983e+03 2.992055e+01 1.034761e+00
