# iteration  loss_res  loss_bcs  loss_ut  l2_error  lambda_u  lambda_ut  lambda_r
2.130000e+04 8.502526e-02 1.958624e-05 3.717422e-04 8.620974e-03 6.514867e+03 3.114820e+01 1.033333e+00
2.140000e+04 8.282812e-02 1.509021e-05 5.708548e-04 8.616123e-03 6.120507e+03 3.092365e+01 1.033593e+00
2.150000e+04 4.590534e-02 2.135669e-05 1.494663e-03 9.157492e-03 6.236995e+03 3.138047e+01 1.033087e+00
2.160000e+04 5.978638e-02 2.590352e-05 4.485529e-04 8.388900e-03 5.705527e+03 2.716384e+01 1.038410e+00
2.170000e+04 4.618486e-02 3.003668e-05 4.754887e-04 8.521617e-03 5.989312e+03 2.980284e+01 1.034898e+00
2.180000e+04 5.306589e-02 3.328487e-05 1.637373e-04 8.637069e-03 6.127813e+03 2.977848e+01 1.034923e+00
2.190000e+04 6.529306e-02 2.128393e-05 5.376775e-03 9.130133e-03 6.524249e+03 3.444632e+01 1.030061e+00
2.200000e+04 1.039871e-01 3.118617e-05 7.167481e-04 9.599191e-03 6.419327e+03 3.196726e+01 1.032458e+00
2.210000e+04 6.871665e-02 2.863785e-05 2.246474e-04 9.005714e-03 6.380587e+03 3.118362e+01 1.033298e+00
2.220000e+04 6.844076e-02 5.080077e-05 8.418792e-04 9.983271e-03 6.503050e+03 3.097483e+01 1.033525e+00
2.230000e+04 4.759837e-02 2.134138e-05 1.871601e-04 9.131901e-03 6.129581e+03 3.151117e+01 1.032949e+00
2.240000e+04 7.200034e-02 1.656294e-05 3.352304e-04 8.298880e-03 6.318993e+03 3.243022e+01 1.031985e+00
2.250000e+04 6.052389e-02 3.409582e-05 4.868548e-04 8.560177e-03 5.959792e+03 2.868225e+01 1.036304e+00
2.260000e+04 8.016048e-02 2.903986e-05 9.004408e-04 8.379560e-03 6.069446e+03 3.020005e+01 1.034423e+00
2.270000e+04 5.104880e-02 2.132649e-05 1.435682e-03 8.495604e-03 6.515586e+03 3.598280e+01 1.028748e+00
2.280000e+04 4.817273e-02 2.639579e-05 4.042087e-04 8.889194e-03 6.464090e+03 3.282781e+01 1.031584e+00
2.290000e+04 4.359795e-02 2.038505e-05 7.519970e-04 8.155328e-03 6.435334e+03 3.182371e+01 1.032608e+00
2.300000e+04 7.995208e-02 2.286952e-05 8.340224e-04 8.219503e-03 5.908511e+03 3.008536e+01 1.034563e+00
2.310000e+04 4.218868e-02 2.461574e-05 4.503122e-04 7.894644e-03 6.277436e+03 3.276331e+01 1.031652e+00
2.320000e+04 3.876809e-02 2.465729e-05 1.553094e-04 7.798391e-03 6.306044e+03 3.053555e+01 1.034027e+00
2.330000e+04 6.241583e-02 1.980487e-05 2.367110e-04 8.179437e-03 6.339127e+03 3.289987e+01 1.031516e+00
2.340000e+04 4.060587e-02 1.690128e-05 2.737339e-04 8.002029e-03 5.961804e+03 2.985147e+01 1.034840e+00
2.350000e+04 3.944746e-02 2.000561e-05 3.096758e-04 7.590565e-03 6.241719e+03 3.236393e+01 1.032054e+00
2.360000e+04 4.804396e-02 3.449668e-05 1.005826e-03 8.451530e-03 6.234868e+03 3.070094e+01 1.033840e+00
2.370000e+04 4.911228e-02 1.887203e-05 6.618265e-04 7.969524e-03 6.526871e+03 3.191197e+01 1.032513e+00
2.380000e+04 4.883316e-02 2.227553e-05 5.500922e-04 7.670860e-03 6.256715e+03 3.264137e+01 1.031774e+00
2.390000e+04 4.340358e-02 2.232904e-05 4.394124e-04 8.033549e-03 6.172850e+03 3.176858e+01 1.032673e+00
2.400000e+04 6.759259e-02 1.885504e-05 3.688949e-04 8.341556e-03 5.701946e+03 2.826850e+01 1.036861e+00
2.410000e+04 6.644113e-02 2.546986e-05 6.319245e-04 7.708612e-03 6.245639e+03 2.987948e+01 1.034798e+00
2.420000e+04 6.865357e-02 2.848878e-05 3.857398e-04 7.591267e-03 6.280007e+03 3.238206e+01 1.032035e+00
2.430000e+04 7.108536e-02 1.968881e-05 5.990468e-04 7.471135e-03 6.530062e+03 3.147052e+01 1.032982e+00
2.440000e+04 4.658223e-02 1.501810e-05 9.848172e-04 7.442350e-03 6.309737e+03 3.318973e+01 1.031234e+00
2.450000e+04 4.933752e-02 2.140794e-05 3.399364e-04 7.651245e-03 6.263231e+03 3.342085e+01 1.031014e+00
2.460000e+04 4.165583e-02 1.012976e-05 4.356460e-04 7.752462e-03 6.627968e+03 3.310241e+01 1.031311e+00
2.470000e+04 6.251432e-02 1.436155e-05 8.850755e-04 7.977147e-03 6.132695e+03 3.171695e+01 1.032729e+00
2.480000e+04 3.544009e-02 1.341747e-05 1.179265e-04 7.401804e-03 6.073050e+03 2.993669e+01 1.034734e+00
2.490000e+04 4.036121e-02 1.767314e-05 4.511756e-04 7.626070e-03 6.436129e+03 3.183477e+01 1.032596e+00
2.500000e+04 4.034404e-02 1.922583e-05 5.656722e-04 7.506057e-03 6.629409e+03 3.430173e+01 1.030189e+00
2.510000e+04 4.072965e-02 1.387147e-05 2.626152e-04 7.951448e-03 6.095931e+03 2.909551e+01 1.035769e+00
2.520000e+04 5.396221e-02 1.469590e-05 5.336266e-04 7.653289e-03 5.879773e+03 2.871906e+01 1.036259e+00
2.530000e+04 4.424987e-02 1.960530e-05 2.144378e-04 7.679644e-03 6.095666e+03 3.192131e+01 1.032515e+00
2.540000e+04 5.888246e-02 1.274069e-05 1.195460e-03 7.446711e-03 6.016718e+03 2.909499e+01 1.035772e+00
2.550000e+04 5.416780e-02 2.589736e-05 8.429564e-04 7.055621e-03 6.864703e+03 3.306119e+01 1.031345e+00
2.560000e+04 5.392016e-02 2.714862e-05 1.840495e-03 7.228921e-03 6.372834e+03 3.093293e+01 1.033576e+00
2.570000e+04 3.621738e-02 1.832600e-05 8.866471e-04 7.515703e-03 6.078805e+03 3.084544e+01 1.033682e+00
2.580000e+04 3.377534e-02 2.261172e-05 3.182954e-04 7.008906e-03 6.229566e+03 3.292039e+01 1.031499e+00
2.590000e+04 3.041344e-02 2.074861e-05 2.538989e-04 7.095999e-03 5.852346e+03 3.165486e+01 1.032804e+00
2.600000e+04 2.463108e-02 1.563923e-05 8.807481e-04 7.459149e-03 5.882270e+03 2.807025e+01 1.037124e+00
2.610000e+04 3.414967e-02 1.912004e-05 6.390080e-04 7.223885e-03 6.151796e+03 3.025994e+01 1.034350e+00
2.620000e+04 2.861596e-02 1.784740e-05 2.369809e-04 7.113321e-03 6.294184e+03 3.073420e+01 1.033801e+00
2.630000e+04 2.642471e-02 1.049591e-05 1.392004e-04 6.837572e-03 6.289858e+03 3.259526e+01 1.031820e+00
2.640000e+04 5.376744e-02 1.268095e-05 2.559123e-04 7.358394e-03 6.255202e+03 2.962304e+01 1.035108e+00
2.650000e+04 3.214291e-02 1.320220e-05 3.738260e-04 7.118077e-03 5.940615e+03 2.888299e+01 1.036045e+00
2.660000e+04 2.250240e-02 2.218772e-05 2.930120e-04 6.858313e-03 6.415243e+03 3.274026e+01 1.031672e+00
2.670000e+04 4.387514e-02 1.574716e-05 2.340393e-04 7.001287e-03 6.174700e+03 3.178645e+01 1.032655e+00
2.680000e+04 5.358087e-02 2.621911e-05 5.231345e-04 6.722336e-03 5.997189e+03 3.164795e+01 1.032806e+00
2.690000e+04 3.360266e-02 1.893967e-05 3.917306e-04 6.957218e-03 6.308229e+03 3.153269e+01 1.032921e+00
2.700000e+04 3.303530e-02 1.522916e-05 1.905553e-04 6.899396e-03 6.386768e+03 3.279105e+01 1.031622e+00
2.710000e+04 3.483052e-02 1.619454e-05 2.778354e-03 6.770238e-03 6.414301e+03 3.247025e+01 1.031942e+00
2.720000e+04 4.109200e-02 1.433353e-05 7.052680e-04 7.277298e-03 6.307316e+03 3.026131e+01 1.034344e+00
2.730000e+04 3.594361e-02 1.791573e-05 4.001364e-04 6.609413e-03 6.061058e+03 3.219514e+01 1.032232e+00
2.740000e+04 2.636398e-02 9.142481e-06 7.809560e-04 6.804629e-03 6.559556e+03 3.288873e+01 1.031521e+00
2.750000e+04 3.639721e-02 1.454165e-05 2.373661e-04 6.986358e-03 6.458358e+03 3.046673e+01 1.034102e+00
2.760000e+04 3.325612e-02 1.128401e-05 1.086137e-04 7.102292e-03 5.861634e+03 3.091588e+01 1.033609e+00
2.770000e+04 2.226663e-02 1.236883e-05 9.072374e-05 6.589464e-03 6.083491e+03 2.886790e+01 1.036060e+00
2.780000e+04 3.466452e-02 2.076215e-05 9.418178e-05 6.546229e-03 6.170066e+03 2.889816e+01 1.036019e+00
2.790000e+04 3.200798e-02 1.225141e-05 5.288356e-04 6.981919e-03 6.015480e+03 2.975415e+01 1.034956e+00
2.800000e+04 3.371260e-02 1.509732e-05 4.641124e-04 6.467309e-03 6.151548e+03 3.077808e+01 1.033755e+00
2.810000e+04 2.836712e-02 1.100244e-05 1.835845e-04 6.581655e-03 5.974852e+03 2.999255e+01 1.034671e+00
2.820000e+04 5.827272e-02 1.621705e-05 1.404519e-04 7.042892e-03 6.112317e+03 3.032561e+01 1.034275e+00
2.830000e+04 2.913855e-02 1.359349e-05 3.383014e-04 6.768419e-03 6.343001e+03 3.329606e+01 1.031131e+00
2.840000e+04 3.454806e-02 1.284125e-05 8.141170e-04 6.417030e-03 5.710750e+03 2.947176e+01 1.035310e+00
2.850000e+04 2.279123e-02 1.287552e-05 2.103419e-04 6.571718e-03 6.239366e+03 3.371948e+01 1.030733e+00
2.860000e+04 3.427181e-02 1.487577e-05 1.191334e-03 6.449251e-03 6.276099e+03 3.006997e+01 1.034570e+00
2.870000e+04 2.545591e-02 1.500322e-05 2.733219e-04 6.539471e-03 6.417278e+03 3.185921e+01 1.032571e+00
2.880000e+04 2.915169e-02 1.089762e-05 3.598421e-04 6.855778e-03 6.681872e+03 3.271655e+01 1.031689e+00
2.890000e+04 2.519872e-02 1.693251e-05 7.567020e-04 6.743396e-03 6.236181e+03 3.234697e+01 1.032072e+00
2.900000e+04 2.348413e-02 1.652169e-05 9.760450e-05 6.407948e-03 6.195503e+03 3.259152e+01 1.031826e+00
2.910000e+04 3.849009e-02 1.401426e-05 1.290500e-04 6.369458e-03 6.646586e+03 3.446844e+01 1.030039e+00
2.920000e+04 2.822849e-02 1.797681e-05 8.252747e-04 6.602804e-03 6.278352e+03 3.097254e+01 1.033534e+00
2.930000e+04 2.543750e-02 1.211265e-05 9.316742e-05 6.189966e-03 6.144820e+03 2.974851e+01 1.034959e+00
2.940000e+04 2.864255e-02 1.149771e-05 1.597120e-04 6.253621e-03 5.999606e+03 2.849063e+01 1.036555e+00
2.950000e+04 3.044819e-02 1.306129e-05 7.972557e-04 6.352614e-03 6.183214e+03 3.074577e+01 1.033791e+00
2.960000e+04 2.930006e-02 1.123906e-05 9.941968e-05 6.339915e-03 6.189308e+03 3.096502e+01 1.033545e+00
2.970000e+04 3.309274e-02 1.218977e-05 6.958575e-04 6.594371e-03 6.597788e+03 3.305717e+01 1.031355e+00
2.980000e+04 2.418642e-02 1.123818e-05 5.730765e-04 6.871951e-03 6.452944e+03 3.338152e+01 1.031047e+00
2.990000e+04 2.849481e-02 9.168769e-06 7.650318e-04 6.112729e-03 5.962846e+03 3.054121e+01 1.034030e+00
3.000000e+04 2.499534e-02 1.198933e-05 1.705699e-04 6.580100e-03 5.725104e+03 2.798117e+01 1.037251e+00
3.010000e+04 2.682669e-02 1.561761e-05 3.741875e-04 6.283968e-03 5.951334e+03 2.931950e+01 1.035491e+00
3.020000e+04 3.767012e-02 1.043903e-05 1.483085e-04 6.293023e-03 6.593209e+03 3.389291e+01 1.030563e+00
3.030000e+04 2.536790e-02 1.271210e-05 3.499691e-04 6.236912e-03 6.440248e+03 3.309554e+01 1.031322e+00
3.040000e+04 2.677571e-02 1.285062e-05 6.689287e-05 6.033024e-03 6.016173e+03 3.326278e+01 1.031172e+00
3.050000e+04 2.219778e-02 1.159228e-05 4.192523e-04 6.017978e-03 6.186701e+03 3.116873e+01 1.033319e+00
3.060000e+04 2.454620e-02 1.259394e-05 1.460505e-04 6.179876e-03 5.940207e+03 2.993003e+01 1.034746e+00
3.070000e+04 1.723704e-02 1.302421e-05 9.982566e-05 5.957343e-03 6.404372e+03 3.177947e+01 1.032656e+00
3.080000e+04 3.121538e-02 6.520183e-06 1.566481e-04 6.119850e-03 5.979646e+03 2.928079e+01 1.035539e+00
3.090000e+04 2.917143e-02 9.457993e-06 3.929762e-04 6.322728e-03 6.459715e+03 3.159918e+01 1.032846e+00
3.100000e+04 2.265546e-02 6.820103e-06 1.531276e-04 6.097115e-03 6.229616e+03 2.960076e+01 1.035136e+00
3.110000e+04 2.619031e-02 8.974934e-06 3.140799e-04 6.118844e-03 6.139340e+03 2.912732e+01 1.035727e+00
3.120000e+04 2.164688e-02 1.180276e-05 1.731568e-04 6.050462e-03 5.948618e+03 3.165666e+01 1.032799e+00
3.130000e+04 2.100231e-02 1.169531e-05 2.300739e-04 6.175872e-03 6.141227e+03 2.956029e+01 1.035188e+00
3.140000e+04 2.841820e-02 1.193242e-05 5.663249e-04 6.083470e-03 5.685411e+03 2.892240e+01 1.036002e+00
3.150000e+04 2.405641e-02 9.423689e-06 8.579050e-05 6.020709e-03 6.309457e+03 3.241471e+01 1.032001e+00
3.160000e+04 1.951294e-02 8.478784e-06 5.999909e-04 5.982027e-03 6.169623e+03 3.138187e+01 1.033087e+00
3.170000e+04 2.606963e-02 1.029603e-05 1.845416e-04 6.142212e-03 6.610676e+03 3.381936e+01 1.030630e+00
3.180000e+04 2.249099e-02 7.946372e-06 1.439229e-04 5.962106e-03 6.647833e+03 3.384676e+01 1.030604e+00
3.190000e+04 2.362625e-02 8.619148e-06 1.081476e-04 6.183214e-03 5.915023e+03 3.000311e+01 1.034660e+00
3.200000e+04 2.524559e-02 9.313824e-06 1.906289e-04 6.097127e-03 6.594088e+03 3.269681e+01 1.031710e+00
3.210000e+04 2.011336e-02 1.413076e-05 1.115137e-04 6.104885e-03 6.083954e+03 2.912946e+01 1.035726e+00
3.220000e+04 2.746001e-02 1.068571e-05 1.211324e-04 6.081367e-03 6.114879e+03 3.278526e+01 1.031635e+00
3.230000e+04 2.698013e-02 9.867531e-06 1.102906e-04 5.999718e-03 6.254922e+03 2.867412e+01 1.036307e+00
3.240000e+04 2.404203e-02 1.035403e-05 1.983381e-04 6.273992e-03 6.297901e+03 3.110446e+01 1.033387e+00
3.250000e+04 2.710671e-02 1.128195e-05 9.676499e-05 5.919334e-03 6.063476e+03 3.123934e+01 1.033246e+00
3.260000e+04 2.800658e-02 7.976121e-06 7.730922e-05 5.986163e-03 6.199851e+03 3.106912e+01 1.033429e+00
3.270000e+04 3.244556e-02 1.105172e-05 1.512417e-04 6.379703e-03 5.813135e+03 2.675683e+01 1.039010e+00
3.280000e+04 2.667187e-02 8.833464e-06 3.824034e-04 6.307130e-03 6.612849e+03 3.229580e+01 1.032114e+00
3.290000e+04 1.780758e-02 9.568145e-06 3.088057e-04 6.239490e-03 6.344087e+03 3.152574e+01 1.032927e+00
3.300000e+04 2.680417e-02 9.130861e-06 1.230970e-04 5.815565e-03 6.064163e+03 2.985739e+01 1.034830e+00
3.310000e+04 2.109937e-02 8.143027e-06 7.576005e-05 6.034883e-03 6.338894e+03 3.075376e+01 1.033778e+00
3.320000e+04 2.076307e-02 9.871188e-06 4.451893e-04 5.933138e-03 6.329228e+03 3.123528e+01 1.033243e+00
3.330000e+04 1.298507e-02 7.401682e-06 1.556324e-04 5.685424e-03 6.004527e+03 3.260884e+01 1.031814e+00
3.340000e+04 2.301691e-02 1.284252e-05 6.052489e-05 5.748109e-03 6.194493e+03 3.138283e+01 1.033086e+00
3.350000e+04 1.762913e-02 9.894158e-06 1.087437e-04 6.061524e-03 6.226566e+03 2.945824e+01 1.035311e+00
3.360000e+04 2.011418e-02 1.073632e-05 3.114788e-04 5.702871e-03 6.436392e+03 3.359634e+01 1.030843e+00
3.370000e+04 2.494741e-02 9.468915e-06 2.040401e-04 5.890937e-03 6.061400e+03 2.764372e+01 1.037710e+00
3.380000e+04 1.947903e-02 9.248980e-06 1.701387e-04 5.731738e-03 6.278626e+03 3.047210e+01 1.034101e+00
3.390000e+04 1.744625e-02 1.149650e-05 7.538012e-05 5.932378e-03 5.943470e+03 2.998264e+01 1.034683e+00
3.400000e+04 1.879861e-02 1.146251e-05 5.620110e-04 5.807773e-03 6.397735e+03 3.255456e+01 1.031857e+00
3.410000e+04 3.069610e-02 8.404143e-06 1.420394e-04 6.095774e-03 6.133368e+03 3.094688e+01 1.033567e+00
3.420000e+04 2.042071e-02 1.188133e-05 7.325374e-05 5.886697e-03 6.083138e+03 3.085876e+01 1.033667e+00
3.430000e+04 2.480243e-02 8.553156e-06 1.474354e-04 5.925439e-03 6.342900e+03 3.127345e+01 1.033201e+00
3.440000e+04 2.329439e-02 8.371806e-06 9.296982e-05 5.797716e-03 6.533322e+03 3.118074e+01 1.033297e+00
3.450000e+04 1.852510e-02 7.162987e-06 6.131094e-05 5.867847e-03 6.048776e+03 3.050084e+01 1.034074e+00
3.460000e+04 1.525955e-02 8.773036e-06 7.612707e-05 5.654476e-03 6.398566e+03 3.109355e+01 1.033397e+00
3.470000e+04 1.816634e-02 8.776347e-06 6.440808e-05 5.594674e-03 6.242065e+03 3.362402e+01 1.030823e+00
3.480000e+04 1.914189e-02 7.459255e-06 8.701720e-05 5.592955e-03 6.376741e+03 3.320239e+01 1.031220e+00
3.490000e+04 1.688418e-02 9.361538e-06 1.871829e-04 5.825073e-03 5.946915e+03 2.986222e+01 1.034827e+00
3.500000e+04 1.460980e-02 7.598295e-06 1.084060e-04 5.640131e-03 5.834652e+03 2.789734e+01 1.037363e+00
3.510000e+04 2.036263e-02 6.039075e-06 1.175155e-04 5.738557e-03 6.332110e+03 3.153501e+01 1.032918e+00
3.520000e+04 1.538770e-02 7.263361e-06 1.731022e-04 5.878436e-03 6.244774e+03 3.125105e+01 1.033228e+00
3.530000e+04 1.859166e-02 7.030164e-06 4.214822e-05 5.607002e-03 6.424690e+03 3.319955e+01 1.031222e+00
3.540000e+04 1.815599e-02 6.918279e-06 5.230360e-05 5.786301e-03 6.476147e+03 3.315054e+01 1.031268e+00
3.550000e+04 1.964096e-02 6.543907e-06 5.624707e-05 5.572446e-03 6.193086e+03 3.116157e+01 1.033327e+00
3.560000e+04 1.574299e-02 7.421624e-06 9.874225e-05 5.803489e-03 6.281824e+03 3.063439e+01 1.033915e+00
3.570000e+04 1.602455e-02 7.768931e-06 1.711131e-04 5.562312e-03 6.390550e+03 3.151278e+01 1.032940e+00
3.580000e+04 1.740662e-02 7.186130e-06 2.723656e-04 5.764745e-03 6.526382e+03 3.066974e+01 1.033868e+00
3.590000e+04 1.470476e-02 4.991225e-06 7.487291e-05 5.499100e-03 6.388868e+03 3.130962e+01 1.033160e+00
3.600000e+04 1.717782e-02 7.152782e-06 1.532673e-04 5.597716e-03 6.302263e+03 3.150610e+01 1.032950e+00
3.610000e+04 1.737471e-02 7.677494e-06 1.307799e-04 5.647248e-03 6.761496e+03 3.469896e+01 1.029831e+00
3.620000e+04 1.472226e-02 7.506761e-06 1.030596e-04 5.692063e-03 6.105012e+03 3.084126e+01 1.033686e+00
3.630000e+04 2.034360e-02 9.547737e-06 5.719825e-05 5.576680e-03 6.263274e+03 3.331891e+01 1.031111e+00
3.640000e+04 2.035099e-02 7.527328e-06 1.103256e-04 5.661865e-03 6.188540e+03 3.206187e+01 1.032366e+00
3.650000e+04 1.761832e-02 6.758692e-06 7.048322e-05 5.765989e-03 6.650956e+03 3.206627e+01 1.032349e+00
3.660000e+04 2.134749e-02 1.059209e-05 1.407753e-04 5.573536e-03 5.912378e+03 2.832686e+01 1.036776e+00
3.670000e+04 1.722248e-02 5.981743e-06 2.432620e-04 5.719941e-03 6.071508e+03 3.085730e+01 1.033669e+00
3.680000e+04 2.252373e-02 6.457485e-06 6.343696e-05 5.534691e-03 6.097560e+03 3.033819e+01 1.034261e+00
3.690000e+04 2.036089e-02 7.225141e-06 9.465992e-05 5.523408e-03 5.826810e+03 2.792221e+01 1.037329e+00
3.700000e+04 1.708021e-02 7.348154e-06 1.329462e-04 5.570873e-03 6.271633e+03 3.145029e+01 1.033011e+00
3.710000e+04 1.336503e-02 7.943821e-06 5.894309e-05 5.740300e-03 6.151973e+03 3.166421e+01 1.032785e+00
3.720000e+04 1.731203e-02 7.073280e-06 7.316436e-05 5.553101e-03 6.062350e+03 3.028156e+01 1.034328e+00
3.730000e+04 1.453642e-02 7.299596e-06 4.399709e-05 5.447345e-03 6.126116e+03 2.952802e+01 1.035228e+00
3.740000e+04 1.750862e-02 9.293672e-06 5.253813e-05 5.735780e-03 5.909480e+03 3.175776e+01 1.032693e+00
3.750000e+04 1.903173e-02 7.905786e-06 1.148036e-04 5.403274e-03 6.452778e+03 3.338150e+01 1.031047e+00
3.760000e+04 1.898497e-02 6.967011e-06 7.039574e-05 5.543954e-03 6.139311e+03 3.053750e+01 1.034029e+00
3.770000e+04 1.837483e-02 5.162063e-06 6.662558e-05 5.358068e-03 6.043023e+03 3.041068e+01 1.034178e+00
3.780000e+04 2.240213e-02 6.391686e-06 1.543505e-04 5.493015e-03 6.275148e+03 3.065996e+01 1.033886e+00
3.790000e+04 1.668346e-02 7.169709e-06 4.301920e-04 5.542115e-03 6.468995e+03 3.311925e+01 1.031298e+00
3.800000e+04 1.785075e-02 6.383320e-06 4.860878e-05 5.334186e-03 6.280428e+03 3.087757e+01 1.033640e+00
3.810000e+04 1.512762e-02 6.590848e-06 6.922874e-05 5.529778e-03 6.098334e+03 3.230873e+01 1.032115e+00
3.820000e+04 1.345232e-02 9.120977e-06 9.042114e-05 5.609236e-03 5.988723e+03 2.989254e+01 1.034790e+00
3.830000e+04 1.596839e-02 6.079642e-06 5.260714e-05 5.437569e-03 6.089068e+03 3.247868e+01 1.031942e+00
3.840000e+04 1.460406e-02 8.387164e-06 1.172455e-04 5.711073e-03 6.059000e+03 3.058921e+01 1.033973e+00
3.850000e+04 1.573380e-02 6.247360e-06 6.479086e-05 5.428962e-03 6.691612e+03 3.518880e+01 1.029408e+00
3.860000e+04 1.713396e-02 5.735376e-06 7.357385e-05 5.504183e-03 6.055958e+03 3.052645e+01 1.034045e+00
3.870000e+04 1.389012e-02 6.145972e-06 5.402979e-05 5.447035e-03 5.896249e+03 3.006717e+01 1.034585e+00
3.880000e+04 1.347291e-02 7.017694e-06 5.715866e-05 5.436955e-03 6.093158e+03 3.138187e+01 1.033090e+00
3.890000e+04 1.924766e-02 7.919138e-06 7.106996e-05 5.351656e-03 6.192247e+03 3.029663e+01 1.034306e+00
3.900000e+04 1.410463e-02 7.576851e-06 2.001810e-04 5.521667e-03 6.199020e+03 3.190807e+01 1.032526e+00
3.910000e+04 1.316486e-02 7.169292e-06 3.991869e-05 5.573066e-03 6.497866e+03 3.354814e+01 1.030887e+00
3.920000e+04 1.508983e-02 5.882488e-06 3.596457e-05 5.352513e-03 6.343229e+03 3.256073e+01 1.031853e+00
3.930000e+04 1.815259e-02 5.891436e-06 5.817459e-05 5.455493e-03 6.025000e+03 3.135607e+01 1.033119e+00
3.940000e+04 1.981183e-02 6.006368e-06 1.015274e-04 5.375601e-03 6.428508e+03 3.343554e+01 1.030996e+00
3.950000e+04 1.826304e-02 5.719797e-06 7.994284e-05 5.476080e-03 6.078215e+03 3.099441e+01 1.033515e+00
3.960000e+04 1.578237e-02 6.212781e-06 6.158216e-05 5.250803e-03 5.962386e+03 2.961814e+01 1.035123e+00
3.970000e+04 1.448056e-02 7.474187e-06 5.923504e-05 5.414358e-03 5.869307e+03 3.108770e+01 1.033418e+00
3.980000e+04 2.104146e-02 5.593668e-06 5.552382e-05 5.515099e-03 6.105210e+03 2.876268e+01 1.036195e+00
3.990000e+04 1.731665e-02 6.109475e-06 1.480066e-04 5.431109e-03 5.741118e+03 3.036168e+01 1.034244e+00
4.000000e+04 1.560399e-02 5.843298e-06 4.387492e-05 5.379104e-03 6.407329e+03 3.085637e+01 1.033660e+00
4.010000e+04 1.715860e-02 5.650769e-06 8.326241e-05 5.400356e-03 6.309376e+03 3.310413e+01 1.031317e+00
4.020000e+04 1.429875e-02 9.562566e-06 1.017419e-04 5.334548e-03 6.100328e+03 2.930518e+01 1.035505e+00
4.030000e+04 1.559372e-02 5.393917e-06 5.030366e-05 5.258707e-03 6.051525e+03 2.806350e+01 1.037128e+00
4.040000e+04 1.243551e-02 6.527738e-06 6.705307e-05 5.319069e-03 6.006489e+03 3.206311e+01 1.032370e+00
4.050000e+04 1.394781e-02 5.688496e-06 1.241941e-04 5.331758e-03 6.117775e+03 3.046597e+01 1.034112e+00
4.060000e+04 1.328516e-02 5.826433e-06 9.252533e-05 5.290963e-03 5.888521e+03 2.974080e+01 1.034976e+00
4.070000e+04 1.201007e-02 5.136309e-06 7.712536e-05 5.230304e-03 6.102113e+03 3.072267e+01 1.033819e+00
4.080000e+04 1.281741e-02 5.246525e-06 9.640060e-05 5.323185e-03 6.112488e+03 3.077093e+01 1.033765e+00
4.090000e+04 1.378282e-02 7.690554e-06 6.642596e-05 5.320900e-03 6.261363e+03 3.260730e+01 1.031808e+00
4.100000e+04 1.388373e-02 8.517471e-06 5.106335e-05 5.368310e-03 5.868545e+03 3.060974e+01 1.033955e+00
4.110000e+04 1.445455e-02 7.017694e-06 4.874525e-05 5.329723e-03 6.123642e+03 3.055776e+01 1.034007e+00
4.120000e+04 1.227588e-02 6.164761e-06 8.972098e-05 5.331209e-03 6.378572e+03 3.319087e+01 1.031231e+00
4.130000e+04 1.297764e-02 4.872180e-06 5.488289e-05 5.344490e-03 5.858763e+03 3.012849e+01 1.034513e+00
4.140000e+04 1.429738e-02 7.202523e-06 6.301925e-05 5.354260e-03 6.289586e+03 3.324488e+01 1.031182e+00
4.150000e+04 1.563881e-02 6.057051e-06 5.295065e-05 5.292342e-03 6.375603e+03 3.054473e+01 1.034015e+00
4.160000e+04 1.890888e-02 6.748002e-06 4.928529e-05 5.388129e-03 6.617546e+03 3.362309e+01 1.030814e+00
4.170000e+04 1.160961e-02 6.590865e-06 9.339060e-05 5.323468e-03 5.999044e+03 3.031431e+01 1.034291e+00
4.180000e+04 1.301555e-02 6.331418e-06 4.495719e-05 5.290643e-03 5.903163e+03 3.085914e+01 1.033672e+00
4.190000e+04 1.419414e-02 5.179766e-06 6.560326e-05 5.290972e-03 5.985473e+03 3.113470e+01 1.033363e+00
4.200000e+04 1.437793e-02 6.610780e-06 6.512651e-05 5.313452e-03 6.326729e+03 3.038655e+01 1.034198e+00
4.210000e+04 1.560740e-02 7.782482e-06 6.425834e-05 5.376188e-03 5.855036e+03 2.998209e+01 1.034687e+00
4.220000e+04 1.493673e-02 5.472542e-06 5.430705e-05 5.296246e-03 6.618178e+03 3.492436e+01 1.029637e+00
4.230000e+04 1.307177e-02 7.315149e-06 8.153334e-05 5.273899e-03 6.058642e+03 2.968720e+01 1.035036e+00
4.240000e+04 1.257605e-02 7.415817e-06 4.800106e-05 5.325613e-03 5.701702e+03 2.833965e+01 1.036765e+00
4.250000e+04 1.371810e-02 8.843867e-06 1.062542e-04 5.296525e-03 6.354994e+03 3.190205e+01 1.032528e+00
4.260000e+04 1.510885e-02 5.807154e-06 4.451000e-05 5.214378e-03 5.745115e+03 2.786469e+01 1.037411e+00
4.270000e+04 1.072269e-02 6.027875e-06 4.697690e-05 5.159098e-03 6.369993e+03 3.147105e+01 1.032986e+00
4.280000e+04 1.849984e-02 5.014720e-06 7.330820e-05 5.282210e-03 6.335011e+03 2.993541e+01 1.034729e+00
4.290000e+04 1.334784e-02 6.098604e-06 6.926323e-05 5.175018e-03 6.235976e+03 3.204542e+01 1.032382e+00
4.300000e+04 1.247318e-02 6.787168e-06 3.383701e-05 5.194042e-03 5.762619e+03 2.666549e+01 1.039150e+00
