# iteration  lambda_u  lambda_ut  lambda_r
3.600000e+04 6.302263e+03 3.150610e+01 1.032950e+00
3.610000e+04 6.761496e+03 3.469896e+01 1.029831e+00
3.620000e+04 6.105012e+03 3.084126e+01 1.033686e+00
3.630000e+04 6.263274e+03 3.331891e+01 1.031111e+00
3.640000e+04 6.188540e+03 3.206187e+01 1.032366e+00
3.650000e+04 6.650956e+03 3.206627e+01 1.032349e+00
3.660000e+04 5.912378e+03 2.832686e+01 1.036776e+00
3.670000e+04 6.071508e+03 3.085730e+01 1.033669e+00
3.680000e+04 6.097560e+03 3.033819e+01 1.034261e+00
3.690000e+04 5.826810e+03 2.792221e+01 1.037329e+00
3.700000e+04 6.271633e+03 3.145029e+01 1.033011e+00
3.710000e+04 6.151973e+03 3.166421e+01 1.032785e+00
3.720000e+04 6.062350e+03 3.028156e+01 1.034328e+00
3.730000e+04 6.126116e+03 2.952802e+01 1.035228e+00
3.740000e+04 5.909480e+03 3.175776e+01 1.032693e+00
3.750000e+04 6.452778e+03 3.338150e+01 1.031047e+00
3.760000e+04 6.139311e+03 3.053750e+01 1.034029e+00
3.770000e+04 6.043023e+03 3.041068e+01 1.034178e+00
3.780000e+04 6.275148e+03 3.065996e+01 1.033886e+00
3.790000e+04 6.468995e+03 3.311925e+01 1.031298e+00
3.800000e+04 6.280428e+03 3.087757e+01 1.033640e+00
3.810000e+04 6.098334e+03 3.230873e+01 1.032115e+00
3.820000e+04 5.988723e+03 2.989254e+01 1.034790e+00
3.830000e+04 6.089068e+03 3.247868e+01 1.031942e+00
3.840000e+04 6.059000e+03 3.058921e+01 1.033973e+00
3.850000e+04 6.691612e+03 3.518880e+01 1.029408e+00
3.860000e+04 6.055958e+03 3.052645e+01 1.034045e+00
3.870000e+04 5.896249e+03 3.006717e+01 1.034585e+00
3.880000e+04 6.093158e+03 3.138187e+01 1.033090e+00
3.890000e+04 6.192247e+03 3.029663e+01 1.034306e+00
3.900000e+04 6.199020e+03 3.190807e+01 1.032526e+00
3.910000e+04 6.497866e+03 3.354814e+01 1.030887e+00
3.920000e+04 6.343229e+03 3.256073e+01 1.031853e+00
3.930000e+04 6.025000e+03 3.135607e+01 1.033119e+00
3.940000e+04 6.428508e+03 3.343554e+01 1.030996e+00
3.950000e+04 6.078215e+03 3.099441e+01 1.033515e+00
3.960000e+04 5.962386e+03 2.961814e+01 1.035123e+00
3.970000e+04 5.869307e+03 3.108770e+01 1.033418e+00
3.980000e+04 6.105210e+03 2.876268e+01 1.036195e+00
3.990000e+04 5.741118e+03 3.036168e+01 1.034244e+00
4.000000e+04 6.407329e+03 3.085637e+01 1.033660e+00
4.010000e+04 6.309376e+03 3.310413e+01 1.031317e+00
4.020000e+04 6.100328e+03 2.930518e+01 1.035505e+00
4.030000e+04 6.051525e+03 2.806350e+01 1.037128e+00
4.040000e+04 6.006489e+03 3.206311e+01 1.032370e+00
4.050000e+04 6.117775e+03 3.046597e+01 1.034112e+00
4.060000e+04 5.888521e+03 2.974080e+01 1.034976e+00
4.070000e+04 6.102113e+03 3.072267e+01 1.033819e+00
4.080000e+04 6.112488e+03 3.077093e+01 1.033765e+00
4.090000e+04 6.261363e+03 3.260730e+01 1.031808e+00
4.100000e+04 5.868545e+03 3.060974e+01 1.033955e+00
4.110000e+04 6.123642e+03 3.055776e+01 1.034007e+00
4.120000e+04 6.378572e+03 3.319087e+01 1.031231e+00
4.130000e+04 5.858763e+03 3.012849e+01 1.034513e+00
4.140000e+04 6.289586e+03 3.324488e+01 1.031182e+00
4.150000e+04 6.375603e+03 3.054473e+01 1.034015e+00
4.160000e+04 6.617546e+03 3.362309e+01 1.030814e+00
4.170000e+04 5.999044e+03 3.031431e+01 1.034291e+00
4.180000e+04 5.903163e+03 3.085914e+01 1.033672e+00
4.190000e+04 5.985473e+03 3.113470e+01 1.033363e+00
4.200000e+04 6.326729e+03 3.038655e+01 1.034198e+00
4.210000e+04 5.855036e+03 2.998209e+01 1.034687e+00
4.220000e+04 6.618178e+03 3.492436e+01 1.029637e+00
4.230000e+04 6.058642e+03 2.968720e+01 1.035036e+00
4.240000e+04 5.701702e+03 2.833965e+01 1.036765e+00
4.250000e+04 6.354994e+03 3.190205e+01 1.032528e+00
4.260000e+04 5.745115e+03 2.786469e+01 1.037411e+00
4.270000e+04 6.369993e+03 3.147105e+01 1.032986e+00
4.280000e+04 6.335011e+03 2.993541e+01 1.034729e+00
4.290000e+04 6.235976e+03 3.204542e+01 1.032382e+00
4.300000e+04 5.762619e+03 2.666549e+01 1.039150e+00
4.310000e+04 6.599352e+03 3.259352e+01 1.031813e+00
