# epoch	total_loss	mse_cont	mse_mom_x	mse_mom_y	mse_bc	l2_u	l2_v	l2_p
3.43000000e+04	2.76607083e-04	2.81519406e-05	4.03132617e-05	2.60420020e-05	1.82099888e-04	4.12173457e-02	4.70849052e-02	6.40658736e-02
3.44000000e+04	1.69935782e-04	3.07553637e-05	4.44750658e-05	2.77452818e-05	6.69600704e-05	3.06542795e-02	5.93651384e-02	6.39950782e-02
3.45000000e+04	3.51618219e-04	3.45705230e-05	5.87770046e-05	2.97114311e-05	2.28559249e-04	3.66985500e-02	4.96049337e-02	6.57845885e-02
3.46000000e+04	4.23921621e-04	4.19542703e-05	5.24315328e-05	2.39889887e-05	3.05546826e-04	2.81928740e-02	4.78475802e-02	6.32596388e-02
3.47000000e+04	5.26870135e-04	3.12307529e-05	6.62910679e-05	3.05997710e-05	3.98748554e-04	4.03005555e-02	7.12708533e-02	6.58243299e-02
3.48000000e+04	5.71297365e-04	3.07042756e-05	6.03470544e-05	4.03785452e-05	4.39867494e-04	3.38783748e-02	5.27285971e-02	6.80409968e-02
3.49000000e+04	4.02863661e-04	3.19927531e-05	6.45123582e-05	3.09663301e-05	2.75392231e-04	3.83928418e-02	5.45872152e-02	6.05438612e-02
3.50000000e+04	2.06500466e-04	2.66101888e-05	3.39152793e-05	2.25533186e-05	1.23421676e-04	3.41353230e-02	5.00447713e-02	5.90506978e-02
3.51000000e+04	1.88167265e-04	3.20942381e-05	4.43672689e-05	2.53792823e-05	8.63264795e-05	2.67199520e-02	4.61184867e-02	6.38584569e-02
3.52000000e+04	2.05674465e-03	7.49784813e-05	7.35869762e-05	4.00519784e-05	1.86812715e-03	2.37872116e-02	4.61676903e-02	5.89758903e-02
3.53000000e+04	1.46232051e-04	2.90875196e-05	3.63519284e-05	2.68808744e-05	5.39117318e-05	3.15481573e-02	4.75276299e-02	6.18095584e-02
3.54000000e+04	2.15854190e-04	3.30194162e-05	4.60380143e-05	2.33290757e-05	1.13467686e-04	3.17339636e-02	5.48962653e-02	6.61570504e-02
3.55000000e+04	4.22742218e-04	3.19426326e-05	4.26315346e-05	3.44158507e-05	3.13752185e-04	3.63010168e-02	6.97592199e-02	6.51464984e-02
3.56000000e+04	3.35085730e-04	3.32462296e-05	7.46962323e-05	4.17250194e-05	1.85418263e-04	3.20067815e-02	6.09399788e-02	6.36349767e-02
3.57000000e+04	2.87257892e-04	3.81216050e-05	4.74848021e-05	2.83130903e-05	1.73338383e-04	2.97161546e-02	4.82314937e-02	6.07824586e-02
3.58000000e+04	3.34146112e-04	3.20176296e-05	7.03297774e-05	4.61141426e-05	1.85684563e-04	3.36148329e-02	8.07931945e-02	6.60271123e-02
3.59000000e+04	3.03390523e-04	3.77106335e-05	5.14385210e-05	3.47554960e-05	1.79485869e-04	2.35864390e-02	4.87846024e-02	5.84417246e-02
3.60000000e+04	1.98638518e-04	2.96675880e-05	6.80941594e-05	3.52594798e-05	6.56172924e-05	2.89117098e-02	4.96386252e-02	6.21967129e-02
3.61000000e+04	3.22749256e-04	3.46768502e-05	4.57182250e-05	4.42804194e-05	1.98073772e-04	2.98540145e-02	5.18781208e-02	5.92439063e-02
3.62000000e+04	6.09105453e-04	3.02056815e-05	4.07402040e-05	2.68832446e-05	5.11276303e-04	3.53883170e-02	4.45268415e-02	6.50850460e-02
3.63000000e+04	7.72183412e-04	6.15193203e-05	1.03906059e-04	4.25724465e-05	5.64185611e-04	2.01798286e-02	5.08043729e-02	6.05907254e-02
3.64000000e+04	1.45171900e-04	2.45108276e-05	3.51959097e-05	2.10776088e-05	6.43875537e-05	3.22503857e-02	6.06936142e-02	6.24401011e-02
3.65000000e+04	4.48801264e-04	5.35315739e-05	7.61467527e-05	4.92427025e-05	2.69880227e-04	2.30651200e-02	5.79193644e-02	6.16182834e-02
3.66000000e+04	2.65437644e-04	3.51051895e-05	4.93940643e-05	4.93411026e-05	1.31597291e-04	3.35075855e-02	5.06120697e-02	6.30694628e-02
3.67000000e+04	3.40159051e-04	3.14643985e-05	5.89407719e-05	2.96409926e-05	2.20112881e-04	3.45129445e-02	5.21917082e-02	6.44161925e-02
3.68000000e+04	1.96235778e-04	2.96584603e-05	5.22169466e-05	4.01178368e-05	7.42425327e-05	3.18766236e-02	4.74549271e-02	6.44235462e-02
3.69000000e+04	3.19434272e-04	2.53655126e-05	4.39835785e-05	2.77951294e-05	2.22290051e-04	3.85258533e-02	4.39282730e-02	6.51698858e-02
3.70000000e+04	2.98124331e-04	4.52653221e-05	8.44562528e-05	3.85667190e-05	1.29836058e-04	2.74161510e-02	7.24469945e-02	6.14795461e-02
3.71000000e+04	2.05143209e-04	3.14147765e-05	3.75352429e-05	2.19356079e-05	1.14257571e-04	2.79960576e-02	4.56621908e-02	6.11359291e-02
3.72000000e+04	3.30628071e-04	4.12335539e-05	8.01080823e-05	2.98012728e-05	1.79485141e-04	3.30952741e-02	6.65630475e-02	6.31545037e-02
3.73000000e+04	2.62113434e-04	4.06103500e-05	5.69712975e-05	3.38383870e-05	1.30693399e-04	2.96443477e-02	7.24020153e-02	6.39515892e-02
3.74000000e+04	2.12563944e-04	3.81363207e-05	5.85181624e-05	2.91884498e-05	8.67210183e-05	2.83930600e-02	6.34236559e-02	6.12158775e-02
3.75000000e+04	1.27108957e-04	2.32541224e-05	3.17836166e-05	2.17903216e-05	5.02809016e-05	3.17851119e-02	4.55514975e-02	6.07188530e-02
3.76000000e+04	2.54581973e-04	2.73766273e-05	6.67765635e-05	5.11340113e-05	1.09294786e-04	2.88085826e-02	4.79058400e-02	5.59890456e-02
3.77000000e+04	2.98380590e-04	3.09385723e-05	4.41657430e-05	4.41056436e-05	1.79170631e-04	3.31340320e-02	4.90554497e-02	7.09664300e-02
3.78000000e+04	2.57417210e-04	2.67303694e-05	5.68709002e-05	3.84139094e-05	1.35402035e-04	2.96248309e-02	6.14478290e-02	6.06998764e-02
3.79000000e+04	3.29577510e-04	3.41131781e-05	4.01343714e-05	4.39630276e-05	2.11366932e-04	3.14745679e-02	4.90141101e-02	6.23556077e-02
3.80000000e+04	3.60130914e-04	3.16975456e-05	5.27373595e-05	4.60031479e-05	2.29692872e-04	3.62433791e-02	4.98151407e-02	5.96651398e-02
3.81000000e+04	2.37117114e-04	3.55193260e-05	3.74292249e-05	1.97041172e-05	1.44464444e-04	2.47283801e-02	5.29197454e-02	6.01029806e-02
3.82000000e+04	2.95930222e-04	3.50926675e-05	5.38188142e-05	3.17943086e-05	1.75224428e-04	2.59730015e-02	5.11318669e-02	5.63432723e-02
3.83000000e+04	2.23475596e-04	2.36925480e-05	2.96484341e-05	2.04153348e-05	1.49719272e-04	3.11419331e-02	4.49378863e-02	5.54750673e-02
3.84000000e+04	1.72523025e-04	2.82773344e-05	5.57430722e-05	2.47979151e-05	6.37047124e-05	2.94540040e-02	6.11960217e-02	6.02944307e-02
3.85000000e+04	2.32300663e-04	2.79078722e-05	5.11999169e-05	3.05688664e-05	1.22624013e-04	3.72644328e-02	5.46355844e-02	5.96333332e-02
3.86000000e+04	3.37338482e-04	2.57390948e-05	5.78651416e-05	2.44239654e-05	2.29310288e-04	3.90788913e-02	5.81083708e-02	5.92969880e-02
3.87000000e+04	1.88214501e-04	2.58317887e-05	4.84387019e-05	3.00315678e-05	8.39124332e-05	3.23712230e-02	5.21666035e-02	5.89518361e-02
3.88000000e+04	1.21865720e-04	2.11648967e-05	3.07286064e-05	2.14551383e-05	4.85170822e-05	3.02086677e-02	4.61658314e-02	5.74820638e-02
3.89000000e+04	3.20588617e-04	2.44659532e-05	5.18362795e-05	3.04319401e-05	2.13854451e-04	3.38428169e-02	6.98598102e-02	5.70669845e-02
3.90000000e+04	2.59265187e-04	2.90364496e-05	5.54027138e-05	2.20559505e-05	1.52770066e-04	3.55547890e-02	5.59647866e-02	6.05019964e-02
3.91000000e+04	4.51900181e-04	2.61071073e-05	4.83385666e-05	2.73385285e-05	3.50115995e-04	3.48701812e-02	5.01206256e-02	6.07419647e-02
3.92000000e+04	2.82459892e-04	4.37695016e-05	4.82944597e-05	3.18707571e-05	1.58525174e-04	2.65897643e-02	4.73424532e-02	5.83877601e-02
3.93000000e+04	2.18581583e-04	2.73388232e-05	7.67505844e-05	2.73438545e-05	8.71483280e-05	2.96128746e-02	6.28615394e-02	5.84946126e-02
3.94000000e+04	1.85315148e-04	3.08504641e-05	5.55990191e-05	2.74945378e-05	7.13711124e-05	2.89080087e-02	5.59823029e-02	5.92086054e-02
3.95000000e+04	2.09782913e-04	3.02403896e-05	4.40227341e-05	2.05902834e-05	1.14929499e-04	3.06411926e-02	4.78827208e-02	6.10912032e-02
3.96000000e+04	1.64790836e-04	2.64392729e-05	4.70900304e-05	2.60491634e-05	6.52123781e-05	2.71096360e-02	5.30949533e-02	5.82136139e-02
3.97000000e+04	2.02676543e-04	2.73920759e-05	5.87497088e-05	2.72325160e-05	8.93022443e-05	2.46683806e-02	6.54537156e-02	6.01827577e-02
3.98000000e+04	3.26951529e-04	2.73853948e-05	4.00933277e-05	2.72969028e-05	2.32175895e-04	3.69007662e-02	4.52977158e-02	6.14069402e-02
3.99000000e+04	3.66766530e-04	2.80762670e-05	6.82617901e-05	3.35749282e-05	2.36853550e-04	3.20228823e-02	5.03101461e-02	6.62619695e-02
4.00000000e+04	3.31229006e-04	2.46549935e-05	3.78815748e-05	2.38142657e-05	2.44878174e-04	3.04643027e-02	4.88444269e-02	6.17770590e-02
4.01000000e+04	2.48118275e-04	3.11863114e-05	3.98208540e-05	2.57139673e-05	1.51397137e-04	2.47895084e-02	4.85392921e-02	5.68292327e-02
4.02000000e+04	5.12656639e-04	6.11171781e-05	4.60012961e-05	2.95642549e-05	3.75973905e-04	2.44625844e-02	4.42942046e-02	5.77259734e-02
4.03000000e+04	5.49234916e-04	4.41641387e-05	5.79910193e-05	3.50854862e-05	4.11994261e-04	2.61730496e-02	5.95824681e-02	6.06455728e-02
4.04000000e+04	2.33917846e-04	2.95149439e-05	3.55014345e-05	1.94315253e-05	1.49469939e-04	2.50850748e-02	4.70135026e-02	5.67303970e-02
4.05000000e+04	4.22561250e-04	2.75463626e-05	4.34185094e-05	2.50783251e-05	3.26518057e-04	3.16552036e-02	4.71257456e-02	6.44292906e-02
4.06000000e+04	2.29596408e-04	3.09245188e-05	6.28731868e-05	2.59791541e-05	1.09819550e-04	2.60061715e-02	5.95836304e-02	5.81120178e-02
4.07000000e+04	2.29438388e-04	3.25799992e-05	4.74271474e-05	2.75953407e-05	1.21835896e-04	2.62522716e-02	5.08410633e-02	5.71048483e-02
4.08000000e+04	1.14502705e-04	2.34547006e-05	2.98928844e-05	2.09381869e-05	4.02169353e-05	2.79513877e-02	4.46409918e-02	5.64437434e-02
4.09000000e+04	2.33208033e-04	2.50016565e-05	3.38333193e-05	2.02573392e-05	1.54115725e-04	2.51367968e-02	4.43059616e-02	5.70800379e-02
4.10000000e+04	3.30825394e-04	2.88611700e-05	4.08213018e-05	3.69522604e-05	2.24190677e-04	2.22848896e-02	4.34579588e-02	5.42949103e-02
4.11000000e+04	1.40923454e-04	2.30643891e-05	3.17550694e-05	2.71932804e-05	5.89107112e-05	3.00955325e-02	4.60460186e-02	5.70366271e-02
4.12000000e+04	1.04989519e-03	4.92554573e-05	7.27708029e-05	5.37996275e-05	8.74069287e-04	2.75760442e-02	5.11009656e-02	5.65541573e-02
4.13000000e+04	4.97449422e-04	3.59175683e-05	8.79601066e-05	6.96250645e-05	3.03946726e-04	3.04574650e-02	6.17778525e-02	5.94180822e-02
4.14000000e+04	3.21669853e-04	2.76041737e-05	5.46857700e-05	2.11674142e-05	2.18212503e-04	3.13084461e-02	5.23720831e-02	6.00861423e-02
4.15000000e+04	4.22396522e-04	2.41801190e-05	5.44680224e-05	2.63668026e-05	3.17381578e-04	2.72348728e-02	6.42188266e-02	5.14635779e-02
4.16000000e+04	2.63666996e-04	3.13902674e-05	6.59237194e-05	3.30202165e-05	1.33332796e-04	2.49174275e-02	4.91885766e-02	5.90429902e-02
4.17000000e+04	1.93380460e-04	2.30470469e-05	3.76715216e-05	2.14467636e-05	1.11215122e-04	3.19748074e-02	4.52087782e-02	5.76121844e-02
4.18000000e+04	2.70759047e-04	2.37789609e-05	6.74654439e-05	2.48551059e-05	1.54659530e-04	3.11950147e-02	6.56484738e-02	5.72336577e-02
4.19000000e+04	3.21389845e-04	2.83114659e-05	5.07109944e-05	3.18252351e-05	2.10542159e-04	2.97544226e-02	4.99403477e-02	5.75342700e-02
4.20000000e+04	1.49339670e-04	2.57875854e-05	3.33943535e-05	2.88651099e-05	6.12926233e-05	2.20366195e-02	5.42779267e-02	5.70080057e-02
4.21000000e+04	2.40813009e-04	2.85164879e-05	4.81873903e-05	2.24601135e-05	1.41649012e-04	2.31357310e-02	5.03606200e-02	5.26900813e-02
4.22000000e+04	2.00943905e-04	2.44461971e-05	3.69519403e-05	3.27558373e-05	1.06789936e-04	3.52090821e-02	4.60393503e-02	6.61728233e-02
4.23000000e+04	2.79726810e-04	2.76653172e-05	5.58526335e-05	2.66462685e-05	1.69562598e-04	2.93736607e-02	4.90968041e-02	5.93778268e-02
4.24000000e+04	1.98426045e-04	2.08985075e-05	6.36042023e-05	2.60542020e-05	8.78691426e-05	2.62695756e-02	8.32091644e-02	5.65825142e-02
4.25000000e+04	5.02422918e-04	4.08395026e-05	4.55981790e-05	2.49187306e-05	3.91066482e-04	2.09458340e-02	4.73724119e-02	5.41338772e-02
4.26000000e+04	1.19318618e-04	1.92256684e-05	3.55840311e-05	2.34794315e-05	4.10294888e-05	2.64745317e-02	4.98911999e-02	5.53502999e-02
4.27000000e+04	1.91737316e-04	3.05124813e-05	3.63438485e-05	2.68908880e-05	9.79900942e-05	2.27603149e-02	5.01612946e-02	5.68961427e-02
4.28000000e+04	2.58181768e-04	2.46912623e-05	5.76823404e-05	2.19730573e-05	1.53835121e-04	2.56172456e-02	6.49700835e-02	5.77098429e-02
4.29000000e+04	4.25530510e-04	3.16551850e-05	5.38466484e-05	3.22632004e-05	3.07765469e-04	2.26718653e-02	4.50911485e-02	5.87298088e-02
4.30000000e+04	1.18989949e-04	2.24939286e-05	3.36350677e-05	1.76968897e-05	4.51640626e-05	2.86875926e-02	5.00337705e-02	5.58084771e-02
4.31000000e+04	2.73632293e-04	3.56909368e-05	4.69388178e-05	2.98824816e-05	1.61120057e-04	2.66892295e-02	4.64334041e-02	5.88347502e-02
4.32000000e+04	2.73697806e-04	2.51040219e-05	3.93581686e-05	2.43550621e-05	1.84880555e-04	2.82581914e-02	4.50180098e-02	5.55491075e-02
4.33000000e+04	1.82867749e-04	2.19929116e-05	4.09076783e-05	2.34344170e-05	9.65327490e-05	2.98608672e-02	6.24356568e-02	5.44691682e-02
4.34000000e+04	2.52925529e-04	3.03805737e-05	3.17042468e-05	2.56869989e-05	1.65153717e-04	2.50118021e-02	4.80118431e-02	5.44803105e-02
4.35000000e+04	1.94889057e-04	2.56853036e-05	3.32941127e-05	2.38917019e-05	1.12017937e-04	3.03273126e-02	4.68972772e-02	5.62714152e-02
4.36000000e+04	2.89057760e-04	3.12887350e-05	4.03174345e-05	3.86324828e-05	1.78819115e-04	2.55622286e-02	4.35962975e-02	5.29788509e-02
4.37000000e+04	1.54318637e-04	2.80077547e-05	4.71140920e-05	2.97292918e-05	4.94675114e-05	2.69254092e-02	5.85913770e-02	5.48253953e-02
4.38000000e+04	4.32925532e-04	4.17919327e-05	1.15001822e-04	4.58947761e-05	2.30236998e-04	2.12099496e-02	5.05033955e-02	5.69504388e-02
4.39000000e+04	2.56882340e-04	3.16343830e-05	5.60410845e-05	2.34053878e-05	1.45801474e-04	2.20320728e-02	5.36573976e-02	5.42502590e-02
4.40000000e+04	1.73038192e-04	2.04039843e-05	2.90225744e-05	2.31161357e-05	1.00495497e-04	2.50373259e-02	4.36226428e-02	5.67819700e-02
4.41000000e+04	1.71536172e-04	2.78988828e-05	3.63073596e-05	1.91670715e-05	8.81628657e-05	2.41558254e-02	4.44470048e-02	5.71711138e-02
4.42000000e+04	3.76806594e-04	3.08069357e-05	5.10022874e-05	2.64996761e-05	2.68497679e-04	3.02211065e-02	5.53069822e-02	5.52318171e-02
4.43000000e+04	1.78525719e-04	2.21651044e-05	3.73611256e-05	2.68503354e-05	9.21491519e-05	2.49941275e-02	5.31304143e-02	5.13981618e-02
4.44000000e+04	2.28367557e-04	2.14142165e-05	4.66496858e-05	2.69045904e-05	1.33399066e-04	2.65683457e-02	4.79626991e-02	5.83441295e-02
4.45000000e+04	2.34955834e-04	3.04805089e-05	4.25891849e-05	2.04558510e-05	1.41430297e-04	2.16141585e-02	4.58312333e-02	5.41452318e-02
4.46000000e+04	2.81285902e-04	2.90780918e-05	5.78249783e-05	2.43705199e-05	1.70012310e-04	2.37444565e-02	5.96569702e-02	5.09882346e-02
4.47000000e+04	2.20487302e-04	2.32101575e-05	4.85863020e-05	2.95874233e-05	1.19103410e-04	3.47524509e-02	7.14627728e-02	5.61521910e-02
4.48000000e+04	1.41583849e-04	2.30601745e-05	2.49478089e-05	1.74140878e-05	7.61617703e-05	2.43849326e-02	4.43874784e-02	5.72012775e-02
4.49000000e+04	1.35637310e-04	2.28549397e-05	2.88346728e-05	1.78091523e-05	6.61385420e-05	2.32357737e-02	4.22721691e-02	5.41699976e-02
4.50000000e+04	1.41666009e-04	1.96975761e-05	3.39313483e-05	1.83611828e-05	6.96758943e-05	3.09389271e-02	4.62420844e-02	5.68651743e-02
4.51000000e+04	2.21319351e-04	2.43077029e-05	3.96079849e-05	1.78807113e-05	1.39522963e-04	2.58244742e-02	5.96025698e-02	5.46615310e-02
4.52000000e+04	2.20325106e-04	3.23589120e-05	4.62010066e-05	2.31927988e-05	1.18572389e-04	2.26001348e-02	5.09436354e-02	5.82213067e-02
4.53000000e+04	2.17190129e-04	2.32796156e-05	3.63332510e-05	2.33067331e-05	1.34270522e-04	2.98171472e-02	5.04968278e-02	5.53198941e-02
4.54000000e+04	3.26099631e-04	2.16311273e-05	3.09188363e-05	1.99222031e-05	2.53627484e-04	3.01933214e-02	4.83358279e-02	5.80314547e-02
4.55000000e+04	1.69680774e-04	2.42054666e-05	3.39805956e-05	3.08567251e-05	8.06379830e-05	2.09415872e-02	4.20182273e-02	5.26587516e-02
4.56000000e+04	1.60457930e-04	2.69229859e-05	3.84829691e-05	3.40406732e-05	6.10112947e-05	2.43623499e-02	4.25113216e-02	5.37098199e-02
4.57000000e+04	4.30632150e-04	3.04934874e-05	5.21873444e-05	3.86378852e-05	3.09313444e-04	3.13619561e-02	4.25610617e-02	5.74213043e-02
4.58000000e+04	2.82750349e-04	3.19018400e-05	6.32276642e-05	2.56854801e-05	1.61935372e-04	2.59916466e-02	5.82460277e-02	5.11419624e-02
4.59000000e+04	1.70278957e-03	3.98082630e-05	6.40820363e-05	3.53663308e-05	1.56353298e-03	4.83035110e-02	5.63119426e-02	5.70966266e-02
4.60000000e+04	2.31023092e-04	2.51293241e-05	4.11651490e-05	3.11917283e-05	1.33536887e-04	2.91116368e-02	4.56012115e-02	5.36126159e-02
4.61000000e+04	1.58461058e-04	2.10258040e-05	3.95067909e-05	2.28801237e-05	7.50483450e-05	2.80334447e-02	4.28110734e-02	5.39199933e-02
4.62000000e+04	1.31083681e-04	2.32167349e-05	2.61998612e-05	2.43828508e-05	5.72842328e-05	2.48684958e-02	5.02043255e-02	5.66751510e-02
4.63000000e+04	2.48570723e-04	2.63190559e-05	3.17051599e-05	2.48019605e-05	1.65744554e-04	2.36943103e-02	4.38303761e-02	5.23472056e-02
4.64000000e+04	1.89956045e-04	1.93473297e-05	2.59636818e-05	1.97279023e-05	1.24917133e-04	2.91052591e-02	4.76818532e-02	5.57697415e-02
4.65000000e+04	1.00436431e-04	1.84846122e-05	2.32320417e-05	1.53165747e-05	4.34032008e-05	2.98136827e-02	4.33826223e-02	5.57139479e-02
4.66000000e+04	1.74289249e-04	2.42095175e-05	3.42099484e-05	1.95639404e-05	9.63058483e-05	2.51242220e-02	4.46392298e-02	5.48983254e-02
4.67000000e+04	3.70061985e-04	2.44767180e-05	4.44449070e-05	2.55644609e-05	2.75575905e-04	3.05553731e-02	5.47069311e-02	5.23175672e-02
4.68000000e+04	1.13616188e-04	2.37363329e-05	2.70349610e-05	1.71721549e-05	4.56727394e-05	2.44309157e-02	4.93701100e-02	5.36803938e-02
4.69000000e+04	2.86559574e-04	2.56965213e-05	4.81097668e-05	2.88731335e-05	1.83880155e-04	2.58040391e-02	4.89331000e-02	5.25783487e-02
4.70000000e+04	1.96046924e-04	2.36505839e-05	5.59447108e-05	2.63743223e-05	9.00772939e-05	2.37887055e-02	4.95553315e-02	5.13684936e-02
4.71000000e+04	4.27774241e-04	2.62277954e-05	6.19258644e-05	2.52479840e-05	3.14372592e-04	2.74586696e-02	5.26562296e-02	5.54755181e-02
4.72000000e+04	1.96562702e-04	1.88940248e-05	3.52716670e-05	1.99341412e-05	1.22462865e-04	2.56022010e-02	5.71607538e-02	5.01640216e-02
4.73000000e+04	1.55369984e-04	2.04300286e-05	2.38296616e-05	1.74790675e-05	9.36312208e-05	2.48642433e-02	4.12886441e-02	5.65507561e-02
4.74000000e+04	2.29016208e-04	2.89979507e-05	4.19959542e-05	2.95114933e-05	1.28510816e-04	3.45504470e-02	4.45298776e-02	5.16747013e-02
4.75000000e+04	3.91014240e-04	2.09857935e-05	2.92761015e-05	1.66733334e-05	3.24079010e-04	3.33965980e-02	4.32932489e-02	5.19434586e-02
4.76000000e+04	3.68873356e-04	2.89063737e-05	3.32124764e-05	2.51630172e-05	2.81591492e-04	2.34599244e-02	4.31715548e-02	5.12480587e-02
4.77000000e+04	9.86778905e-05	1.91216604e-05	2.97610750e-05	1.90014925e-05	3.07936607e-05	2.43682861e-02	4.32167538e-02	5.15441634e-02
4.78000000e+04	2.24725562e-04	2.34537692e-05	4.56737907e-05	3.05363719e-05	1.25061633e-04	2.58700568e-02	4.75819372e-02	5.02258316e-02
4.79000000e+04	2.52962229e-04	2.76755454e-05	4.25693506e-05	2.25111853e-05	1.60206138e-04	2.11042166e-02	4.36673835e-02	5.23747019e-02
4.80000000e+04	2.80134816e-04	2.03297350e-05	4.45592304e-05	1.83540124e-05	1.96891837e-04	2.95182690e-02	5.46969660e-02	5.67683317e-02
4.81000000e+04	3.40836908e-04	2.11420447e-05	4.19779681e-05	2.21464688e-05	2.55570427e-04	3.28872763e-02	7.15368390e-02	5.63968457e-02
4.82000000e+04	2.59336171e-04	2.57255961e-05	3.62289902e-05	2.10080125e-05	1.76373564e-04	2.55911313e-02	5.10104224e-02	5.66767678e-02
4.83000000e+04	2.25974771e-04	2.70172259e-05	3.30366493e-05	2.68666699e-05	1.39054217e-04	2.42039766e-02	4.28491160e-02	5.15246093e-02
4.84000000e+04	3.36276338e-04	2.79119067e-05	4.13167763e-05	2.05460692e-05	2.46501586e-04	2.73265876e-02	4.30462584e-02	5.49338572e-02
4.85000000e+04	1.84248376e-04	2.37153563e-05	3.41177765e-05	1.86530906e-05	1.07762156e-04	2.38949023e-02	4.35582399e-02	5.37806898e-02
4.86000000e+04	2.52211728e-04	2.73614496e-05	3.34646975e-05	2.00565537e-05	1.71329026e-04	2.06425879e-02	4.23840657e-02	5.35098910e-02
4.87000000e+04	1.31907349e-04	1.67423841e-05	2.98025298e-05	2.21689243e-05	6.31935109e-05	2.52612475e-02	4.93792072e-02	5.18113971e-02
4.88000000e+04	1.39174474e-04	2.47949029e-05	2.47453154e-05	2.34954896e-05	6.61387603e-05	2.29706969e-02	4.88313511e-02	5.03320470e-02
4.89000000e+04	3.86626052e-04	2.83806676e-05	3.66709210e-05	3.22033120e-05	2.89371150e-04	2.10020822e-02	4.60857749e-02	4.75356765e-02
4.90000000e+04	1.02688813e-04	1.84855344e-05	2.81831199e-05	1.83352640e-05	3.76848984e-05	2.66363770e-02	4.90062982e-02	5.28040268e-02
4.91000000e+04	1.82040181e-04	2.75498805e-05	5.26224612e-05	1.64436569e-05	8.54241807e-05	2.19262429e-02	5.76267056e-02	5.12535237e-02
4.92000000e+04	1.95501518e-04	2.12585928e-05	3.49376060e-05	2.39041674e-05	1.15401141e-04	2.76606083e-02	4.40717489e-02	5.22517897e-02
4.93000000e+04	4.52507957e-04	3.48492686e-05	4.06144027e-05	2.33671399e-05	3.53677140e-04	2.13023946e-02	4.52785715e-02	5.30991852e-02
4.94000000e+04	1.10294903e-04	1.74032230e-05	2.48955821e-05	1.41447181e-05	5.38513741e-05	2.40320433e-02	4.10192981e-02	5.21838441e-02
4.95000000e+04	1.30270710e-04	2.25732110e-05	2.68400545e-05	2.05616052e-05	6.02958426e-05	2.39568055e-02	5.75838834e-02	5.11235371e-02
4.96000000e+04	2.03143718e-04	2.81840821e-05	3.49479596e-05	2.45776828e-05	1.15433984e-04	2.26289164e-02	4.22752798e-02	5.11342660e-02
4.97000000e+04	3.29895294e-04	3.26959234e-05	3.25177680e-05	1.58157563e-05	2.48865865e-04	2.19881572e-02	4.69011366e-02	5.33245578e-02
4.98000000e+04	1.69170467e-04	1.58250223e-05	3.15882680e-05	1.51372933e-05	1.06619882e-04	2.80044004e-02	4.33219522e-02	5.65916114e-02
4.99000000e+04	1.68395520e-04	1.79258095e-05	3.05602407e-05	1.77636502e-05	1.02145808e-04	2.46639382e-02	4.29918319e-02	5.19142635e-02
5.00000000e+04	1.29779917e-04	1.90288756e-05	2.30763399e-05	1.56233091e-05	7.20513999e-05	2.63485163e-02	4.80774194e-02	5.53455912e-02
5.01000000e+04	3.12148943e-04	2.99675849e-05	4.78608708e-05	1.76575668e-05	2.16662927e-04	2.44427565e-02	5.81050590e-02	5.26943654e-02
5.02000000e+04	1.15760180e-04	1.94478980e-05	3.77356191e-05	1.62162796e-05	4.23603888e-05	2.51643434e-02	5.34551032e-02	5.04638888e-02
5.03000000e+04	1.66490662e-03	5.18003799e-05	8.43594971e-05	2.62136873e-05	1.50253309e-03	2.24345960e-02	7.65043870e-02	4.73924689e-02
5.04000000e+04	1.35008260e-04	2.38614648e-05	4.33010791e-05	2.00437662e-05	4.78019465e-05	2.79285945e-02	5.04084639e-02	5.14954925e-02
5.05000000e+04	1.44520105e-04	1.82244767e-05	3.61532875e-05	1.77069305e-05	7.24354177e-05	2.35388894e-02	5.25490791e-02	5.29837832e-02
5.06000000e+04	1.61819567e-04	2.33097016e-05	3.46134730e-05	2.60293837e-05	7.78670146e-05	2.39436962e-02	4.36857827e-02	5.46626113e-02
5.07000000e+04	1.82301126e-04	1.90744850e-05	3.07714618e-05	1.64610174e-05	1.15994160e-04	2.69619599e-02	4.49861363e-02	5.05205616e-02
5.08000000e+04	1.94106309e-04	1.76696303e-05	3.03900233e-05	2.69226657e-05	1.19123979e-04	3.00166905e-02	4.14167792e-02	5.08774742e-02
5.09000000e+04	2.72799603e-04	1.97325462e-05	3.76718999e-05	2.33732935e-05	1.92021864e-04	3.11874002e-02	4.40588631e-02	4.86486182e-02
5.10000000e+04	2.28091842e-04	2.53656144e-05	3.35768527e-05	1.84340897e-05	1.50715292e-04	2.24123169e-02	4.40194122e-02	4.83452976e-02
5.11000000e+04	3.60091100e-04	2.06149452e-05	3.60687882e-05	1.93726210e-05	2.84034730e-04	2.53953785e-02	4.63867933e-02	5.30198328e-02
5.12000000e+04	1.64009543e-04	2.12678933e-05	5.27373013e-05	1.73100816e-05	7.26942599e-05	2.48647854e-02	7.56822526e-02	5.06156981e-02
5.13000000e+04	5.60762885e-04	2.14634802e-05	4.38877760e-05	1.92474599e-05	4.76164161e-04	3.65063325e-02	4.44437005e-02	5.40923290e-02
5.14000000e+04	1.44758378e-04	2.53171474e-05	3.27756061e-05	2.57228257e-05	6.09428025e-05	2.30358150e-02	4.68544662e-02	5.18970042e-02
