# iteration  loss_ic  loss_bc  loss_res  l2_error
1.120000e+04 5.451064e-01 2.188364e-05 7.331636e-01 1.000022e+00
1.130000e+04 5.128701e-01 1.059256e-06 5.444504e-01 9.999975e-01
1.140000e+04 4.774751e-01 2.560283e-06 6.202978e-01 1.000002e+00
1.150000e+04 4.469486e-01 1.494921e-05 5.699411e-01 1.000011e+00
1.160000e+04 4.833173e-01 8.822385e-05 4.564479e-01 1.000108e+00
1.170000e+04 5.428731e-01 7.873219e-06 6.110467e-01 1.000005e+00
1.180000e+04 5.109275e-01 8.944635e-06 4.895575e-01 1.000007e+00
1.190000e+04 5.263270e-01 7.457283e-06 4.667823e-01 1.000006e+00
1.200000e+04 4.885612e-01 9.752197e-05 6.532229e-01 1.000113e+00
1.210000e+04 5.098821e-01 9.592241e-06 4.726982e-01 1.000010e+00
1.220000e+04 4.611056e-01 2.191930e-07 4.075452e-01 9.999985e-01
1.230000e+04 5.078300e-01 8.340096e-07 4.582985e-01 9.999983e-01
1.240000e+04 4.749521e-01 9.071256e-07 4.271469e-01 9.999981e-01
1.250000e+04 4.917991e-01 1.381760e-06 5.280244e-01 1.000003e+00
1.260000e+04 4.979703e-01 4.641526e-06 4.569201e-01 1.000006e+00
1.270000e+04 4.650620e-01 1.148958e-06 3.152961e-01 1.000000e+00
1.280000e+04 4.961230e-01 4.339922e-05 4.352238e-01 1.000046e+00
1.290000e+04 5.268261e-01 5.739439e-05 3.349616e-01 1.000062e+00
1.300000e+04 5.571717e-01 3.802509e-05 2.608069e-01 1.000034e+00
1.310000e+04 4.514734e-01 9.902386e-06 3.645096e-01 1.000009e+00
1.320000e+04 4.923597e-01 1.018812e-05 2.487641e-01 1.000009e+00
1.330000e+04 4.796861e-01 3.281788e-05 2.494260e-01 1.000032e+00
1.340000e+04 5.103576e-01 1.064542e-07 3.241609e-01 9.999988e-01
1.350000e+04 4.972475e-01 1.502639e-05 3.017274e-01 1.000013e+00
1.360000e+04 4.994436e-01 2.862156e-06 2.660032e-01 1.000002e+00
1.370000e+04 5.225478e-01 2.965130e-05 1.970097e-01 1.000031e+00
1.380000e+04 5.478723e-01 2.152231e-05 2.751429e-01 1.000024e+00
1.390000e+04 5.090045e-01 7.309004e-05 2.255265e-01 1.000089e+00
1.400000e+04 4.622800e-01 9.403695e-07 2.326168e-01 9.999998e-01
1.410000e+04 4.870245e-01 2.732226e-07 3.114334e-01 9.999991e-01
1.420000e+04 5.126895e-01 1.432405e-06 2.638415e-01 9.999995e-01
1.430000e+04 4.913274e-01 2.155253e-07 2.152037e-01 9.999986e-01
1.440000e+04 5.147604e-01 2.996155e-06 2.028773e-01 1.000003e+00
1.450000e+04 5.406938e-01 3.341308e-05 2.052973e-01 1.000027e+00
1.460000e+04 5.521621e-01 1.331000e-06 1.589020e-01 9.999983e-01
1.470000e+04 5.096261e-01 1.566090e-05 1.779198e-01 1.000022e+00
1.480000e+04 5.106657e-01 2.974917e-05 1.830125e-01 1.000033e+00
1.490000e+04 5.382424e-01 3.701541e-06 1.746633e-01 1.000001e+00
1.500000e+04 5.049750e-01 1.617010e-04 2.105228e-01 1.000176e+00
1.510000e+04 4.811294e-01 1.171357e-05 1.932237e-01 1.000023e+00
1.520000e+04 5.189557e-01 3.726966e-05 1.344644e-01 1.000035e+00
1.530000e+04 4.911088e-01 9.286573e-05 1.352077e-01 1.000114e+00
1.540000e+04 5.092632e-01 5.376581e-06 1.451152e-01 1.000004e+00
1.550000e+04 4.996629e-01 3.992365e-06 1.803126e-01 1.000001e+00
1.560000e+04 5.168738e-01 1.117671e-04 1.388260e-01 1.000102e+00
1.570000e+04 5.231557e-01 8.266329e-05 1.205737e-01 1.000098e+00
1.580000e+04 5.317277e-01 5.968819e-05 7.581823e-02 1.000074e+00
1.590000e+04 5.371113e-01 2.185774e-04 1.133858e-01 1.000273e+00
1.600000e+04 4.909506e-01 6.250842e-05 8.950842e-02 1.000056e+00
1.610000e+04 5.163685e-01 2.233223e-04 1.031988e-01 1.000248e+00
1.620000e+04 5.382327e-01 5.376686e-06 1.079385e-01 1.000010e+00
1.630000e+04 5.021428e-01 4.766646e-05 8.050042e-02 1.000051e+00
1.640000e+04 5.493134e-01 5.987339e-08 1.132926e-01 1.000000e+00
1.650000e+04 5.002352e-01 4.441192e-06 9.732413e-02 1.000004e+00
1.660000e+04 5.387892e-01 6.763985e-05 7.975814e-02 1.000072e+00
1.670000e+04 4.847481e-01 1.541986e-05 7.801092e-02 1.000009e+00
1.680000e+04 5.143206e-01 3.588548e-05 7.292943e-02 1.000042e+00
1.690000e+04 4.885259e-01 1.954318e-08 5.347338e-02 9.999997e-01
1.700000e+04 4.949251e-01 3.247245e-05 6.531264e-02 1.000030e+00
1.710000e+04 5.214178e-01 1.059344e-04 7.798418e-02 1.000135e+00
1.720000e+04 4.861279e-01 5.346009e-06 5.903540e-02 1.000011e+00
1.730000e+04 5.118998e-01 1.411900e-05 5.916780e-02 1.000008e+00
1.740000e+04 4.848958e-01 2.811460e-06 5.723412e-02 1.000000e+00
1.750000e+04 4.975773e-01 9.762855e-05 7.565324e-02 1.000108e+00
1.760000e+04 5.149843e-01 4.461462e-05 6.064888e-02 1.000060e+00
1.770000e+04 5.332780e-01 8.601725e-05 4.583533e-02 1.000107e+00
1.780000e+04 4.734481e-01 1.811086e-05 5.437666e-02 1.000034e+00
1.790000e+04 5.465224e-01 2.709169e-06 5.599470e-02 1.000010e+00
1.800000e+04 5.359647e-01 2.885841e-05 4.647197e-02 1.000033e+00
1.810000e+04 4.557745e-01 9.991788e-06 3.708242e-02 1.000011e+00
1.820000e+04 4.668195e-01 4.461085e-05 5.230569e-02 1.000075e+00
1.830000e+04 4.874010e-01 5.435146e-05 3.408369e-02 1.000042e+00
1.840000e+04 4.714644e-01 3.701113e-05 5.226156e-02 1.000049e+00
1.850000e+04 5.395830e-01 2.914859e-07 5.091699e-02 9.999998e-01
1.860000e+04 4.439427e-01 1.716378e-04 4.123622e-02 1.000159e+00
1.870000e+04 5.369835e-01 3.690547e-06 3.700930e-02 1.000011e+00
1.880000e+04 5.313880e-01 1.380830e-08 4.074432e-02 1.000000e+00
1.890000e+04 4.899876e-01 6.280530e-08 3.730995e-02 1.000000e+00
1.900000e+04 4.873720e-01 1.340175e-04 4.100215e-02 1.000185e+00
1.910000e+04 4.997402e-01 3.349839e-05 3.607742e-02 1.000024e+00
1.920000e+04 4.887744e-01 6.042958e-04 4.243557e-02 1.000628e+00
1.930000e+04 4.960587e-01 1.013377e-05 4.260308e-02 1.000015e+00
1.940000e+04 5.107937e-01 2.961974e-04 4.013634e-02 1.000404e+00
1.950000e+04 4.686248e-01 3.525227e-05 3.734446e-02 1.000052e+00
1.960000e+04 5.296372e-01 2.404442e-05 2.497664e-02 1.000040e+00
1.970000e+04 5.536869e-01 2.609394e-05 2.995126e-02 1.000031e+00
1.980000e+04 4.614037e-01 1.407080e-06 2.201507e-02 1.000002e+00
1.990000e+04 5.097084e-01 1.182603e-04 2.321856e-02 1.000128e+00
2.000000e+04 4.899061e-01 6.304741e-05 3.117179e-02 1.000064e+00
2.010000e+04 5.473866e-01 9.235262e-06 2.107493e-02 1.000012e+00
2.020000e+04 5.097129e-01 4.817492e-07 2.110839e-02 9.999999e-01
2.030000e+04 4.626455e-01 3.090590e-05 1.886869e-02 1.000049e+00
2.040000e+04 4.891776e-01 9.192635e-05 2.768981e-02 1.000094e+00
2.050000e+04 4.892853e-01 5.817166e-05 2.213756e-02 1.000061e+00
2.060000e+04 4.792159e-01 4.515937e-05 2.099969e-02 1.000034e+00
2.070000e+04 5.185931e-01 9.316040e-06 1.461897e-02 1.000012e+00
2.080000e+04 4.647722e-01 2.770493e-04 2.398546e-02 1.000300e+00
2.090000e+04 5.533066e-01 6.124831e-08 1.473491e-02 1.000000e+00
2.100000e+04 5.275744e-01 4.035373e-04 1.819917e-02 1.000434e+00
2.110000e+04 5.066273e-01 8.623055e-05 1.430904e-02 1.000083e+00
2.120000e+04 5.620615e-01 5.094748e-05 2.289905e-02 1.000039e+00
2.130000e+04 5.166288e-01 9.621299e-05 2.610293e-02 1.000100e+00
2.140000e+04 5.287713e-01 5.096378e-05 1.672893e-02 1.000106e+00
2.150000e+04 5.243924e-01 2.733650e-05 1.671095e-02 1.000025e+00
2.160000e+04 4.704401e-01 4.702006e-05 1.303448e-02 1.000052e+00
2.170000e+04 4.681357e-01 1.355620e-05 1.289435e-02 1.000016e+00
2.180000e+04 5.301030e-01 3.067715e-05 8.799242e-03 1.000026e+00
2.190000e+04 5.215686e-01 8.914173e-05 1.505219e-02 1.000108e+00
2.200000e+04 5.330492e-01 2.813250e-07 1.510588e-02 1.000002e+00
2.210000e+04 5.105674e-01 5.650194e-06 2.051498e-02 1.000002e+00
2.220000e+04 4.752237e-01 1.444482e-05 1.260302e-02 1.000020e+00
2.230000e+04 4.562638e-01 4.278026e-06 1.475392e-02 1.000004e+00
2.240000e+04 4.751945e-01 1.162002e-04 1.319023e-02 1.000112e+00
2.250000e+04 5.506120e-01 1.783081e-05 7.498173e-03 1.000022e+00
2.260000e+04 5.135965e-01 6.551767e-06 1.043046e-02 1.000012e+00
2.270000e+04 4.786774e-01 1.088905e-04 1.072453e-02 1.000167e+00
2.280000e+04 4.842225e-01 4.285497e-07 1.014977e-02 1.000003e+00
2.290000e+04 4.936656e-01 4.811619e-05 8.764798e-03 1.000032e+00
2.300000e+04 4.864362e-01 3.103354e-04 9.551185e-03 1.000376e+00
2.310000e+04 4.905187e-01 5.042304e-04 8.172004e-03 1.000561e+00
2.320000e+04 5.104578e-01 1.377809e-04 8.534430e-03 1.000148e+00
2.330000e+04 4.775966e-01 5.525438e-05 6.109562e-03 1.000045e+00
2.340000e+04 5.457739e-01 9.116560e-05 1.077838e-02 1.000077e+00
2.350000e+04 4.822655e-01 3.586347e-08 8.895302e-03 1.000000e+00
2.360000e+04 5.071604e-01 1.032676e-05 8.867598e-03 1.000006e+00
2.370000e+04 5.214876e-01 9.716633e-05 9.493277e-03 1.000072e+00
2.380000e+04 5.469060e-01 4.531450e-06 8.063871e-03 1.000027e+00
2.390000e+04 4.960325e-01 7.704709e-05 6.243404e-03 1.000067e+00
2.400000e+04 4.745156e-01 4.135851e-05 1.141070e-02 1.000042e+00
2.410000e+04 4.960626e-01 1.853466e-05 6.346391e-03 1.000009e+00
2.420000e+04 5.169803e-01 1.172649e-04 5.449576e-03 1.000174e+00
2.430000e+04 4.540325e-01 8.065952e-06 7.644719e-03 1.000003e+00
2.440000e+04 4.692465e-01 5.625550e-05 5.020625e-03 1.000093e+00
2.450000e+04 5.110141e-01 4.538484e-05 9.763651e-03 1.000044e+00
2.460000e+04 4.951500e-01 4.383055e-05 6.269382e-03 1.000044e+00
2.470000e+04 4.870394e-01 1.466172e-04 4.759552e-03 1.000199e+00
2.480000e+04 4.949376e-01 1.050647e-04 4.907309e-03 1.000096e+00
2.490000e+04 5.233915e-01 9.499364e-05 5.657886e-03 1.000070e+00
2.500000e+04 4.524392e-01 7.291916e-05 6.414329e-03 1.000129e+00
2.510000e+04 5.026783e-01 6.590324e-07 6.056533e-03 1.000001e+00
2.520000e+04 4.799663e-01 1.666913e-06 4.626096e-03 1.000003e+00
2.530000e+04 4.810167e-01 2.613138e-05 4.556288e-03 1.000022e+00
2.540000e+04 4.544132e-01 4.153591e-06 4.900287e-03 1.000014e+00
2.550000e+04 5.010939e-01 1.200730e-07 4.927155e-03 1.000000e+00
2.560000e+04 4.793520e-01 3.061895e-06 3.338008e-03 1.000006e+00
2.570000e+04 4.846079e-01 1.537118e-05 3.591890e-03 1.000016e+00
2.580000e+04 5.366348e-01 2.471277e-04 2.953370e-03 1.000248e+00
2.590000e+04 4.635484e-01 5.697407e-05 4.503725e-03 1.000073e+00
2.600000e+04 5.565382e-01 1.995790e-07 4.071519e-03 1.000000e+00
2.610000e+04 4.750501e-01 1.900862e-04 2.810834e-03 1.000206e+00
2.620000e+04 5.038124e-01 1.350391e-06 3.670493e-03 1.000006e+00
2.630000e+04 4.968261e-01 8.357118e-06 3.291340e-03 1.000005e+00
2.640000e+04 5.311023e-01 2.712508e-05 3.269610e-03 1.000056e+00
2.650000e+04 5.166232e-01 3.048852e-05 3.801870e-03 1.000026e+00
2.660000e+04 4.850316e-01 4.093267e-06 3.582746e-03 1.000003e+00
2.670000e+04 4.803114e-01 6.542857e-07 3.550357e-03 1.000003e+00
2.680000e+04 5.282354e-01 3.937345e-05 3.364764e-03 1.000063e+00
2.690000e+04 5.534938e-01 1.055661e-06 2.298592e-03 1.000001e+00
2.700000e+04 4.959389e-01 4.467429e-06 2.735491e-03 1.000005e+00
2.710000e+04 4.549146e-01 2.633778e-05 2.467946e-03 1.000039e+00
2.720000e+04 4.695127e-01 5.235414e-04 4.194722e-03 1.000593e+00
2.730000e+04 5.133024e-01 6.504673e-06 2.432361e-03 1.000011e+00
2.740000e+04 4.761874e-01 7.027907e-06 2.540738e-03 1.000009e+00
2.750000e+04 5.115758e-01 5.706734e-06 2.285169e-03 1.000010e+00
2.760000e+04 5.267152e-01 1.091653e-04 2.106711e-03 1.000126e+00
2.770000e+04 5.279483e-01 3.226020e-06 2.525306e-03 1.000002e+00
2.780000e+04 5.139200e-01 2.070957e-06 1.455674e-03 1.000000e+00
2.790000e+04 4.980507e-01 2.535546e-06 1.784601e-03 1.000003e+00
2.800000e+04 5.070630e-01 6.069379e-06 1.439729e-03 1.000019e+00
2.810000e+04 5.618255e-01 1.462471e-06 2.161639e-03 1.000003e+00
2.820000e+04 5.204127e-01 5.599930e-09 2.531568e-03 1.000001e+00
2.830000e+04 4.775589e-01 3.215494e-05 1.612658e-03 1.000043e+00
2.840000e+04 4.933685e-01 1.062934e-05 1.697720e-03 1.000012e+00
2.850000e+04 4.724820e-01 8.074435e-05 2.415123e-03 1.000089e+00
2.860000e+04 5.535036e-01 2.617539e-05 1.489450e-03 1.000040e+00
2.870000e+04 4.873115e-01 1.837352e-04 1.390923e-03 1.000242e+00
2.880000e+04 4.885676e-01 3.698028e-06 1.707972e-03 1.000002e+00
2.890000e+04 5.388016e-01 1.432661e-04 1.385025e-03 1.000164e+00
2.900000e+04 4.973583e-01 9.023435e-06 1.899598e-03 1.000006e+00
2.910000e+04 4.827440e-01 8.308432e-06 1.375831e-03 1.000014e+00
2.920000e+04 4.671133e-01 3.159601e-04 1.697883e-03 1.000324e+00
2.930000e+04 4.860023e-01 9.334542e-05 1.363351e-03 1.000114e+00
2.940000e+04 5.056381e-01 8.408166e-06 1.905002e-03 1.000008e+00
2.950000e+04 4.632227e-01 1.534410e-04 1.424491e-03 1.000166e+00
2.960000e+04 4.952877e-01 8.361995e-05 8.374396e-04 1.000090e+00
2.970000e+04 4.969980e-01 9.945669e-05 1.008764e-03 1.000135e+00
2.980000e+04 5.105231e-01 1.195657e-04 1.277300e-03 1.000148e+00
2.990000e+04 4.615485e-01 1.726248e-06 7.381472e-04 1.000005e+00
3.000000e+04 5.178158e-01 2.388291e-05 1.263747e-03 1.000030e+00
3.010000e+04 4.919881e-01 1.494911e-06 1.421851e-03 1.000002e+00
3.020000e+04 5.010473e-01 1.939308e-05 1.783373e-03 1.000022e+00
3.030000e+04 5.117278e-01 6.514828e-06 1.039050e-03 1.000012e+00
3.040000e+04 5.393779e-01 8.597638e-05 7.981983e-04 1.000115e+00
3.050000e+04 5.149786e-01 1.462440e-04 1.008488e-03 1.000129e+00
3.060000e+04 5.408401e-01 6.328501e-10 8.674494e-04 1.000000e+00
3.070000e+04 5.271456e-01 2.176812e-05 8.646107e-04 1.000033e+00
3.080000e+04 4.578909e-01 7.367032e-07 1.267708e-03 1.000000e+00
3.090000e+04 4.968960e-01 4.340595e-06 7.942209e-04 1.000008e+00
3.100000e+04 5.096430e-01 1.814291e-05 9.209082e-04 1.000013e+00
3.110000e+04 5.005432e-01 1.165651e-05 7.420402e-04 1.000009e+00
3.120000e+04 5.155886e-01 5.919029e-05 8.588405e-04 1.000079e+00
3.130000e+04 4.854188e-01 2.300505e-05 8.712140e-04 1.000019e+00
3.140000e+04 4.467572e-01 1.044164e-05 1.094726e-03 1.000013e+00
3.150000e+04 4.649741e-01 4.621640e-06 8.619677e-04 1.000001e+00
3.160000e+04 4.850506e-01 1.178886e-04 1.133694e-03 1.000167e+00
3.170000e+04 5.159353e-01 9.199535e-07 6.708751e-04 1.000000e+00
3.180000e+04 5.569388e-01 9.474739e-06 5.026030e-04 1.000011e+00
3.190000e+04 5.097695e-01 2.889402e-06 6.793767e-04 1.000005e+00
3.200000e+04 4.935840e-01 7.718887e-06 7.469648e-04 1.000007e+00
3.210000e+04 4.977528e-01 7.140194e-05 9.586647e-04 1.000070e+00
3.220000e+04 5.294166e-01 1.315167e-04 5.498254e-04 1.000146e+00
3.230000e+04 5.177882e-01 2.883121e-06 4.292485e-04 1.000002e+00
3.240000e+04 5.119631e-01 2.812943e-06 5.286884e-04 1.000008e+00
3.250000e+04 5.203401e-01 1.247993e-04 6.273890e-04 1.000135e+00
3.260000e+04 5.206267e-01 7.224757e-05 4.827552e-04 1.000073e+00
3.270000e+04 5.205758e-01 6.492246e-05 4.749456e-04 1.000074e+00
3.280000e+04 4.949878e-01 1.181145e-04 5.130665e-04 1.000126e+00
3.290000e+04 5.266049e-01 3.090742e-06 4.851100e-04 1.000002e+00
3.300000e+04 5.434331e-01 9.197948e-06 3.863289e-04 1.000015e+00
3.310000e+04 4.850006e-01 1.314650e-04 4.176369e-04 1.000153e+00
3.320000e+04 5.085002e-01 5.921258e-05 5.213977e-04 1.000070e+00
3.330000e+04 4.536430e-01 3.734215e-05 3.376318e-04 1.000051e+00
3.340000e+04 4.692264e-01 1.625066e-04 6.400186e-04 1.000203e+00
3.350000e+04 5.234446e-01 7.865544e-07 3.581347e-04 1.000000e+00
3.360000e+04 4.884117e-01 1.338095e-05 3.724453e-04 1.000015e+00
3.370000e+04 5.230560e-01 2.231581e-06 4.076457e-04 1.000002e+00
3.380000e+04 4.991757e-01 4.030411e-05 4.427628e-04 1.000057e+00
3.390000e+04 5.389611e-01 4.405058e-06 3.246529e-04 1.000002e+00
3.400000e+04 4.925709e-01 3.190874e-06 3.251708e-04 1.000004e+00
3.410000e+04 5.078564e-01 2.572161e-10 5.986429e-04 1.000000e+00
3.420000e+04 5.492518e-01 3.598991e-06 2.730751e-04 1.000004e+00
3.430000e+04 4.928603e-01 6.787005e-05 2.982993e-04 1.000098e+00
3.440000e+04 4.900820e-01 2.936848e-06 3.359644e-04 1.000003e+00
3.450000e+04 4.787951e-01 6.615262e-06 4.003405e-04 1.000007e+00
3.460000e+04 5.164617e-01 1.713791e-06 2.583743e-04 1.000003e+00
3.470000e+04 5.136395e-01 6.283913e-07 2.854438e-04 1.000003e+00
