# iteration  loss_ic  loss_bc  loss_res  l2_error
3.480000e+04 4.573480e-01 7.701675e-05 1.690724e-08 1.000092e+00
3.490000e+04 4.468951e-01 7.072556e-05 4.673832e-09 1.000078e+00
3.500000e+04 5.498374e-01 1.327819e-05 5.152422e-09 1.000013e+00
3.510000e+04 5.462403e-01 6.643024e-07 5.204194e-09 1.000002e+00
3.520000e+04 5.613501e-01 3.355751e-04 3.918805e-08 1.000453e+00
3.530000e+04 5.293078e-01 8.720755e-06 8.003067e-09 1.000007e+00
3.540000e+04 4.778523e-01 1.727890e-04 1.197736e-08 1.000179e+00
3.550000e+04 5.086761e-01 1.687211e-05 5.341604e-09 1.000027e+00
3.560000e+04 4.714855e-01 1.916567e-06 1.264643e-08 1.000006e+00
3.570000e+04 5.416043e-01 3.776292e-06 2.464954e-09 1.000005e+00
3.580000e+04 5.284160e-01 2.643092e-07 1.073713e-08 1.000000e+00
3.590000e+04 4.340498e-01 3.760413e-05 2.882034e-08 1.000024e+00
3.600000e+04 5.532048e-01 1.749451e-04 7.890280e-09 1.000188e+00
3.610000e+04 4.937203e-01 4.619871e-06 9.695635e-09 1.000008e+00
3.620000e+04 5.043666e-01 6.020296e-06 1.696153e-08 1.000008e+00
3.630000e+04 4.721170e-01 1.781923e-05 5.231346e-09 1.000023e+00
3.640000e+04 4.862716e-01 7.935579e-06 1.768893e-08 1.000011e+00
3.650000e+04 5.128158e-01 1.695357e-05 1.190984e-08 1.000021e+00
3.660000e+04 5.068759e-01 7.442498e-05 8.337352e-09 1.000102e+00
3.670000e+04 5.251272e-01 5.083409e-07 4.833520e-09 1.000001e+00
3.680000e+04 5.369570e-01 1.474554e-05 1.438544e-08 1.000025e+00
3.690000e+04 4.835626e-01 2.984161e-06 3.421989e-08 1.000009e+00
3.700000e+04 4.981114e-01 2.146894e-05 6.254762e-09 1.000025e+00
3.710000e+04 5.314236e-01 1.073590e-05 3.077984e-08 1.000013e+00
3.720000e+04 5.187270e-01 1.947581e-05 1.774335e-08 1.000022e+00
3.730000e+04 5.375180e-01 1.517963e-05 7.432551e-08 1.000017e+00
3.740000e+04 5.064921e-01 4.114742e-07 2.819530e-08 1.000001e+00
3.750000e+04 4.646487e-01 8.929604e-06 9.393765e-09 1.000010e+00
3.760000e+04 4.868719e-01 1.352919e-05 1.006912e-08 1.000014e+00
3.770000e+04 5.243131e-01 1.054366e-05 1.004149e-08 1.000009e+00
3.780000e+04 4.624747e-01 2.840560e-06 8.986555e-09 1.000003e+00
3.790000e+04 5.175605e-01 1.048401e-04 1.296093e-08 1.000101e+00
3.800000e+04 4.898877e-01 1.253006e-06 7.754318e-09 1.000001e+00
3.810000e+04 5.265485e-01 4.479124e-06 2.475436e-08 1.000005e+00
3.820000e+04 5.140827e-01 9.791876e-06 9.146403e-09 1.000011e+00
3.830000e+04 4.995658e-01 9.006269e-06 7.150349e-09 1.000018e+00
3.840000e+04 4.401420e-01 6.873729e-05 1.685567e-08 1.000082e+00
3.850000e+04 5.205879e-01 1.518773e-06 6.552761e-09 1.000001e+00
3.860000e+04 4.574512e-01 1.591581e-06 1.285024e-08 1.000003e+00
3.870000e+04 5.325785e-01 2.151168e-05 7.762610e-09 1.000024e+00
3.880000e+04 4.492141e-01 2.889014e-06 9.136178e-09 1.000002e+00
3.890000e+04 4.650192e-01 2.095618e-05 1.569750e-08 1.000026e+00
3.900000e+04 5.322880e-01 6.834140e-06 1.308909e-08 1.000007e+00
3.910000e+04 4.719308e-01 1.164855e-05 2.103020e-08 1.000019e+00
3.920000e+04 5.106922e-01 6.519101e-05 2.591077e-08 1.000074e+00
3.930000e+04 5.058889e-01 5.121860e-06 1.156009e-07 1.000005e+00
3.940000e+04 4.598166e-01 1.421096e-05 3.872632e-08 1.000015e+00
3.950000e+04 4.872912e-01 3.454884e-06 5.494473e-08 1.000003e+00
3.960000e+04 5.043262e-01 1.834460e-05 1.092439e-08 1.000024e+00
3.970000e+04 4.705360e-01 5.675823e-05 1.328941e-08 1.000064e+00
3.980000e+04 5.583865e-01 6.570678e-05 2.524980e-08 1.000069e+00
3.990000e+04 4.955637e-01 1.296674e-05 7.507214e-08 1.000014e+00
