# iteration  loss_ic  loss_bc  loss_res  l2_error
6.100000e+03 5.136755e-01 2.725605e-03 3.510777e-06 1.001798e+00
6.200000e+03 4.701062e-01 3.063573e-04 3.081913e-07 1.000462e+00
6.300000e+03 5.435622e-01 2.928702e-04 2.148191e-06 1.000044e+00
6.400000e+03 5.144066e-01 6.191190e-05 1.798665e-06 1.000925e+00
6.500000e+03 5.189788e-01 1.269699e-03 1.771165e-06 1.000098e+00
6.600000e+03 5.082618e-01 2.802974e-04 1.397137e-06 1.000355e+00
6.700000e+03 5.079342e-01 6.531747e-04 1.314223e-06 1.000652e+00
6.800000e+03 5.061691e-01 6.572186e-04 1.568569e-06 1.000176e+00
6.900000e+03 5.161876e-01 4.779713e-05 1.843360e-06 1.000252e+00
7.000000e+03 4.968479e-01 6.403151e-05 3.858106e-07 1.000315e+00
7.100000e+03 4.775798e-01 3.788742e-03 6.566258e-07 1.005082e+00
7.200000e+03 5.331419e-01 1.634729e-06 4.972834e-07 1.000039e+00
7.300000e+03 5.530323e-01 1.633099e-05 6.513868e-07 1.000057e+00
7.400000e+03 5.466399e-01 7.006062e-05 1.553353e-07 1.000101e+00
7.500000e+03 5.067763e-01 1.772294e-04 5.593160e-07 1.000526e+00
7.600000e+03 5.067515e-01 8.624326e-05 5.691072e-07 1.000132e+00
7.700000e+03 4.634539e-01 1.319548e-03 3.220082e-07 1.000938e+00
7.800000e+03 4.670117e-01 1.137923e-05 4.836880e-07 1.000004e+00
7.900000e+03 4.569293e-01 1.498620e-04 3.589658e-07 1.000809e+00
8.000000e+03 5.001420e-01 6.847118e-04 1.793716e-06 1.000749e+00
8.100000e+03 4.802363e-01 2.194752e-04 1.933872e-06 1.000044e+00
8.200000e+03 4.949163e-01 2.732170e-04 2.850526e-07 1.000542e+00
8.300000e+03 4.951929e-01 7.716769e-06 2.223117e-07 1.000159e+00
8.400000e+03 5.026840e-01 3.142402e-04 8.915357e-08 1.000529e+00
8.500000e+03 4.663196e-01 1.251146e-04 1.487301e-07 1.000023e+00
8.600000e+03 5.019140e-01 6.717956e-04 3.104779e-07 1.001762e+00
8.700000e+03 4.908156e-01 2.798248e-04 8.458455e-08 1.001057e+00
8.800000e+03 5.397651e-01 4.392501e-04 1.122197e-07 1.000774e+00
8.900000e+03 4.863340e-01 9.785189e-04 2.364486e-07 1.001164e+00
9.000000e+03 5.033597e-01 6.586583e-04 4.036140e-07 1.001088e+00
9.100000e+03 4.777493e-01 4.853700e-04 6.418534e-08 1.000084e+00
9.200000e+03 5.261506e-01 8.278264e-04 1.091002e-07 1.000842e+00
9.300000e+03 5.617839e-01 6.664947e-05 2.218978e-07 1.000257e+00
9.400000e+03 4.945202e-01 2.191834e-04 5.593538e-08 1.000475e+00
9.500000e+03 5.212166e-01 8.172767e-05 3.958602e-07 1.000011e+00
9.600000e+03 4.744475e-01 1.923636e-07 1.601553e-07 1.000112e+00
9.700000e+03 5.255010e-01 5.325634e-05 6.814992e-08 1.000446e+00
9.800000e+03 5.249861e-01 5.230418e-06 2.961057e-07 1.000002e+00
9.900000e+03 5.333923e-01 1.667550e-04 8.963772e-07 1.000169e+00
1.000000e+04 5.095136e-01 3.268025e-06 2.108894e-07 1.000026e+00
1.010000e+04 4.946963e-01 1.022119e-05 4.229083e-07 1.000010e+00
1.020000e+04 4.638432e-01 6.003245e-04 5.367677e-08 1.000966e+00
1.030000e+04 4.928644e-01 1.289341e-03 2.234391e-07 1.002341e+00
1.040000e+04 5.514801e-01 4.835485e-04 2.330777e-07 1.000795e+00
1.050000e+04 5.079303e-01 5.529249e-05 1.056154e-07 1.000010e+00
1.060000e+04 5.922096e-01 6.897944e-04 8.660205e-08 1.001649e+00
1.070000e+04 4.990592e-01 3.369695e-04 8.521418e-08 1.000902e+00
1.080000e+04 4.868528e-01 3.962473e-04 1.111914e-07 1.000703e+00
1.090000e+04 5.227780e-01 8.788281e-04 1.241013e-07 1.000269e+00
1.100000e+04 4.787484e-01 1.806275e-04 7.753053e-08 1.000122e+00
1.110000e+04 4.921759e-01 9.370410e-04 1.453318e-07 1.000869e+00
1.120000e+04 5.471922e-01 5.015114e-04 6.936240e-07 1.000312e+00
1.130000e+04 5.149729e-01 1.689179e-04 4.294344e-07 1.000365e+00
1.140000e+04 4.777976e-01 7.060446e-06 1.567908e-07 1.000111e+00
1.150000e+04 4.452096e-01 6.393268e-04 7.273314e-08 1.000394e+00
1.160000e+04 4.850597e-01 7.178551e-04 2.217094e-06 1.000628e+00
1.170000e+04 5.442014e-01 1.179398e-04 1.757655e-07 1.000069e+00
1.180000e+04 5.121590e-01 1.976519e-04 2.147837e-07 1.000181e+00
1.190000e+04 5.272942e-01 1.786076e-04 1.632525e-07 1.000077e+00
1.200000e+04 4.905063e-01 3.541291e-04 1.924023e-08 1.000421e+00
1.210000e+04 5.132614e-01 1.254140e-03 3.985901e-08 1.002290e+00
1.220000e+04 4.609934e-01 5.544427e-05 6.300007e-08 1.000205e+00
1.230000e+04 5.074881e-01 5.612760e-04 4.205837e-08 1.000184e+00
1.240000e+04 4.755720e-01 5.369225e-05 8.763914e-08 1.000004e+00
1.250000e+04 4.893679e-01 1.909992e-03 4.017531e-08 1.001565e+00
1.260000e+04 4.979873e-01 5.889918e-06 3.784139e-08 1.000065e+00
1.270000e+04 4.657460e-01 6.223279e-04 2.257736e-08 1.000563e+00
1.280000e+04 4.959793e-01 4.602384e-04 1.208378e-07 1.000221e+00
1.290000e+04 5.287826e-01 1.439668e-03 4.604172e-08 1.001297e+00
1.300000e+04 5.573928e-01 1.207589e-04 1.496888e-08 1.000003e+00
1.310000e+04 4.513213e-01 1.650317e-05 1.327744e-07 1.000030e+00
1.320000e+04 4.935344e-01 3.203257e-04 4.355886e-08 1.000308e+00
1.330000e+04 4.802106e-01 1.237668e-04 1.949827e-07 1.000132e+00
1.340000e+04 5.093417e-01 1.441472e-04 2.929778e-08 1.000211e+00
1.350000e+04 4.969697e-01 1.072921e-04 8.108351e-08 1.000040e+00
1.360000e+04 4.992955e-01 2.366936e-05 2.882791e-08 1.000189e+00
1.370000e+04 5.220917e-01 1.416914e-04 6.744610e-08 1.000242e+00
1.380000e+04 5.486679e-01 1.589659e-04 2.427507e-08 1.000147e+00
1.390000e+04 5.089691e-01 5.987553e-05 2.137180e-08 1.000058e+00
1.400000e+04 4.629311e-01 1.024817e-04 7.917192e-09 1.000000e+00
1.410000e+04 4.870040e-01 7.401957e-07 6.832128e-08 1.000024e+00
1.420000e+04 5.130708e-01 4.736620e-05 1.476160e-08 1.000002e+00
1.430000e+04 4.921251e-01 2.000788e-05 1.011144e-07 1.000010e+00
1.440000e+04 5.161772e-01 3.612759e-04 2.255965e-07 1.000163e+00
1.450000e+04 5.429485e-01 3.065839e-04 2.617376e-07 1.000309e+00
1.460000e+04 5.545796e-01 2.883195e-04 4.088585e-08 1.000147e+00
1.470000e+04 5.070856e-01 6.949014e-04 1.210653e-08 1.000723e+00
1.480000e+04 5.106674e-01 2.791832e-05 1.061319e-07 1.000020e+00
1.490000e+04 5.376487e-01 4.655434e-04 1.374363e-08 1.000331e+00
1.500000e+04 5.053782e-01 4.299884e-04 2.277905e-08 1.000115e+00
1.510000e+04 4.785466e-01 8.584509e-04 7.231287e-08 1.001654e+00
1.520000e+04 5.211389e-01 3.942531e-04 3.881774e-09 1.000283e+00
1.530000e+04 4.909464e-01 2.757546e-05 1.051549e-07 1.000050e+00
1.540000e+04 5.101476e-01 2.717288e-04 5.223875e-08 1.000273e+00
1.550000e+04 4.996987e-01 5.424133e-06 9.473029e-09 1.000006e+00
1.560000e+04 5.133725e-01 4.960374e-05 1.224628e-07 1.000189e+00
1.570000e+04 5.319362e-01 1.836030e-03 5.836114e-08 1.002263e+00
1.580000e+04 5.318012e-01 2.831780e-05 1.650590e-08 1.000049e+00
1.590000e+04 5.366920e-01 6.916649e-04 6.373354e-08 1.000959e+00
1.600000e+04 4.905683e-01 2.488190e-05 1.533784e-08 1.000013e+00
1.610000e+04 5.163460e-01 1.384826e-04 1.822855e-07 1.000079e+00
1.620000e+04 5.376744e-01 1.372462e-04 1.473407e-08 1.000206e+00
1.630000e+04 5.021215e-01 3.745361e-05 3.601765e-08 1.000015e+00
1.640000e+04 5.485342e-01 6.176917e-04 3.286661e-08 1.000629e+00
1.650000e+04 5.042292e-01 6.557156e-04 6.546935e-08 1.000589e+00
1.660000e+04 5.393475e-01 3.753285e-04 7.294128e-08 1.000492e+00
1.670000e+04 4.834307e-01 6.132305e-04 1.645779e-07 1.000862e+00
1.680000e+04 5.141495e-01 1.315636e-04 3.676891e-08 1.000310e+00
1.690000e+04 4.878584e-01 7.073786e-05 4.951971e-08 1.000222e+00
1.700000e+04 4.955990e-01 7.978592e-05 1.251163e-08 1.000191e+00
1.710000e+04 5.211815e-01 3.000850e-05 1.395376e-08 1.000066e+00
1.720000e+04 4.861090e-01 5.135167e-06 8.772501e-09 1.000191e+00
1.730000e+04 5.092347e-01 1.461114e-03 2.389681e-08 1.001573e+00
1.740000e+04 4.848771e-01 2.170877e-06 2.897414e-08 1.000015e+00
1.750000e+04 4.976667e-01 1.003262e-04 1.180798e-07 1.000010e+00
1.760000e+04 5.151445e-01 1.103963e-04 1.777747e-08 1.000267e+00
1.770000e+04 5.316073e-01 5.242146e-04 8.968277e-09 1.000483e+00
1.780000e+04 4.730195e-01 2.756269e-04 1.225025e-08 1.000317e+00
1.790000e+04 5.493393e-01 1.179384e-03 4.007872e-08 1.001803e+00
1.800000e+04 5.362709e-01 6.211706e-05 3.524325e-08 1.000013e+00
1.810000e+04 4.564117e-01 6.433060e-07 2.011033e-08 1.000002e+00
1.820000e+04 4.663285e-01 6.075530e-04 1.588462e-08 1.000899e+00
1.830000e+04 4.874118e-01 5.521216e-05 1.879804e-08 1.000014e+00
1.840000e+04 4.722299e-01 2.842512e-04 5.360383e-08 1.000511e+00
1.850000e+04 5.390570e-01 1.086732e-04 2.091974e-09 1.000032e+00
1.860000e+04 4.434633e-01 3.362035e-05 1.941806e-08 1.000195e+00
1.870000e+04 5.366473e-01 1.467428e-04 6.230765e-09 1.000149e+00
1.880000e+04 5.323999e-01 6.411772e-05 7.329294e-09 1.000056e+00
1.890000e+04 4.901114e-01 1.169035e-05 2.511181e-09 1.000026e+00
1.900000e+04 4.868443e-01 7.628821e-04 1.792916e-08 1.001026e+00
1.910000e+04 5.010793e-01 2.698034e-04 9.372206e-09 1.000375e+00
1.920000e+04 4.894893e-01 5.996738e-05 9.446941e-08 1.000001e+00
1.930000e+04 4.958915e-01 1.541010e-04 1.830987e-08 1.000136e+00
1.940000e+04 5.078149e-01 2.179978e-03 9.814414e-09 1.002280e+00
1.950000e+04 4.690638e-01 5.059118e-04 2.167329e-08 1.000552e+00
1.960000e+04 5.295626e-01 8.281159e-05 1.930883e-08 1.000040e+00
1.970000e+04 5.538960e-01 8.497022e-05 8.044395e-09 1.000046e+00
1.980000e+04 4.612424e-01 4.978661e-06 2.430354e-08 1.000005e+00
1.990000e+04 5.096407e-01 3.016829e-05 4.460333e-08 1.000013e+00
2.000000e+04 4.901790e-01 1.707705e-05 2.965133e-08 1.000002e+00
2.010000e+04 5.475082e-01 2.431015e-05 2.860066e-09 1.000024e+00
2.020000e+04 5.100716e-01 2.368467e-05 8.246955e-09 1.000040e+00
2.030000e+04 4.631677e-01 5.657389e-06 3.591405e-09 1.000038e+00
2.040000e+04 4.890039e-01 5.958181e-05 9.360326e-09 1.000041e+00
2.050000e+04 4.895107e-01 7.304165e-06 1.029639e-08 1.000001e+00
2.060000e+04 4.794724e-01 2.721622e-06 9.062594e-09 1.000012e+00
2.070000e+04 5.197593e-01 3.939127e-05 4.963201e-08 1.000026e+00
2.080000e+04 4.647502e-01 3.204754e-04 1.746670e-08 1.000116e+00
2.090000e+04 5.547233e-01 7.578198e-05 7.079359e-08 1.000122e+00
2.100000e+04 5.274560e-01 4.590669e-04 3.061155e-07 1.000404e+00
2.110000e+04 5.084473e-01 1.041879e-04 2.676513e-08 1.000147e+00
2.120000e+04 5.603462e-01 5.046198e-05 4.706370e-09 1.000142e+00
2.130000e+04 5.167056e-01 1.890837e-04 5.046934e-08 1.000128e+00
2.140000e+04 5.270948e-01 6.044913e-04 2.650129e-09 1.000969e+00
2.150000e+04 5.243915e-01 2.582539e-05 5.333184e-08 1.000006e+00
2.160000e+04 4.701445e-01 1.561101e-05 1.592424e-07 1.000015e+00
2.170000e+04 4.691424e-01 1.250695e-04 6.479961e-07 1.000168e+00
2.180000e+04 5.299650e-01 1.056386e-05 1.167589e-06 1.000005e+00
2.190000e+04 5.227498e-01 1.431872e-06 6.024644e-07 1.000024e+00
2.200000e+04 5.346565e-01 2.072205e-04 1.818951e-08 1.000221e+00
2.210000e+04 5.109323e-01 9.195474e-06 2.174668e-07 1.000037e+00
2.220000e+04 4.762137e-01 1.641017e-04 7.105509e-09 1.000141e+00
2.230000e+04 4.578878e-01 1.724031e-04 2.214203e-08 1.000186e+00
2.240000e+04 4.751903e-01 1.123680e-04 1.505701e-07 1.000058e+00
2.250000e+04 5.546561e-01 1.728652e-04 4.645210e-08 1.000163e+00
2.260000e+04 5.130409e-01 4.023594e-05 1.001823e-07 1.000065e+00
2.270000e+04 4.792653e-01 5.041378e-05 1.278258e-07 1.000245e+00
2.280000e+04 4.835528e-01 2.444142e-04 1.555951e-07 1.000402e+00
2.290000e+04 4.937066e-01 3.962525e-07 1.358043e-08 1.000002e+00
2.300000e+04 4.878795e-01 1.125471e-03 4.957935e-08 1.001122e+00
2.310000e+04 4.905182e-01 5.048813e-04 1.942181e-08 1.000474e+00
2.320000e+04 5.117120e-01 1.283156e-06 2.316799e-08 1.000000e+00
2.330000e+04 4.775716e-01 4.845519e-05 3.829898e-08 1.000007e+00
2.340000e+04 5.451784e-01 1.704080e-05 2.794782e-07 1.000011e+00
2.350000e+04 4.830545e-01 5.090927e-05 1.086337e-07 1.000054e+00
2.360000e+04 5.066152e-01 6.965612e-06 1.001065e-07 1.000029e+00
2.370000e+04 5.221305e-01 5.688600e-06 5.362924e-08 1.000024e+00
2.380000e+04 5.451326e-01 9.212252e-05 8.277742e-09 1.000260e+00
2.390000e+04 4.960139e-01 7.173909e-05 5.291438e-08 1.000030e+00
2.400000e+04 4.744564e-01 6.766260e-05 5.946896e-08 1.000047e+00
2.410000e+04 4.955505e-01 6.802111e-06 1.310634e-07 1.000047e+00
2.420000e+04 5.168284e-01 3.340042e-04 2.149757e-09 1.000480e+00
2.430000e+04 4.532480e-01 4.334765e-05 1.406781e-08 1.000066e+00
2.440000e+04 4.692673e-01 5.962678e-05 8.887042e-09 1.000133e+00
2.450000e+04 5.109622e-01 3.919227e-05 2.490663e-08 1.000037e+00
2.460000e+04 4.950277e-01 8.731551e-05 1.975379e-08 1.000049e+00
2.470000e+04 4.870594e-01 1.762834e-04 3.810452e-08 1.000288e+00
2.480000e+04 4.975569e-01 3.739158e-04 4.328658e-09 1.000269e+00
2.490000e+04 5.229415e-01 5.952051e-05 1.203432e-08 1.000013e+00
2.500000e+04 4.519552e-01 3.932833e-04 3.728828e-08 1.000586e+00
2.510000e+04 5.026429e-01 1.596813e-06 2.344221e-09 1.000001e+00
2.520000e+04 4.804550e-01 5.527158e-05 2.659361e-08 1.000068e+00
2.530000e+04 4.821730e-01 1.477949e-04 6.979828e-09 1.000124e+00
2.540000e+04 4.539205e-01 1.010079e-04 1.021072e-08 1.000155e+00
2.550000e+04 5.010797e-01 1.800536e-07 1.365831e-08 1.000001e+00
2.560000e+04 4.793829e-01 5.024424e-07 1.387438e-08 1.000004e+00
2.570000e+04 4.850472e-01 2.826268e-06 8.505348e-09 1.000007e+00
2.580000e+04 5.362614e-01 6.094574e-05 2.672337e-08 1.000037e+00
2.590000e+04 4.634925e-01 7.846880e-05 6.600348e-09 1.000116e+00
2.600000e+04 5.556939e-01 4.914294e-05 1.247851e-08 1.000057e+00
2.610000e+04 4.748707e-01 8.920780e-05 2.972041e-08 1.000076e+00
2.620000e+04 5.037053e-01 5.617466e-05 1.287258e-08 1.000110e+00
2.630000e+04 4.967819e-01 3.653325e-05 3.705898e-08 1.000021e+00
2.640000e+04 5.295542e-01 1.208841e-04 3.572395e-09 1.000203e+00
2.650000e+04 5.168554e-01 5.336748e-05 1.864403e-08 1.000036e+00
2.660000e+04 4.850136e-01 7.862125e-06 1.129507e-08 1.000004e+00
2.670000e+04 4.804238e-01 1.549515e-05 2.903816e-08 1.000010e+00
2.680000e+04 5.292193e-01 2.381806e-04 2.538551e-08 1.000307e+00
2.690000e+04 5.528479e-01 2.170624e-05 5.845426e-09 1.000082e+00
2.700000e+04 4.960789e-01 1.241636e-05 3.079785e-09 1.000017e+00
2.710000e+04 4.548718e-01 2.853269e-05 5.154917e-09 1.000051e+00
2.720000e+04 4.694573e-01 5.685192e-04 3.979704e-08 1.000565e+00
2.730000e+04 5.129065e-01 4.334608e-05 3.951262e-09 1.000046e+00
2.740000e+04 4.761594e-01 5.241996e-05 1.368828e-08 1.000056e+00
2.750000e+04 5.117207e-01 2.810147e-05 2.079671e-08 1.000039e+00
2.760000e+04 5.266581e-01 1.670847e-04 6.340819e-09 1.000194e+00
2.770000e+04 5.279824e-01 1.359065e-06 9.626844e-09 1.000001e+00
2.780000e+04 5.139388e-01 9.413586e-07 4.371399e-08 1.000002e+00
2.790000e+04 4.983658e-01 2.230286e-07 6.625149e-08 1.000001e+00
2.800000e+04 5.066828e-01 3.545541e-05 2.521622e-08 1.000082e+00
2.810000e+04 5.619273e-01 8.761091e-06 6.995218e-09 1.000014e+00
2.820000e+04 5.202936e-01 3.117248e-07 1.358971e-08 1.000006e+00
2.830000e+04 4.776717e-01 9.647456e-05 1.076941e-08 1.000127e+00
2.840000e+04 4.932207e-01 3.118473e-05 1.004501e-08 1.000037e+00
2.850000e+04 4.722350e-01 1.173192e-04 4.104331e-08 1.000113e+00
2.860000e+04 5.535321e-01 7.765341e-05 1.620289e-08 1.000115e+00
2.870000e+04 4.875750e-01 4.681727e-04 3.872174e-09 1.000590e+00
2.880000e+04 4.885530e-01 8.298362e-07 3.680519e-09 1.000000e+00
2.890000e+04 5.393544e-01 2.675411e-04 5.589915e-09 1.000281e+00
2.900000e+04 4.980980e-01 6.040033e-05 7.402917e-09 1.000043e+00
2.910000e+04 4.828355e-01 1.813629e-06 2.067190e-08 1.000007e+00
2.920000e+04 4.674073e-01 5.035066e-04 1.178954e-08 1.000452e+00
2.930000e+04 4.860735e-01 1.688380e-04 2.651950e-08 1.000197e+00
2.940000e+04 5.058226e-01 1.182135e-06 2.586980e-08 1.000004e+00
2.950000e+04 4.640308e-01 3.219934e-04 5.338817e-09 1.000307e+00
2.960000e+04 4.954322e-01 3.194256e-05 1.211089e-08 1.000033e+00
2.970000e+04 4.972159e-01 2.714760e-04 9.941081e-09 1.000349e+00
2.980000e+04 5.108782e-01 3.111445e-04 1.223043e-08 1.000359e+00
2.990000e+04 4.614760e-01 4.860136e-06 9.141947e-09 1.000013e+00
3.000000e+04 5.177554e-01 4.386668e-05 1.917927e-08 1.000049e+00
3.010000e+04 4.920991e-01 9.612907e-07 5.918086e-09 1.000001e+00
3.020000e+04 5.011801e-01 7.087743e-05 6.588368e-09 1.000082e+00
3.030000e+04 5.117177e-01 6.688566e-06 2.161419e-08 1.000014e+00
3.040000e+04 5.391479e-01 1.213304e-04 7.763273e-08 1.000160e+00
3.050000e+04 5.145766e-01 7.435161e-05 1.339378e-08 1.000040e+00
3.060000e+04 5.410429e-01 1.232481e-05 9.982285e-09 1.000016e+00
3.070000e+04 5.271051e-01 2.874621e-05 1.097397e-08 1.000053e+00
3.080000e+04 4.589067e-01 3.416640e-05 1.153038e-08 1.000051e+00
3.090000e+04 4.980661e-01 1.194849e-05 9.107185e-09 1.000007e+00
3.100000e+04 5.090827e-01 6.593772e-07 4.264065e-09 1.000006e+00
3.110000e+04 5.005279e-01 6.100988e-06 3.518043e-09 1.000003e+00
3.120000e+04 5.154846e-01 1.074840e-04 3.826690e-09 1.000144e+00
3.130000e+04 4.855292e-01 3.214329e-05 6.597339e-09 1.000024e+00
3.140000e+04 4.468263e-01 2.445611e-06 1.410311e-08 1.000004e+00
3.150000e+04 4.640260e-01 7.498813e-06 1.069817e-08 1.000023e+00
3.160000e+04 4.848198e-01 2.876338e-04 8.323436e-09 1.000390e+00
3.170000e+04 5.159218e-01 2.034846e-05 7.632433e-09 1.000031e+00
3.180000e+04 5.571470e-01 1.758551e-06 3.965777e-08 1.000002e+00
3.190000e+04 5.101764e-01 3.532087e-05 1.551294e-08 1.000045e+00
3.200000e+04 4.934117e-01 4.547843e-05 3.560907e-08 1.000040e+00
3.210000e+04 4.981867e-01 1.365071e-04 2.989601e-08 1.000135e+00
3.220000e+04 5.292519e-01 2.066391e-04 5.226816e-09 1.000223e+00
3.230000e+04 5.177928e-01 1.693210e-06 9.097833e-09 1.000001e+00
3.240000e+04 5.118919e-01 1.688690e-05 1.376735e-08 1.000037e+00
3.250000e+04 5.204777e-01 2.205400e-04 4.519894e-08 1.000229e+00
3.260000e+04 5.205892e-01 1.145444e-04 6.028316e-09 1.000113e+00
3.270000e+04 5.210139e-01 1.451571e-04 2.058028e-08 1.000163e+00
3.280000e+04 4.952313e-01 7.824114e-05 1.060406e-07 1.000075e+00
3.290000e+04 5.265995e-01 2.533985e-06 2.559542e-08 1.000001e+00
3.300000e+04 5.433471e-01 1.044682e-05 4.743467e-08 1.000019e+00
3.310000e+04 4.848412e-01 1.932022e-04 2.453616e-08 1.000218e+00
3.320000e+04 5.085464e-01 6.749114e-05 9.655450e-09 1.000077e+00
3.330000e+04 4.535619e-01 8.852163e-05 6.494303e-09 1.000116e+00
3.340000e+04 4.693713e-01 2.251769e-04 1.380448e-08 1.000277e+00
3.350000e+04 5.233991e-01 4.991834e-07 5.358067e-08 1.000001e+00
3.360000e+04 4.884005e-01 6.053498e-06 1.788803e-08 1.000007e+00
3.370000e+04 5.233691e-01 1.327462e-05 1.577417e-08 1.000015e+00
3.380000e+04 4.992033e-01 4.182018e-05 2.346412e-08 1.000062e+00
3.390000e+04 5.390044e-01 7.546535e-06 1.172844e-08 1.000003e+00
3.400000e+04 4.924406e-01 4.094923e-05 1.791863e-08 1.000049e+00
3.410000e+04 5.080521e-01 4.177408e-06 1.766088e-08 1.000008e+00
3.420000e+04 5.492337e-01 1.003411e-06 6.636388e-09 1.000002e+00
3.430000e+04 4.925520e-01 1.150724e-04 4.540165e-09 1.000164e+00
3.440000e+04 4.900658e-01 1.240293e-06 9.963453e-09 1.000001e+00
3.450000e+04 4.787993e-01 8.453168e-06 1.827883e-08 1.000008e+00
3.460000e+04 5.164446e-01 1.519687e-06 1.971466e-08 1.000003e+00
3.470000e+04 5.135708e-01 4.570847e-06 1.168037e-08 1.000014e+00
